Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
DAIHATSU,Sirion,Sirion M101 1.3L EFi,M5,1298,Petrol,7.6,4.6,5.7,37.2,61.4,49.6,135,440,III,71.0,0.503,0.083,0.070,0.013,0.000
DAIHATSU,Sirion,Sirion M101 1.3L EFi,A4,1298,Petrol,8.6,5.0,6.3,32.8,56.5,44.8,149,487,III,68.0,0.898,0.097,0.084,0.013,0.000
FERRARI,All Models,456M GT 2+2,M6,5474,Petrol,35.1,13.8,21.6,8.1,20.5,13.1,495,1666,III,74.8,0.160,0.000,0.070,0.140,0.000
FERRARI,All Models,456M GTA 2+2,A4,5474,Petrol,40.3,16.2,25.0,7.0,17.4,11.3,570,1931,III,74.0,0.160,0.000,0.070,0.140,0.000
FERRARI,All Models,550 Maranello,M6,5474,Petrol,38.2,16.4,24.4,7.4,17.2,11.6,558,1881,III,73.6,0.500,0.000,0.110,0.090,0.000
FERRARI,All Models,360 Modena,M6,3586,Petrol,30.2,12.9,19.3,9.4,21.9,14.6,440,1495,III,74.6,0.750,0.000,0.090,0.060,0.000
FERRARI,All Models,360 Spider,M6,3586,Petrol,30.2,12.9,19.3,9.4,21.9,14.6,440,1495,III,74.5,0.750,0.000,0.090,0.060,0.000
FIAT,Seicento Range,S/SX,M5,1108,Petrol,8.3,4.7,6.0,34.0,60.1,47.1,143,463,III,73.0,1.733,0.000,0.101,0.029,0.000
FIAT,Seicento Range,Sporting and Sporting Abarth,M5,1108,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,155,502,III,74.0,1.318,0.000,0.103,0.020,0.000
FIAT, Punto Range,1.2 8v,M5,1242,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,136,440,III,71.5,0.568,0.000,0.059,0.038,0.000
FIAT, Punto Range,1.2 16v,M5,1242,Petrol,7.6,5.0,6.0,37.2,56.5,47.1,142,463,III,72.5,0.626,0.000,0.083,0.048,0.000
FIAT, Punto Range,1.2 16v Speedgear,CVT,1242,Petrol,8.4,5.5,6.5,33.6,51.4,43.5,155,502,III,70.0,0.677,0.000,0.109,0.050,0.000
FIAT, Punto Range,Sporting,M6,1242,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,150,487,III,72.0,0.522,0.000,0.070,0.048,0.000
FIAT, Punto Range,Sporting Speedgear,CVT,1242,Petrol,8.7,5.6,6.7,32.5,50.4,42.2,159,517,III,72.0,0.622,0.000,0.097,0.055,0.000
FIAT, Punto Range,HGT,M5,1747,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,197,642,III,73.0,1.273,0.000,0.140,0.072,0.000
FIAT, Punto Range,D,M5,1910,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,150,451,III,72.5,0.061,0.438,0.000,0.422,0.036
FIAT, Punto Range,JTD,M5,1910,Diesel,6.6,4.0,4.9,42.8,70.6,57.6,130,388,III,72.0,0.580,0.363,0.000,0.288,0.035
FIAT,Bravo Range,80 16v,M5,1242,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,162,526,III,72.0,0.452,0.000,0.071,0.035,0.000
FIAT,Bravo Range,100 16v,M5,1596,Petrol,10.3,5.8,7.5,27.4,48.7,37.7,177,579,III,73.5,0.577,0.000,0.089,0.037,0.000
FIAT,Bravo Range,JTD 100,M5,1910,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,428,III,73.0,0.231,0.394,0.000,0.352,0.046
FIAT,Brava Range,80 16v,M5,1242,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,164,534,III,72.0,0.452,0.000,0.071,0.035,0.000
FIAT,Brava Range,100 16v,M5,1596,Petrol,10.4,5.9,7.6,27.2,47.9,37.2,179,587,III,73.5,0.577,0.000,0.089,0.037,0.000
FIAT,Brava Range,JTD 100,M5,1910,Diesel,7.3,4.5,5.5,38.7,62.8,51.4,146,435,III,73.0,0.231,0.394,0.000,0.352,0.046
FIAT,Marea Saloon Range,100 16v,M5,1596,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,192,625,III,73.0,0.827,0.000,0.114,0.014,0.000
FIAT,Marea Saloon Range,100 16v Automatic,A4,1596,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,207,671,III,71.0,0.488,0.000,0.155,0.038,0.000
FIAT,Marea Saloon Range,150 20v,M5,1998,Petrol,13.7,7.6,9.8,20.6,37.2,28.8,234,758,III,72.0,0.658,0.000,0.088,0.038,0.000
FIAT,Marea Saloon Range,JTD 110,M5,1910,Diesel,7.0,4.5,5.4,40.4,62.8,52.3,144,428,III,73.0,0.291,0.352,0.000,0.309,0.047
FIAT,Marea Weekend Range,100 16v,M5,1596,Petrol,11.3,6.5,8.2,25.0,43.5,34.4,195,634,III,73.0,0.827,0.000,0.114,0.014,0.000
FIAT,Marea Weekend Range,100 16v Automatic,A4,1596,Petrol,12.4,6.7,8.8,22.8,42.2,32.1,210,680,III,71.0,0.488,0.000,0.155,0.038,0.000
FIAT,Marea Weekend Range,150 20v,M5,1998,Petrol,13.8,7.7,9.9,20.5,36.7,28.5,237,766,III,72.0,0.658,0.000,0.088,0.038,0.000
FIAT,Marea Weekend Range,JTD 110,M5,1910,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,146,435,III,73.0,0.291,0.352,0.000,0.309,0.047
FIAT,Multipla,100 16v,M5,1596,Petrol,11.1,7.2,8.6,25.4,39.2,32.8,205,665,III,74.0,0.811,0.000,0.131,0.052,0.000
FIAT,Multipla,JTD 110,M5,1910,Diesel,8.0,5.5,6.4,35.3,51.4,44.1,170,507,III,72.5,0.297,0.418,0.000,0.387,0.040
FIAT,Doblò Range,1.2,M5,1242,Petrol,9.8,6.5,7.7,28.8,43.5,36.7,183,595,III,73.5,0.708,0.000,0.092,0.032,0.000
FIAT,Doblò Range,1.9 D,M5,1910,Diesel,9.2,6.0,7.2,30.7,47.1,39.2,191,571,III,73.0,0.144,0.430,0.000,0.410,0.040
FIAT,Ulysse Range,2.0 16v,M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,711,III,72.3,0.396,0.000,0.042,0.098,0.000
FIAT,Ulysse Range,2.0 JTD 16v,M5,1997,Diesel,8.9,6.0,7.0,31.7,47.1,40.4,186,554,III,74.7,0.367,0.493,0.000,0.444,0.044
FIAT,Scudo Combi,Combi 2.0 JTD 16v,M5,1997,Diesel,8.9,6.0,7.0,31.7,47.1,40.4,186,554,III,74.7,0.321,0.513,0.000,0.470,0.031
FIAT,Barchetta,Barchetta,M5,1747,Petrol,11.6,6.5,8.4,24.4,43.5,33.6,198,649,III,74.0,1.608,0.000,0.166,0.029,0.000
FORD,Ka,1.3 EFi (13 inch tyre),M5,1299,Petrol,8.3,5.2,6.3,34.0,54.3,44.8,154,487,III,72.0,0.395,0.000,0.061,0.103,0.000
FORD,Ka,1.3 EFi (14 inch tyre) + A/C,M5,1299,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,165,526,III,72.0,0.395,0.000,0.061,0.103,0.000
FORD,Fiesta,1.3 EFi (13 inch tyre),M5,1299,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,161,534,III,72.0,0.660,0.000,0.110,0.095,0.000
FORD,Fiesta,1.3 EFi (14inch tyre),M5,1299,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,171,564,III,72.0,0.660,0.000,0.110,0.095,0.000
FORD,Fiesta,1.8 Turbo Diesel,M5,1753,Diesel,7.0,4.3,5.3,40.4,65.7,53.3,144,420,III,71.0,0.157,0.480,0.000,0.454,0.049
FORD,Fiesta,1.8 Turbo E-Diesel,M5,1753,Diesel,5.9,3.7,4.5,47.9,76.3,62.8,120,356,III,71.0,0.373,0.530,0.000,0.473,0.025
FORD,Puma,1.7i 16V,M5,1679,Petrol,9.7,6.1,7.4,29.1,46.3,38.2,178,571,III,74.0,0.656,0.000,0.066,0.083,0.000
FORD,Focus,1.4i 16V 3/5 Door Saloon (14 inch tyre),M5,1388,Petrol,8.8,5.4,6.6,32.1,52.3,42.8,158,510,III,71.0,0.662,0.000,0.137,0.052,0.000
FORD,Focus,1.4i 16V 3 Door Saloon (15 inch tyre),M5,1388,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,162,526,III,71.0,0.662,0.000,0.137,0.052,0.000
FORD,Focus,1.6i 16V 4/5 Door Saloon/Estate (14 inch tyre),M5,1596,Petrol,9.4,5.4,6.8,30.1,52.3,41.5,163,526,III,69.0,0.374,0.000,0.089,0.059,0.000
FORD,Focus,1.6i 16V 3/4/5 Door Saloon/Estate (15 inch tyre),M5,1596,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,165,534,III,69.0,0.374,0.000,0.089,0.059,0.000
FORD,Focus,1.6i 16V 4 Door Saloon (14 inch tyre),A4,1596,Petrol,10.9,6.0,7.8,25.9,47.1,36.2,186,603,III,70.0,0.518,0.000,0.115,0.059,0.000
FORD,Focus,1.6i 16V 5 Door Saloon (14 inch tyre),A4,1596,Petrol,10.9,6.1,7.8,25.9,46.3,36.2,188,603,III,70.0,0.518,0.000,0.115,0.059,0.000
FORD,Focus,1.6i 16V Estate (14 inch tyre),A4,1596,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,196,634,III,70.0,0.518,0.000,0.115,0.059,0.000
FORD,Focus,1.6i 16V 3/4/5 Door Saloon (15 inch tyre),A4,1596,Petrol,11.2,6.2,8.0,25.2,45.6,35.3,192,618,III,70.0,0.518,0.000,0.115,0.059,0.000
FORD,Focus,1.6i 16V Estate (15 inch tyre),A4,1596,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,649,III,70.0,0.518,0.000,0.115,0.059,0.000
FORD,Focus,1.8i 16V 5 Door Saloon (14 inch tyre),M5,1796,Petrol,10.3,6.0,7.6,27.4,47.1,37.2,181,587,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,1.8i 16V 4 Door Saloon (14 inch tyre),M5,1796,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,179,579,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,1.8i 16V Estate (14 inch tyre),M5,1796,Petrol,10.4,6.0,7.6,27.2,47.1,37.2,181,587,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,1.8i 16V 4 Door Saloon (15 inch tyre),M5,1796,Petrol,10.2,6.0,7.5,27.7,47.1,37.7,179,579,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,1.8i 16V 3/5 Door Saloon (15 inch tyre),M5,1796,Petrol,10.2,6.0,7.7,27.4,47.1,37.2,181,587,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,1.8i 16V Estate (15 inch tyre),M5,1796,Petrol,10.4,6.1,7.7,27.2,46.3,36.7,184,595,III,71.0,0.895,0.000,0.091,0.043,0.000
FORD,Focus,2.0i 16V 5 Door Saloon (15 inch tyre),M5,1988,Petrol,11.6,6.9,8.7,24.4,40.9,32.5,207,671,III,74.0,0.710,0.000,0.047,0.053,0.000
FORD,Focus,2.0i 16V 4 Door Saloon/Estate (15 inch tyre),M5,1988,Petrol,11.6,6.9,8.6,24.4,40.9,32.8,205,665,III,74.0,0.710,0.000,0.047,0.053,0.000
FORD,Focus,2.0i 16V 3 Door Saloon (16 inch tyre),M5,1988,Petrol,11.5,6.9,8.6,24.6,40.9,32.8,204,665,III,74.0,0.710,0.000,0.047,0.053,0.000
FORD,Focus,2.0i 16V 5 Door Saloon (16 inch tyre),M5,1988,Petrol,11.7,7.0,8.8,24.1,40.4,32.1,209,680,III,74.0,0.710,0.000,0.047,0.053,0.000
FORD,Focus,2.0i 16V Estate (16 inch tyre),M5,1988,Petrol,11.7,7.0,8.7,24.1,40.4,32.5,207,671,III,74.0,0.710,0.000,0.047,0.053,0.000
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (14 inch tyre) (90PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,142,428,III,71.0,0.109,0.507,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (14 inch tyre) (90PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,428,III,71.0,0.109,0.507,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (15 inch tyre) (90PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,428,III,71.0,0.109,0.507,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon /Estate (15 inch tyre) (90PS),M5,1753,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,435,III,71.0,0.109,0.507,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (14 inch tyre) (115PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,142,428,III,70.0,0.347,0.531,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (14 inch tyre) (115PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,428,III,70.0,0.347,0.531,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 4 Door Saloon (15 inch tyre) (115PS),M5,1753,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,144,428,III,70.0,0.347,0.531,0.000,0.489,0.044
FORD,Focus,1.8 TCi Diesel 5 Door Saloon/Estate (15 inch tyre) (115PS),M5,1753,Diesel,7.2,4.5,5.5,39.2,62.8,51.4,145,435,III,70.0,0.347,0.531,0.000,0.489,0.044
FORD,New Mondeo,1.8i 16V 4/5 Door Saloon LX,M5,1798,Petrol,11.1,5.7,7.7,25.4,49.5,36.6,185,596,III,71.0,0.227,0.000,0.071,0.050,0.000
FORD,New Mondeo,1.8i 16V 4 Door Zetec / 5 Door LX/ Zetec Saloon,M5,1798,Petrol,11.2,5.8,7.8,25.2,48.7,36.2,187,603,III,71.0,0.227,0.000,0.071,0.050,0.000
FORD,New Mondeo,1.8i 16V Estate,M5,1798,Petrol,11.3,5.9,7.9,25.0,47.9,35.8,190,610,III,71.0,0.227,0.000,0.071,0.050,0.000
FORD,New Mondeo,2.0i 16V 4 Door Saloon LX,M5,1999,Petrol,11.3,5.9,7.9,25.0,47.8,35.8,190,610,III,72.0,0.332,0.000,0.074,0.061,0.000
FORD,New Mondeo,2.0i 16V 4/5 Door Saloon,M5,1999,Petrol,11.5,6.0,8.0,24.6,47.1,35.3,192,618,III,72.0,0.332,0.000,0.074,0.061,0.000
FORD,New Mondeo,2.0i 16V Estate,M5,1999,Petrol,11.6,6.2,8.1,24.4,45.6,34.9,194,625,III,72.0,0.332,0.000,0.074,0.061,0.000
FORD,New Mondeo,2.0 TDdi 4/5 Door Saloon (115PS),M5,1998,Diesel,8.2,4.6,5.9,34.4,61.4,47.9,156,467,III,70.0,0.083,0.344,0.000,0.338,0.030
FORD,New Mondeo,2.0 TDdi Estate (115PS),M5,1998,Diesel,8.3,4.7,6.0,34.0,60.1,47.1,159,475,III,70.0,0.083,0.344,0.000,0.338,0.030
FORD,Cougar,2.0i 16V,M5,1988,Petrol,12.1,6.4,8.5,23.3,44.1,33.2,204,657,III,71.0,0.422,0.000,0.073,0.056,0.000
FORD,Cougar,2.5i V6 24V,M5,2495,Petrol,14.1,7.6,10.0,20.0,37.2,24.0,240,909,III,72.0,0.532,0.000,0.077,0.010,0.000
FORD,Cougar,2.5i V6 24V,A4,2495,Petrol,15.3,8.0,18.5,18.5,35.3,26.4,257,827,III,73.0,0.312,0.000,0.107,0.013,0.000
FORD,New Galaxy,2.3i 16V,M5,2295,Petrol,14.0,7.8,10.1,20.2,36.2,28.0,242,779,III,74.0,0.559,0.000,0.128,0.078,0.000
FORD,New Galaxy,2.3i 16V,A4,2295,Petrol,15.1,8.6,11.0,18.7,32.8,25.7,264,849,III,72.0,0.341,0.000,0.106,0.084,0.000
FORD,New Galaxy,1.9 Turbo Diesel (90PS),M6,1896,Diesel,8.3,5.5,6.5,34.0,51.4,43.5,176,514,III,73.0,0.081,0.411,0.000,0.387,0.025
FORD,New Galaxy,1.9 Turbo Diesel (115PS),M6,1896,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,178,523,III,74.0,0.463,0.464,0.000,0.387,0.035
FORD,New Galaxy,1.9 Turbo Diesel (115PS),A5,1896,Diesel,9.9,6.5,7.8,28.5,43.5,36.2,211,618,III,73.0,0.159,0.484,0.000,0.457,0.026
HONDA,Accord 4 Door (2001 YM),1.8i VTEC S,M5,1850,Petrol,11.6,6.8,8.6,24.4,41.5,32.8,203,665,III,71.0,0.710,0.000,0.130,0.050,0.000
HONDA,Accord 4 Door (2001 YM),1.8i VTEC S,4SS,1850,Petrol,13.0,7.2,9.3,21.7,39.2,30.4,221,718,III,69.0,0.500,0.000,0.120,0.070,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE,M5,1997,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,207,680,III,72.0,0.820,0.000,0.080,0.050,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE,4SS,1997,Petrol,12.7,7.1,9.2,22.2,39.8,30.7,218,711,III,70.0,0.580,0.000,0.090,0.040,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE Executive,M5,1997,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,207,680,III,72.0,0.820,0.000,0.080,0.050,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE Executive (with SAT Nav),M5,1997,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,207,680,III,72.0,0.820,0.000,0.080,0.050,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE Executive,4SS,1997,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,219,711,III,70.0,0.650,0.000,0.100,0.020,0.000
HONDA,Accord 4 Door (2001 YM),2.0i VTEC SE Executive (with Sat Nav),4SS,1997,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,219,711,III,70.0,0.650,0.000,0.100,0.020,0.000
HONDA,Accord 4 Door (2001 YM),2.2i Type - R,M5,2157,Petrol,12.9,7.8,9.6,21.9,36.2,29.4,229,742,III,72.0,0.704,0.000,0.108,0.076,0.000
HONDA,Accord 4 Door (2001 YM),2.3i Type - V,M5,2254,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,680,III,73.0,0.633,0.121,0.081,0.039,0.000
HONDA,Accord 4 Door (2001 YM),2.3i Type - V (with Sat Nav),M5,2254,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,680,III,73.0,0.633,0.121,0.081,0.039,0.000
HONDA,Accord 4 Door (2001 YM),2.3i Type - V,4SS,2254,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,224,725,III,70.0,0.648,0.109,0.078,0.031,0.000
HONDA,Accord 4 Door (2001 YM),2.3i Type - V (with Sat Nav),4SS,2254,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,224,725,III,70.0,0.648,0.109,0.078,0.031,0.000
HONDA,Accord 5 Door (2001 YM),1.8i VTEC S,M5,1850,Petrol,11.6,6.8,8.6,24.4,41.5,32.8,203,665,III,71.0,0.710,0.000,0.130,0.050,0.000
HONDA,Accord 5 Door (2001 YM),1.8i VTEC S,4SS,1850,Petrol,13.2,7.3,9.5,21.4,38.7,29.7,224,735,III,69.0,0.690,0.000,0.150,0.080,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE,M5,1997,Petrol,12.0,6.9,8.8,23.5,40.9,32.1,207,680,III,72.0,0.820,0.000,0.080,0.050,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE,4SS,1997,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,219,711,III,70.0,0.650,0.000,0.100,0.020,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE Executive,M5,1997,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,209,680,III,72.0,0.790,0.000,0.090,0.040,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE Executive (with Sat Nav),M5,1997,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,209,680,III,72.0,0.790,0.000,0.090,0.040,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE Executive,4SS,1997,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,219,711,III,70.0,0.650,0.000,0.100,0.020,0.000
HONDA,Accord 5 Door (2001 YM),2.0i VTEC SE Executive (with Sat Nav),4SS,1997,Petrol,12.8,7.1,9.2,22.1,39.8,30.7,219,711,III,70.0,0.650,0.000,0.100,0.020,0.000
HONDA,Accord 5 Door (2001 YM),2.3i Type - V,M5,2254,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,680,III,73.0,0.633,0.121,0.081,0.039,0.000
HONDA,Accord 5 Door (2001 YM),2.3i Type - V (with Sat Nav),M5,2254,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,680,III,73.0,0.633,0.121,0.081,0.039,0.000
HONDA,Accord 5 Door (2001 YM),2.3i Type - V,4SS,2254,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,224,725,III,70.0,0.648,0.109,0.078,0.031,0.000
HONDA,Accord 5 Door (2001 YM),2.3i Type - V (with Sat Nav),4SS,2254,Petrol,13.1,7.3,9.4,21.6,38.7,30.1,224,725,III,70.0,0.648,0.109,0.078,0.031,0.000
HONDA,Accord Coupé (2001 YM),2.0i ES Coupé,M5,1997,Petrol,12.3,7.2,9.1,23.0,39.2,31.0,215,704,III,72.2,1.108,0.000,0.119,0.037,0.000
HONDA,Accord Coupé (2001 YM),2.0i ES Coupé,A4,1997,Petrol,14.0,7.6,10.0,20.2,37.2,28.2,235,774,III,69.8,1.268,0.000,0.129,0.039,0.000
HONDA,Accord Coupé (2001 YM),3.0i V6 Coupé,A4,2997,Petrol,15.2,8.2,10.8,18.6,34.4,26.2,256,833,III,71.9,0.503,0.000,0.112,0.084,0.000
HONDA,Civic 3 Door (2000 YM),1.4i Sport,M5,1396,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,161,526,III,72.0,1.035,0.000,0.129,0.045,0.000
HONDA,Civic 3 Door (2000 YM),1.4i SE,M5,1396,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,161,526,III,72.0,1.035,0.000,0.129,0.045,0.000
HONDA,Civic 3 Door (2000 YM),1.4i SE,A4,1396,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,183,595,III,71.0,1.506,0.000,0.125,0.036,0.000
HONDA,Civic 5 Door (2000 YM),1.4i Sport,M5,1396,Petrol,9.5,6.7,7.7,29.7,42.2,36.7,181,595,III,72.0,0.970,0.000,0.134,0.034,0.000
HONDA,Civic 5 Door (2001 YM),1.4i S,M5,1396,Petrol,8.3,5.4,6.4,34.0,52.3,44.1,153,495,III,71.3,0.311,0.000,0.134,0.046,0.000
HONDA,Civic 5 Door (2001 YM),1.4i SE,M5,1396,Petrol,8.3,5.4,6.4,34.0,52.3,44.1,153,495,III,71.3,0.311,0.000,0.134,0.046,0.000
HONDA,Civic 5 Door (2001 YM),1.4i SE,A4,1396,Petrol,9.9,5.7,7.2,28.5,49.6,39.2,172,557,III,68.6,0.443,0.000,0.157,0.064,0.000
HONDA,Civic 5 Door (2001 YM),1.6i S,M5,1590,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,157,510,III,71.5,0.329,0.000,0.113,0.041,0.000
HONDA,Civic 5 Door (2001 YM),1.6i S,A4,1590,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,169,548,III,69.9,0.383,0.000,0.114,0.080,0.000
HONDA,Civic 5 Door (2001 YM),1.6i SE,M5,1590,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,157,510,III,71.5,0.329,0.000,0.113,0.041,0.000
HONDA,Civic 5 Door (2001 YM),1.6i SE,A4,1590,Petrol,9.8,5.8,7.2,28.8,48.7,39.2,172,557,III,69.9,0.383,0.000,0.114,0.080,0.000
HONDA,Civic 5 Door (2001 YM),1.6i SE Executive,M5,1590,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,157,510,III,71.5,0.329,0.000,0.113,0.041,0.000
HONDA,Civic 5 Door (2001 YM),1.6i  SE Executive,A4,1590,Petrol,9.8,5.8,7.2,28.8,48.7,39.2,172,557,III,69.9,0.393,0.000,0.114,0.080,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,618,III,72.0,1.275,0.000,0.104,0.064,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,704,III,70.0,1.093,0.000,0.092,0.093,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Sport,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,618,III,72.0,1.275,0.000,0.104,0.064,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,704,III,70.0,1.093,0.000,0.092,0.093,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,618,III,72.0,1.275,0.000,0.104,0.064,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,704,III,70.0,1.093,0.000,0.092,0.093,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive Sport,M5,1590,Petrol,10.2,6.8,8.0,27.7,41.5,35.3,190,618,III,72.0,1.275,0.000,0.104,0.064,0.000
HONDA,Civic Aero Deck (2000 YM),1.6i VTEC SE Executive Sport,A4,1590,Petrol,11.7,7.6,9.1,24.1,37.2,31.0,214,704,III,70.0,1.093,0.000,0.092,0.093,0.000
HONDA,CR-V (2001 YM),2.0i LS,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,750,III,71.9,0.957,0.000,0.137,0.044,0.000
HONDA,CR-V (2001 YM),2.0i LS,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,766,III,71.9,1.347,0.000,0.138,0.056,0.000
HONDA,CR-V (2001 YM),2.0i ES,M5,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,229,750,III,73.7,0.957,0.000,0.137,0.444,0.000
HONDA,CR-V (2001 YM),2.0i ES,A4,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,235,766,III,73.7,1.347,0.000,0.138,0.056,0.000
HONDA,HR-V (2001 YM),HR-V 4wd (3 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,204,665,III,73.0,1.217,0.000,0.108,0.041,0.000
HONDA,HR-V (2001 YM),HR-V 4wd (3 Door),CVT,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,201,649,III,71.2,1.262,0.000,0.113,0.047,0.000
HONDA,HR-V (2001 YM),HR-V 4wd VTEC (3 Door),M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,205,665,III,71.7,1.141,0.000,0.120,0.062,0.000
HONDA,HR-V (2001 YM),HR-V 4wd (5 Door),CVT,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,201,649,III,71.2,1.388,0.000,0.119,0.038,0.000
HONDA,HR-V (2001 YM),HR-V 4wd (5 Door,M5,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,204,665,III,73.0,1.057,0.000,0.102,0.046,0.000
