Manufacturer,Model,Description,Transmission,Transmission type,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Electric range (Km),Electric range (miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost of driving 12000 Miles (£s),Electricity cost of driving 12000 Miles (£s),Total costs 12000 miles (£s),Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [mg/km],Euro Standard,Booklet,VED Band
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/50 R17 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",74.0,365,,146,174,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/55 R16 tyres,Manual,M6,1995,Diesel,,,,,5.4,3.7,4.3,52.3,76.3,65.7,114,"£1,204.00",,"£1,204.00",74.0,365,,146,174,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 205/55 R16 tyres front & rear,Automatic,A8,1995,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,110,"£1,175.00",,"£1,175.00",75.0,190,,141,158,0.2,5,August 2013,B
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,116,"£1,232.00",,"£1,232.00",75.0,190,,141,158,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",74.0,365,,146,174,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front & rear,Automatic,A8,1995,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,116,"£1,232.00",,"£1,232.00",75.0,190,,141,158,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",74.0,365,,146,174,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Automatic,A8,1995,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,116,"£1,232.00",,"£1,232.00",75.0,190,,141,158,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1995,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,260.00",,"£1,260.00",74.0,365,,146,174,0.2,5,August 2013,C
BMW,"1 Series 5-door F20, From September 2011",120d xDrive 5-door - 205/50 R17 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.9,4.1,4.8,47.9,68.9,58.9,126,"£1,343.00",,"£1,343.00",74.0,365,,146,174,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d xDrive 5-door - 205/55 R16 tyres,Manual,M6,1995,Diesel,,,,,5.8,4.0,4.7,48.7,70.6,60.1,123,"£1,316.00",,"£1,316.00",74.0,365,,146,174,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d xDrive 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.9,4.1,4.8,47.9,68.9,58.9,126,"£1,343.00",,"£1,343.00",74.0,365,,146,174,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d xDrive 5-door - 225/45 R17 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.9,4.1,4.8,47.9,68.9,58.9,126,"£1,343.00",,"£1,343.00",74.0,365,,146,174,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",120d xDrive 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear,Manual,M6,1995,Diesel,,,,,5.9,4.1,4.8,47.9,68.9,58.9,126,"£1,343.00",,"£1,343.00",74.0,365,,146,174,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",125d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,316.00",,"£1,316.00",70.0,206,,135,152,0.1,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",125d 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,1995,Diesel,,,,,6.0,4.2,4.9,47.1,67.3,57.6,128,"£1,373.00",,"£1,373.00",74.0,478,,120,169,0.2,5,August 2013,D
BMW,"1 Series 5-door F20, From September 2011",M135i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Automatic,A8,2979,Petrol,,,,,10.3,5.8,7.5,27.4,48.7,37.7,175,"£1,997.00",,"£1,997.00",73.0,433,50,17,,,5,August 2013,H
BMW,"1 Series 5-door F20, From September 2011",M135i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear,Manual,M6,2979,Petrol,,,,,11.2,6.2,8.0,25.2,45.6,35.3,188,"£2,133.00",,"£2,133.00",75.0,327,52,13,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,118d Convertible,Manual,M6,1995,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,343.00",,"£1,343.00",71.0,190,,135,172,0.2,5,August 2013,D
BMW,1 Series E81/E82/E87/E88,118d Convertible,Automatic,A6,1995,Diesel,,,,,6.9,4.7,5.5,40.9,60.1,51.4,145,"£1,539.00",,"£1,539.00",67.0,216,,166,189,0.2,5,August 2013,F
BMW,1 Series E81/E82/E87/E88,118d Coupé,Manual,M6,1995,Diesel,,,,,5.3,4.0,4.5,53.3,70.6,62.8,118,"£1,260.00",,"£1,260.00",74.0,190,,135,172,0.2,5,August 2013,C
BMW,1 Series E81/E82/E87/E88,118d Coupé,Automatic,A6,1995,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,140,"£1,484.00",,"£1,484.00",69.0,216,,166,189,0.2,5,August 2013,E
BMW,1 Series E81/E82/E87/E88,118i Convertible,Manual,M6,1995,Petrol,,,,,8.4,5.4,6.5,33.6,52.3,43.5,152,"£1,731.00",,"£1,731.00",72.0,120,44,26,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,118i Convertible,Automatic,A6,1995,Petrol,,,,,9.1,5.6,6.9,31.0,50.4,40.9,162,"£1,841.00",,"£1,841.00",70.0,37,36,49,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,120d Convertible,Manual,M6,1995,Diesel,,,,,6.2,4.3,5.0,45.6,65.7,56.5,132,"£1,400.00",,"£1,400.00",74.0,35,,150,164,0.2,5,August 2013,E
BMW,1 Series E81/E82/E87/E88,120d Convertible,Automatic,A6,1995,Diesel,,,,,6.9,4.7,5.5,40.9,60.1,51.4,145,"£1,539.00",,"£1,539.00",69.0,103,,157,167,0.2,5,August 2013,F
BMW,1 Series E81/E82/E87/E88,120d Coupé,Manual,M6,1995,Diesel,,,,,5.9,4.0,4.7,47.9,70.6,60.1,124,"£1,316.00",,"£1,316.00",75.0,35,,150,164,0.2,5,August 2013,D
BMW,1 Series E81/E82/E87/E88,120d Coupé,Automatic,A6,1995,Diesel,,,,,6.7,4.5,5.3,42.2,62.8,53.3,140,"£1,484.00",,"£1,484.00",69.0,103,,157,167,0.2,5,August 2013,E
BMW,1 Series E81/E82/E87/E88,120i Convertible,Manual,M6,1995,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,158,"£1,814.00",,"£1,814.00",74.0,106,38,1,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,120i Convertible,Automatic,A6,1995,Petrol,,,,,9.4,5.6,7.0,30.1,50.4,40.4,163,"£1,863.00",,"£1,863.00",71.0,225,46,50,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,120i Coupé,Manual,M6,1995,Petrol,,,,,8.5,5.3,6.5,33.2,53.3,43.5,152,"£1,731.00",,"£1,731.00",74.0,106,38,1,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,120i Coupé,Automatic,A6,1995,Petrol,,,,,8.9,5.3,6.6,31.7,53.3,42.8,154,"£1,759.00",,"£1,759.00",71.0,225,46,50,,,5,August 2013,G
BMW,1 Series E81/E82/E87/E88,123d Convertible,Manual,M6,1995,Diesel,,,,,6.6,4.5,5.3,42.8,62.8,53.3,139,"£1,484.00",,"£1,484.00",73.0,33,,132,151,0.1,5,August 2013,E
BMW,1 Series E81/E82/E87/E88,123d Convertible,Automatic,A6,1995,Diesel,,,,,7.1,4.8,5.7,39.8,58.9,49.6,149,"£1,595.00",,"£1,595.00",68.0,152,,139,153,0.3,5,August 2013,F
BMW,1 Series E81/E82/E87/E88,123d Coupé,Manual,M6,1995,Diesel,,,,,6.4,4.3,5.1,44.1,65.7,55.4,134,"£1,428.00",,"£1,428.00",73.0,33,,132,151,0.1,5,August 2013,E
BMW,1 Series E81/E82/E87/E88,123d Coupé,Automatic,A6,1995,Diesel,,,,,6.9,4.7,5.5,40.9,60.1,51.4,145,"£1,539.00",,"£1,539.00",68.0,152,,139,153,0.3,5,August 2013,F
BMW,1 Series E81/E82/E87/E88,125i Convertible,Automatic,A6,2996,Petrol,,,,,11.8,6.3,8.3,23.9,44.8,34.0,194,"£2,214.00",,"£2,214.00",74.0,144,31,37,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,125i Convertible,Manual,M6,2996,Petrol,,,,,12.0,6.2,8.3,23.5,45.6,34.0,194,"£2,214.00",,"£2,214.00",73.0,290,30,25,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,125i Coupé,Automatic,A6,2996,Petrol,,,,,11.6,6.1,8.1,24.4,46.3,34.9,189,"£2,157.00",,"£2,157.00",74.0,144,31,37,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,125i Coupé,Manual,M6,2996,Petrol,,,,,11.8,5.9,8.1,23.9,47.9,34.9,189,"£2,157.00",,"£2,157.00",73.0,290,30,25,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,135i Convertible,Automatic,A7,2979,Petrol,,,,,11.8,6.8,8.6,23.9,41.5,32.8,200,"£2,295.00",,"£2,295.00",74.0,478,44,30,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,135i Convertible,Manual,M6,2979,Petrol,,,,,12.2,6.5,8.6,23.2,43.5,32.8,200,"£2,295.00",,"£2,295.00",74.0,293,68,40,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,135i Coupé,Automatic,A7,2979,Petrol,,,,,11.7,6.7,8.5,24.1,42.2,33.2,198,"£2,268.00",,"£2,268.00",74.0,478,44,30,,,5,August 2013,J
BMW,1 Series E81/E82/E87/E88,135i Coupé,Manual,M6,2979,Petrol,,,,,12.1,6.4,8.5,23.3,44.1,33.2,198,"£2,268.00",,"£2,268.00",74.0,293,68,40,,,5,August 2013,J
BMW,3 Series E90/E91/E92/E93,318i Coupé,Manual,M6,1995,Petrol,,,,,8.1,5.3,6.3,34.9,53.3,44.8,146,"£1,680.00",,"£1,680.00",72.0,225,61,27,,,5,August 2013,F
BMW,3 Series E90/E91/E92/E93,320d Convertible,Manual,M6,1995,Diesel,,,,,6.3,4.4,5.1,44.8,64.2,55.4,135,"£1,428.00",,"£1,428.00",75.0,273,,129,155,0.4,5,August 2013,E
BMW,3 Series E90/E91/E92/E93,320d Convertible,Automatic,A6,1995,Diesel,,,,,7.1,4.7,5.6,39.8,60.1,50.4,149,"£1,569.00",,"£1,569.00",66.0,183,,158,230,0.2,5,August 2013,F
BMW,3 Series E90/E91/E92/E93,320d Coupé,Manual,M6,1995,Diesel,,,,,5.9,4.0,4.7,47.9,70.6,60.1,125,"£1,316.00",,"£1,316.00",75.0,273,,129,155,0.4,5,August 2013,D
BMW,3 Series E90/E91/E92/E93,320d Coupé,Automatic,A6,1995,Diesel,,,,,6.8,4.4,5.3,41.5,64.2,53.3,140,"£1,484.00",,"£1,484.00",66.0,249,,122,144,0.2,5,August 2013,E
BMW,3 Series E90/E91/E92/E93,320i Convertible,Manual,M6,1995,Petrol,,,,,8.8,5.6,6.8,32.1,50.4,41.5,159,"£1,814.00",,"£1,814.00",72.0,417,66,30,,,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,320i Convertible,Automatic,A6,1995,Petrol,,,,,9.8,5.8,7.3,28.8,48.7,38.7,169,"£1,945.00",,"£1,945.00",69.0,321,73,41,,,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,320i Coupé,Manual,M6,1995,Petrol,,,,,8.6,5.4,6.6,32.8,52.3,42.8,154,"£1,759.00",,"£1,759.00",72.0,417,66,30,,,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,320i Coupé ,Automatic,A6,1995,Petrol,,,,,9.3,5.3,6.8,30.4,53.3,41.5,159,"£1,814.00",,"£1,814.00",69.0,321,73,41,,,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,325d Convertible,Manual,M6,2993,Diesel,,,,,7.7,5.2,6.1,36.7,54.3,46.3,160,"£1,708.00",,"£1,708.00",74.0,425,,139,195,0.3,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,325d Convertible,Automatic,A6,2993,Diesel,,,,,8.2,5.4,6.4,34.4,52.3,44.1,168,"£1,794.00",,"£1,794.00",70.0,94,,119,142,0.2,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,325d Coupé,Manual,M6,2993,Diesel,,,,,7.3,4.8,5.7,38.7,58.9,49.6,151,"£1,595.00",,"£1,595.00",74.0,425,,139,195,0.3,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,325d Coupé,Automatic,A6,2993,Diesel,,,,,7.9,5.1,6.1,35.8,55.4,46.3,160,"£1,708.00",,"£1,708.00",70.0,94,,119,142,0.2,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,325i Convertible,Manual,M6,2996,Petrol,,,,,10.2,5.9,7.5,27.7,47.9,37.7,176,"£1,997.00",,"£1,997.00",71.0,151,66,29,,,5,August 2013,I
BMW,3 Series E90/E91/E92/E93,325i Convertible,Automatic,A6,2996,Petrol,,,,,10.6,6.3,7.9,26.6,44.8,35.8,185,"£2,103.00",,"£2,103.00",68.0,135,64,38,,,5,August 2013,I
BMW,3 Series E90/E91/E92/E93,325i Coupé,Manual,M6,2996,Petrol,,,,,9.8,5.7,7.2,28.8,49.6,39.2,168,"£1,920.00",,"£1,920.00",71.0,151,66,29,,,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,325i Coupé,Automatic,A6,2996,Petrol,,,,,10.0,5.9,7.4,28.2,47.9,38.2,174,"£1,971.00",,"£1,971.00",68.0,135,64,38,,,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,330d Convertible,Manual,M6,2993,Diesel,,,,,7.7,5.2,6.1,36.7,54.3,46.3,162,"£1,708.00",,"£1,708.00",74.0,421,,142,199,0.1,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,330d Convertible,Automatic,A6,2993,Diesel,,,,,8.2,5.4,6.4,34.4,52.3,44.1,170,"£1,794.00",,"£1,794.00",70.0,123,,130,156,0.1,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,330d Coupé,Manual,M6,2993,Diesel,,,,,7.3,4.8,5.7,38.7,58.9,49.6,152,"£1,595.00",,"£1,595.00",74.0,421,,142,199,0.1,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,330d Coupé,Automatic,A6,2993,Diesel,,,,,8.0,5.2,6.2,35.3,54.3,45.6,164,"£1,735.00",,"£1,735.00",70.0,123,,130,156,0.1,5,August 2013,G
BMW,3 Series E90/E91/E92/E93,330i Convertible,Manual,M6,2996,Petrol,,,,,10.5,6.2,7.8,26.9,45.6,36.2,182,"£2,080.00",,"£2,080.00",74.0,116,63,34,,,5,August 2013,I
BMW,3 Series E90/E91/E92/E93,330i Convertible,Automatic,A6,2996,Petrol,,,,,11.1,6.5,8.2,25.4,43.5,34.4,190,"£2,188.00",,"£2,188.00",74.0,156,62,30,,,5,August 2013,J
BMW,3 Series E90/E91/E92/E93,330i Coupé,Manual,M6,2996,Petrol,,,,,10.0,5.9,7.4,28.2,47.9,38.2,173,"£1,971.00",,"£1,971.00",74.0,116,63,34,,,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,330i Coupé,Automatic,A6,2996,Petrol,,,,,10.2,5.9,7.5,27.7,47.9,37.7,175,"£1,997.00",,"£1,997.00",74.0,156,62,30,,,5,August 2013,H
BMW,3 Series E90/E91/E92/E93,335i Convertible,Automatic,A7,2979,Petrol,,,,,12.2,6.8,8.8,23.2,41.5,32.1,205,"£2,345.00",,"£2,345.00",72.0,511,41,15,,,5,August 2013,K
BMW,3 Series E90/E91/E92/E93,335i Convertible,Manual,M6,2979,Petrol,,,,,12.4,6.7,8.8,22.8,42.2,32.1,205,"£2,345.00",,"£2,345.00",74.0,299,61,15,,,5,August 2013,K
BMW,3 Series E90/E91/E92/E93,335i Coupé,Automatic,A7,2979,Petrol,,,,,11.8,6.4,8.4,23.9,44.1,33.6,196,"£2,241.00",,"£2,241.00",72.0,511,41,15,,,5,August 2013,J
BMW,3 Series E90/E91/E92/E93,335i Coupé,Manual,M6,2979,Petrol,,,,,12.0,6.3,8.4,23.5,44.8,33.6,196,"£2,241.00",,"£2,241.00",74.0,299,61,15,,,5,August 2013,J
BMW,3 Series E90/E91/E92/E93,M3 Convertible,Automatic,DCT7,3999,Petrol,,,,,16.0,8.9,11.5,17.7,31.7,24.6,269,"£3,060.00",,"£3,060.00",74.0,179,61,39,,,5,August 2013,M
BMW,3 Series E90/E91/E92/E93,M3 Convertible,Manual,M6,3999,Petrol,,,,,18.0,9.6,12.7,15.7,29.4,22.2,297,"£3,391.00",,"£3,391.00",75.0,357,51,30,,,5,August 2013,M
BMW,3 Series E90/E91/E92/E93,M3 Coupé,Automatic,DCT7,3999,Petrol,,,,,15.9,8.5,11.2,17.8,33.2,25.2,263,"£2,987.00",,"£2,987.00",74.0,179,61,39,,,5,August 2013,M
BMW,3 Series E90/E91/E92/E93,M3 Coupé,Manual,M6,3999,Petrol,,,,,17.7,9.3,12.4,16.0,30.4,22.8,290,"£3,302.00",,"£3,302.00",75.0,357,51,30,,,5,August 2013,M
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Manual,M6,1995,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,122,"£1,288.00",,"£1,288.00",73.0,222,,157,177,0.2,5,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Automatic,A8,1995,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,373.00",,"£1,373.00",72.0,168,,158,172,0.1,5,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/50 R18 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.5,4.0,4.5,51.4,70.6,62.8,119,"£1,260.00",,"£1,260.00",73.0,222,,157,177,0.2,5,August 2013,C
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/50 R18 tyres front & rear,Automatic,A8,1995,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,343.00",,"£1,343.00",72.0,168,,158,172,0.1,5,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Manual,M6,1995,Diesel,,,,,5.6,4.1,4.6,50.4,68.9,61.4,122,"£1,288.00",,"£1,288.00",73.0,222,,157,177,0.2,5,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",318d Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Automatic,A8,1995,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,373.00",,"£1,373.00",72.0,168,,158,172,0.1,5,August 2013,D
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Automatic,A8,2979,Petrol,,,,,10.9,5.8,7.7,25.9,48.7,36.7,179,"£2,051.00",,"£2,051.00",70.0,191,32,31,,,5,August 2013,I
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/45 R19 tyres front / 255/40 R19 tyres rear,Manual,M6,2979,Petrol,,,,,11.3,6.3,8.1,25.0,44.8,34.9,189,"£2,157.00",,"£2,157.00",74.0,322,32,17,,,5,August 2013,J
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/50 R18 tyres front & rear,Automatic,A8,2979,Petrol,,,,,10.8,5.8,7.7,26.2,48.7,36.7,178,"£2,051.00",,"£2,051.00",70.0,191,32,31,,,5,August 2013,I
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/50 R18 tyres front & rear,Manual,M6,2979,Petrol,,,,,11.3,6.2,8.1,25.0,45.6,34.9,188,"£2,157.00",,"£2,157.00",74.0,322,32,17,,,5,August 2013,J
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Automatic,A8,2979,Petrol,,,,,10.9,5.8,7.7,25.9,48.7,36.7,179,"£2,051.00",,"£2,051.00",70.0,191,32,31,,,5,August 2013,I
BMW,"3 Series Gran Turismo F34, From June 2013",335i Gran Turismo - 225/50 R18 tyres front / 255/45 R18 tyres rear,Manual,M6,2979,Petrol,,,,,11.3,6.3,8.1,25.0,44.8,34.9,189,"£2,157.00",,"£2,157.00",74.0,322,32,17,,,5,August 2013,J
BMW,"3 Series Saloon F30, From February 2012",316d Saloon - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.4,3.9,4.4,52.3,72.4,64.2,117,"£1,232.00",,"£1,232.00",72.0,169,,152,166,0.1,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",316d Saloon - all tyre sizes,Manual,M6,1995,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,118,"£1,260.00",,"£1,260.00",73.0,226,,112,139,0.1,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",318d Saloon - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,118,"£1,260.00",,"£1,260.00",72.0,169,,152,166,0.1,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",318d Saloon - all tyre sizes,Manual,M6,1995,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,118,"£1,260.00",,"£1,260.00",73.0,226,,112,139,0.1,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics Saloon - 205/60 R16 tyres front & rear,Automatic,A8,1995,Diesel,,,,,5.0,3.6,4.1,56.5,78.5,68.9,109,"£1,148.00",,"£1,148.00",72.0,253,,160,177,0.2,5,August 2013,B
BMW,"3 Series Saloon F30, From February 2012",320d EfficientDynamics Saloon - 205/60 R16 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.2,3.5,4.1,54.3,80.7,68.9,109,"£1,148.00",,"£1,148.00",73.0,245,,168,185,0.1,5,August 2013,B
BMW,"3 Series Saloon F30, From February 2012",320d Saloon - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,118,"£1,260.00",,"£1,260.00",72.0,171,,171,184,0.1,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",320d Saloon - all tyre sizes,Manual,M6,1995,Diesel,,,,,5.8,3.8,4.6,48.7,74.3,61.4,120,"£1,288.00",,"£1,288.00",73.0,177,,167,182,0.2,5,August 2013,C
BMW,"3 Series Saloon F30, From February 2012",320d xDrive Saloon - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.8,4.2,4.8,48.7,67.3,58.9,125,"£1,343.00",,"£1,343.00",72.0,171,,171,184,0.1,5,August 2013,D
BMW,"3 Series Saloon F30, From February 2012",320d xDrive Saloon - all tyre sizes,Manual,M6,1995,Diesel,,,,,6.3,4.1,4.9,44.8,68.9,57.6,128,"£1,373.00",,"£1,373.00",73.0,177,,167,182,0.2,5,August 2013,D
BMW,"3 Series Saloon F30, From February 2012",325d Saloon - all tyre sizes,Manual,M6,1995,Diesel,,,,,6.2,4.2,4.9,45.6,67.3,57.6,129,"£1,373.00",,"£1,373.00",74.0,286,,150,182,0.2,5,August 2013,D
BMW,"3 Series Saloon F30, From February 2012",330d Saloon - all tyre sizes,Automatic,A8,2993,Diesel,,,,,6.0,4.3,4.9,47.1,65.7,57.6,129,"£1,373.00",,"£1,373.00",73.0,226,,153,175,0.4,5,August 2013,D
BMW,"3 Series Saloon F30, From February 2012",330d xDrive Saloon - all tyre sizes,Automatic,A8,2993,Diesel,,,,,6.4,4.6,5.2,44.1,61.4,54.3,137,"£1,457.00",,"£1,457.00",73.0,226,,153,175,0.4,5,August 2013,E
BMW,"3 Series Saloon F30, From February 2012",335i Saloon - all tyre sizes,Automatic,A8,2979,Petrol,,,,,10.2,5.5,7.2,27.7,51.4,39.2,169,"£1,920.00",,"£1,920.00",70.0,295,60,15,,,5,August 2013,H
BMW,"3 Series Saloon F30, From February 2012",335i Saloon - all tyre sizes,Manual,M6,2979,Petrol,,,,,11.1,6.1,7.9,25.4,46.3,35.8,186,"£2,103.00",,"£2,103.00",74.0,275,36,10,,,5,August 2013,J
BMW,"3 Series Saloon F30, From February 2012",ActiveHybrid 3 Saloon – all tyre sizes,Automatic,A8,2979,Petrol Electric,,,,,5.3,6.4,5.9,53.3,44.1,47.9,139,"£1,572.00",,"£1,572.00",70.0,148,43,4,,,5,August 2013,E
BMW,"3 Series Touring F31, from September 2012",316d Touring - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.7,4.1,4.7,49.6,68.9,60.1,123,"£1,316.00",,"£1,316.00",72.0,169,,152,166,0.1,5,August 2013,D
BMW,"3 Series Touring F31, from September 2012",316d Touring - all tyre sizes,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,123,"£1,316.00",,"£1,316.00",73.0,226,,112,139,0.1,5,August 2013,D
BMW,"3 Series Touring F31, from September 2012",318d Touring - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.7,4.1,4.7,49.6,68.9,60.1,123,"£1,316.00",,"£1,316.00",72.0,169,,152,166,0.1,5,August 2013,D
BMW,"3 Series Touring F31, from September 2012",318d Touring - all tyre sizes,Manual,M6,1995,Diesel,,,,,5.8,4.1,4.7,48.7,68.9,60.1,123,"£1,316.00",,"£1,316.00",73.0,226,,112,139,0.1,5,August 2013,D
BMW,"3 Series Touring F31, from September 2012",320d EfficientDynamics Touring - 205/60 R16 tyres front & rear,Automatic,A8,1995,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,112,"£1,204.00",,"£1,204.00",72.0,253,,160,177,0.2,5,August 2013,C
BMW,"3 Series Touring F31, from September 2012",320d EfficientDynamics Touring - 205/60 R16 tyres front & rear,Manual,M6,1995,Diesel,,,,,5.3,3.6,4.3,53.3,78.5,65.7,112,"£1,204.00",,"£1,204.00",73.0,245,,168,185,0.1,5,August 2013,C
BMW,"3 Series Touring F31, from September 2012",320d Touring - all tyre sizes,Automatic,A8,1995,Diesel,,,,,5.7,4.1,4.7,49.6,68.9,60.1,124,"£1,316.00",,"£1,316.00",72.0,171,,171,184,0.1,5,August 2013,D
