Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo (220ps),M6,1998,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,209,1927,71.0,224.1,42.2,29.2,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0i 16v Turbo,M6,1998,Petrol,12.9,6.6,8.9,21.9,42.8,31.7,209,1927,71.0,388.4,51.5,30.5,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0i 16v Turbo,M6,1998,Petrol,12.9,6.6,8.9,21.9,42.8,31.7,209,1927,71.0,388.0,52.0,31.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0i 16v Turbo (220ps) 4x4,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,215,1990,71.0,346.6,53.6,35.0,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo (220ps) 4x4,M6,1998,Petrol,13.0,7.0,9.2,21.7,40.4,30.7,215,1990,71.0,346.6,53.6,35.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0i 16v Turbo 4x4,M6,1998,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,219,2010,71.0,221.1,50.7,44.5,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0i 16v Turbo 4 x 4,M6,1998,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,219,2010,71.0,221.0,51.0,45.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0i 16v Turbo (220ps),A6,1998,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,225,2078,70.0,271.1,61.0,45.9,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo (220ps),A6,1998,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,225,2078,70.0,271.1,61.0,45.9,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo,A6,1998,Petrol,14.3,7.0,9.7,19.8,40.4,29.1,228,2100,70.0,246.0,53.9,50.1,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0i 16v Turbo,A6,1998,Petrol,14.3,7.0,9.7,19.8,40.4,29.1,228,2100,70.0,246.0,54.0,50.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.0i 16v Turbo (220ps) 4x4,A6,1998,Petrol,14.3,7.2,9.8,19.8,39.2,28.8,229,2121,70.0,288.0,67.2,30.5,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.0i 16v Turbo (220ps) 4x4,A6,1998,Petrol,14.3,7.2,9.8,19.8,39.2,28.8,229,2121,70.0,288.0,67.2,30.5,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.0i 16v Turbo SE,A6,1998,Petrol,14.5,7.2,9.9,19.5,39.2,28.5,233,2144,70.0,300.1,54.3,42.7,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,2.0i 16v Turbo 4 x 4,A6,1998,Petrol,14.5,7.2,9.9,19.5,39.2,28.5,233,2144,70.0,300.0,54.0,43.0,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.8i V6 24v Turbo (260ps),M6,2792,Petrol,16.9,7.4,10.9,16.7,38.2,25.9,256,2359,71.0,361.7,42.1,52.4,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.8i V6 24v Turbo (260ps),M6,2792,Petrol,16.9,7.4,10.9,16.7,38.2,25.9,256,2359,71.0,361.7,42.1,52.4,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2010,VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,16.6,8.4,11.4,17.0,33.6,24.8,268,2464,75.0,44.0,58.0,50.0,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2010,VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,16.6,8.4,11.4,17.0,33.6,24.8,268,2464,75.0,44.0,58.0,50.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.8i V6 24v Turbo (260ps),M6,2792,Petrol,17.1,8.1,11.4,16.5,34.9,24.8,268,2464,71.0,386.4,50.0,51.7,,,
VAUXHALL,Insignia 4 Door Saloon Model Year 2009,2.8i V6 24v Turbo (260ps),A6,2792,Petrol,17.9,7.9,11.6,15.8,35.8,24.4,272,2504,71.0,199.2,63.9,49.6,,,
VAUXHALL,Insignia 5 Door Hatchback Model Year 2009 ,2.8i V6 24v Turbo (260ps),A6,2792,Petrol,17.9,7.9,11.6,15.8,35.8,24.4,272,2504,71.0,199.2,63.9,49.6,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2010,VXR 2.8i 24v V6 Turbo 4X4,M6,2792,Petrol,17.0,8.6,11.7,16.6,32.8,24.1,274,2535,75.0,44.0,58.0,50.0,,,
VAUXHALL,Insignia 5 Door Sport Tourer Model Year 2009 ,2.8i V6 24v Turbo (260ps) 4x4,A6,2792,Petrol,17.8,8.3,11.8,15.9,34.0,23.9,277,2556,71.0,372.3,51.2,45.2,,,
VOLKSWAGEN,Polo,1.2 TDI (75ps) BlueMotion,M5,1199,Diesel,4.1,3.0,3.4,68.9,94.2,83.1,89,742,69.0,23.0,,148.0,,0.250,
VOLKSWAGEN,Golf,1.6 TDI (105ps) BlueMotion,M5,1598,Diesel,4.7,3.4,3.8,60.1,83.1,74.3,99,830,70.0,376.6,,129.7,168.0,0.010,
VOLKSWAGEN,Golf,1.6 TDI (105ps) with BlueMotion Technology,M5,1598,Diesel,5.2,3.5,4.1,54.3,80.7,68.9,107,895,70.0,220.0,,116.0,139.0,0.600,
VOLKSWAGEN,Golf,1.6 TDI (105ps) with BlueMotion Technology 7speed DSG,D7,1598,Diesel,4.7,3.9,4.2,60.1,72.4,67.3,109,916,69.0,249.0,,125.0,152.0,0.180,
VOLKSWAGEN,Golf Estate,1.6 TDI (105ps) BlueMotion Technology,M5,1595,Diesel,5.2,3.6,4.2,54.3,78.5,67.3,109,916,71.0,219.0,,121.0,145.0,0.100,
VOLKSWAGEN,Polo,1.6 TDI (75ps),M5,1598,Diesel,5.4,3.6,4.3,52.3,78.5,65.7,112,938,72.0,84.0,,125.0,142.0,0.100,
VOLKSWAGEN,Polo,1.6 TDI (90ps),M5,1598,Diesel,5.4,3.6,4.3,52.3,78.5,65.7,112,938,70.0,84.0,,125.0,142.0,0.100,
VOLKSWAGEN,Golf Estate,1.6 TDI (105ps) BlueMotion Technology 7speed DSG,D7,1595,Diesel,4.9,4.0,4.3,57.6,70.6,65.7,113,938,69.0,191.0,,118.0,143.0,1.130,
VOLKSWAGEN,New Golf Plus,1.6 TDI (105ps) BlueMotion Technology,M5,1598,Diesel,5.2,3.9,4.3,54.3,72.4,65.7,114,938,70.0,238.7,,121.8,145.5,0.100,
VOLKSWAGEN,Passat Saloon,1.6 TDI (105ps) BlueMotion,M5,1598,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,114,960,70.0,185.0,,138.0,170.0,0.380,
VOLKSWAGEN,Passat Estate,1.6 TDI (105ps) BlueMotion,M5,1598,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,114,960,70.0,185.0,,138.0,170.0,0.380,
VOLKSWAGEN,New Golf Plus,1.6 TDI (105ps) BlueMotion Technology 7speed DSG,D7,1598,Diesel,5.0,4.1,4.4,56.5,68.9,64.2,115,960,70.0,238.0,,125.0,152.0,0.150,
VOLKSWAGEN,Golf,1.6 TDI (90ps),M5,1598,Diesel,5.7,3.8,4.5,49.6,74.3,62.8,118,982,69.0,382.0,,158.0,207.0,0.410,
VOLKSWAGEN,Passat Saloon,1.6 CR TDI (105ps) BlueMotion Technology,M6,1598,Diesel,5.5,3.8,4.5,51.4,74.3,62.8,118,982,70.0,185.0,,138.0,170.4,0.380,
VOLKSWAGEN,Golf,1.6 TDI (105ps),M5,1598,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,982,70.0,227.0,,162.0,191.0,0.630,
VOLKSWAGEN,Golf,2.0 (110ps) TDI BlueMotion,M5,1968,Diesel,6.0,3.7,4.5,47.1,76.3,62.8,119,982,71.0,391.0,,115.6,185.5,0.700,
VOLKSWAGEN,Golf Estate,1.6 TDI (90ps),M5,1595,Diesel,5.6,3.9,4.5,50.4,72.4,62.8,119,982,71.0,224.0,,113.0,138.0,0.420,
VOLKSWAGEN,Golf Estate,1.6 TDI (105ps),M5,1595,Diesel,5.7,3.9,4.5,49.6,72.4,62.8,119,982,71.0,282.0,,125.0,152.0,0.410,
VOLKSWAGEN,Passat Estate,1.6 CR TDI (105ps) BlueMotion Technology ,M6,1598,Diesel,5.5,3.9,4.5,51.4,72.4,62.8,119,982,70.0,185.0,,138.0,170.4,0.380,
VOLKSWAGEN,Golf,1.6 TDI (105ps) with 7speed DSG,D7,1598,Diesel,5.6,4.2,4.7,50.4,67.3,60.1,123,1026,69.0,66.0,,138.0,160.0,0.780,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) BlueMotion Technology,M6,1968,Diesel,6.0,4.0,4.7,47.1,70.6,60.1,124,1026,70.0,304.0,,163.0,197.0,0.130,
VOLKSWAGEN,Polo,1.2 TSI (105ps),M5,1197,Petrol,6.8,4.5,5.3,41.5,62.8,53.3,124,1146,71.0,468.0,44.0,37.0,,,
VOLKSWAGEN,Golf Estate,1.6 TDI (105ps) 7speed DSG,D7,1595,Diesel,5.7,4.2,4.8,49.6,67.3,58.9,125,1047,71.0,274.0,,132.0,153.0,0.460,
VOLKSWAGEN,New Golf Plus,1.6 TDI (90ps),M5,1598,Diesel,6.0,4.1,4.7,47.1,68.9,60.1,125,1026,69.0,382.8,,143.9,189.0,0.410,
VOLKSWAGEN,Golf,2.0 (140ps) TDI,M6,1968,Diesel,6.1,4.1,4.8,46.3,68.9,58.9,126,1047,70.0,314.0,,141.8,187.1,0.600,
VOLKSWAGEN,New Golf Plus,1.6 TDI (105ps),M5,1598,Diesel,5.9,4.2,4.8,47.9,67.3,58.9,126,1047,72.0,227.7,,162.2,191.7,0.630,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (140ps) BlueMotion Technology,M6,1968,Diesel,6.1,4.2,4.8,46.3,67.3,58.9,127,1047,70.0,304.0,,163.0,197.0,0.130,
VOLKSWAGEN,Golf,2.0 (110ps) TDI,M5,1968,Diesel,6.4,4.0,4.9,44.1,70.6,57.6,128,1070,71.0,245.4,,136.2,176.0,1.050,
VOLKSWAGEN,Polo,1.2 (60ps),M5,1198,Petrol,7.3,4.5,5.5,38.7,62.8,51.4,128,1189,73.0,696.0,45.0,42.0,,,
VOLKSWAGEN,Polo,1.2 (70ps),M5,1198,Petrol,7.3,4.5,5.5,38.7,62.8,51.4,128,1189,73.0,696.0,45.0,42.0,,,
VOLKSWAGEN,Golf,2.0 (140ps) TDI GT,M6,1968,Diesel,6.4,4.0,4.9,44.1,70.6,57.6,129,1070,73.0,233.5,,153.1,191.4,0.500,
VOLKSWAGEN,New Golf Plus,1.6 TDI (105ps) 7speed DSG,D7,1598,Diesel,5.8,4.4,4.9,48.7,64.2,57.6,129,1070,69.0,66.8,,138.4,160.3,0.780,
VOLKSWAGEN,Golf Estate,2.0 TDI (140ps),M6,1968,Diesel,6.5,4.1,5.0,43.5,68.9,56.5,132,1091,73.0,409.0,,146.0,189.0,0.360,
VOLKSWAGEN,New Golf Plus,2.0 TDI (110ps),M5,1968,Diesel,6.6,4.4,5.1,42.8,64.2,55.4,134,1113,71.0,303.3,,123.3,157.3,0.180,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (110ps) BlueMotion Technology,M6,1968,Diesel,6.7,4.2,5.1,42.2,67.3,55.4,134,1113,71.0,301.5,,138.2,171.7,0.310,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (110ps) BlueMotion Technology,M5,1968,Diesel,6.8,4.2,5.1,41.5,67.3,55.4,134,1113,71.0,301.5,,138.2,171.7,0.310,
VOLKSWAGEN,Scirocco,2.0 CR TDI (140ps),M6,1968,Diesel,6.6,4.2,5.1,42.8,67.3,55.4,134,1113,72.0,314.3,,149.1,185.5,0.280,
VOLKSWAGEN,Golf,1.2 TSI (105ps),M6,1197,Petrol,7.1,4.9,5.7,39.8,57.6,49.6,134,1232,69.0,656.0,46.0,40.0,,,
VOLKSWAGEN,Golf,1.2 TSI (105ps) 7speed DSG,D7,1197,Petrol,7.3,4.9,5.8,38.7,57.6,48.7,134,1255,70.0,244.0,23.0,19.0,,,
VOLKSWAGEN,Golf Plus,2.0 TDI (140ps),M6,1968,Diesel,6.5,4.4,5.1,43.5,64.2,55.4,135,1113,72.0,409.4,,146.4,189.9,0.360,
VOLKSWAGEN,New Golf Plus,2.0 TDI (140ps),M6,1968,Diesel,6.5,4.4,5.1,43.5,64.2,55.4,135,1113,72.0,409.4,,146.4,189.9,0.360,
VOLKSWAGEN,Polo,1.4 (85ps) 7speed DSG,D7,1390,Petrol,7.7,4.7,5.8,36.7,60.1,48.7,135,1255,73.0,134.0,64.0,57.0,,,
VOLKSWAGEN,Golf Estate,1.2 TSI (105ps),M6,1197,Petrol,7.2,5.0,5.8,39.2,56.5,48.7,136,1255,70.0,697.0,48.0,32.0,,,
VOLKSWAGEN,Golf Estate,1.2 TSI (105ps) 7speed DSG,D7,1197,Petrol,7.0,5.2,5.9,40.4,54.3,47.9,136,1276,70.0,207.0,23.0,19.0,,,
VOLKSWAGEN,Golf Estate,1.2 TSI (122ps),M6,1197,Petrol,7.2,5.0,5.8,39.2,56.5,48.7,136,1255,70.0,697.0,48.0,32.0,,,
VOLKSWAGEN,Golf Estate,1.2 TSI (122ps) 7speed DSG,D7,1197,Petrol,7.0,5.2,5.9,40.4,54.3,47.9,136,1276,70.0,207.0,23.0,19.0,,,
VOLKSWAGEN,Golf,2.0 (140ps) TDI DSG,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,138,1157,68.0,134.1,,149.5,168.6,0.100,
VOLKSWAGEN,Golf,2.0 (140ps) TDI DSG GT,D6,1968,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,138,1157,68.0,134.1,,149.5,168.6,0.100,
VOLKSWAGEN,Golf,1.4 (122ps) TSI 7speed DSG,D7,1390,Petrol,7.7,5.0,6.0,36.7,56.5,47.1,138,1297,72.0,181.4,29.5,25.2,,,
VOLKSWAGEN,Golf,2.0 CR TDI (170ps) GTD,M6,1968,Diesel,7.0,4.3,5.3,40.4,65.7,53.3,139,1157,73.0,143.3,,131.9,161.9,0.200,
VOLKSWAGEN,Scirocco,2.0 CR TDI (170ps) GT,M6,1968,Diesel,7.0,4.3,5.3,40.4,65.7,53.3,139,1157,72.0,355.0,,133.0,182.0,0.810,
VOLKSWAGEN,Tiguan,2.0 CR TDI (140ps) BlueMotion Technology,M6,1968,Diesel,6.3,4.8,5.3,44.8,58.9,53.3,139,1157,71.0,279.0,,134.0,163.0,0.270,
VOLKSWAGEN,Golf,1.4 (160ps) TSI 7speed DSG GT,D7,1390,Petrol,7.5,5.2,6.0,37.7,54.3,47.1,139,1297,68.0,260.7,31.0,26.3,,,
VOLKSWAGEN,Golf Estate,1.4 TSI (122ps) 7speed DSG,D7,1390,Petrol,7.7,5.1,6.0,37.7,55.4,47.1,139,1297,70.0,364.0,23.0,19.0,,,
VOLKSWAGEN,Polo,1.4 (85ps),M5,1390,Petrol,8.0,4.7,5.9,35.3,60.1,47.9,139,1276,73.0,135.0,48.0,44.0,,,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (110ps) with DPF,M5,1968,Diesel,7.0,4.5,5.5,40.4,62.8,51.4,143,1199,71.0,301.5,,138.2,171.7,0.310,
VOLKSWAGEN,Eos,2.0 TDI CR (140ps) with DPF,M6,1984,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,144,1199,69.1,217.9,,152.1,191.4,0.280,
VOLKSWAGEN,Golf Estate,2.0 TDI (140ps) with DSG,D6,1968,Diesel,7.1,4.5,5.5,39.8,62.8,51.4,144,1199,69.0,147.0,,150.0,165.0,0.310,
VOLKSWAGEN,Golf,1.4 (122ps) TSI,M6,1390,Petrol,8.2,5.1,6.2,34.4,55.4,45.6,144,1340,72.0,285.6,28.2,23.9,,,
VOLKSWAGEN,Scirocco,2.0 CR TDI (140ps) DSG,D6,1968,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,145,1199,73.0,175.0,,120.9,137.8,0.280,
VOLKSWAGEN,Golf,1.4 (160ps) TSI GT,M6,1390,Petrol,8.1,5.2,6.3,34.9,54.3,44.8,145,1364,71.0,228.2,33.5,28.2,,,
VOLKSWAGEN,Golf Plus,2.0 TDI (140ps) DSG,D6,1968,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,146,1223,69.0,156.5,,145.8,160.4,0.220,
VOLKSWAGEN,New Golf Plus,2.0 TDI (140ps) DSG,D6,1968,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,146,1223,69.0,156.5,,145.8,160.4,0.220,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (140ps) with DPF,M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,197.2,0.130,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps),M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,197.2,0.130,
VOLKSWAGEN,Passat Saloon,2.0 TDI (170ps) SEL with DPF,M6,1968,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,146,1223,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (170ps),M6,1968,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,146,1223,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (110ps) with DPF Highline,M5,1968,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,146,1223,71.0,302.0,,138.0,172.0,0.310,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps),M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,192.1,0.130,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) GT,M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,192.1,0.130,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) with DPF,M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,192.1,0.130,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) GT with DPF,M6,1968,Diesel,7.2,4.6,5.6,39.2,61.4,50.4,146,1223,70.0,304.9,,163.5,192.1,0.130,
VOLKSWAGEN,Passat CC,2.0 CR TDI (170ps) GT,M6,1968,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,146,1223,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Passat CC,2.0 TDI CR (170ps) GT with DPF,M6,1968,Diesel,7.4,4.6,5.6,38.2,61.4,50.4,146,1223,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Golf Estate,1.4 TSI (122ps),M6,1390,Petrol,8.3,5.3,6.3,34.0,53.3,44.8,146,1364,73.0,373.0,48.0,32.0,,,
VOLKSWAGEN,Golf Plus,1.4 TSI (122ps) 7speed DSG,D7,1390,Petrol,8.0,5.3,6.3,35.3,53.3,44.8,146,1364,70.0,214.6,38.2,32.3,,,
VOLKSWAGEN,New Golf Plus,1.4 TSI (122ps) 7speed DSG,D7,1390,Petrol,8.0,5.3,6.3,35.3,53.3,44.8,146,1364,70.0,214.6,38.2,32.3,,,
VOLKSWAGEN,Golf,2.0 CR TDI (170ps) DSG GTD,D6,1968,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,69.0,277.3,,113.9,146.2,0.060,
VOLKSWAGEN,Scirocco,2.0 CR TDI (170ps) DSG GT,D6,1968,Diesel,7.3,4.7,5.6,38.7,60.1,50.4,147,1223,68.0,320.0,,130.0,165.0,0.200,
VOLKSWAGEN,Golf Plus,1.4 TSI (160ps) 7speed DSG,D7,1390,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,147,1364,68.0,220.1,32.9,27.8,,,
VOLKSWAGEN,Scirocco,1.4 TSI (160ps) 7speed DSG,D7,1390,Petrol,8.0,5.4,6.3,35.3,52.3,44.8,147,1364,71.0,245.0,35.0,30.0,,,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps),M6,1968,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,148,1243,70.0,304.9,,163.5,197.2,0.130,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (140ps) with DPF,M6,1968,Diesel,7.3,4.7,5.7,38.7,60.1,49.6,148,1243,70.0,304.9,,163.5,197.2,0.130,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (170ps),M6,1968,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,149,1243,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (170ps) with DPF,M6,1968,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,149,1243,73.0,225.3,,164.1,187.9,0.300,
VOLKSWAGEN,Golf,1.4 (80ps) SRE,M5,1390,Petrol,8.5,5.1,6.4,33.2,55.4,44.1,149,1385,73.0,107.9,52.6,47.0,,,
VOLKSWAGEN,Scirocco,1.4 TSI (122ps),M6,1390,Petrol,8.4,5.3,6.4,33.6,53.3,44.1,149,1385,72.0,238.0,31.0,26.0,,,
VOLKSWAGEN,Eos,1.4 TSI (122ps),M6,1390,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,152,1428,71.0,460.1,32.9,27.6,,,
VOLKSWAGEN,Golf Plus,1.4 TSI (122ps),M6,1390,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1405,72.0,420.5,37.2,30.6,,,
VOLKSWAGEN,New Golf Plus,1.4 TSI (122ps),M6,1390,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,152,1405,72.0,420.5,37.2,30.6,,,
VOLKSWAGEN,Eos,2.0 TDI CR (140ps) DSG with DPF,D6,1984,Diesel,7.6,4.9,5.9,37.2,57.6,47.9,154,1287,79.0,115.6,,129.3,145.5,1.540,
VOLKSWAGEN,New Golf Plus,1.4 (80ps),M5,1390,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1428,71.0,99.5,56.6,51.6,,,
VOLKSWAGEN,Scirocco,1.4 TSI (160ps),M6,1390,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1428,74.0,354.0,43.6,37.3,,,
VOLKSWAGEN,Tiguan,2.0 TDI CR (140ps) 2WD with DPF,M6,1968,Diesel,7.6,5.3,6.2,37.2,53.3,45.6,155,1352,75.0,362.5,,112.0,140.6,0.060,
VOLKSWAGEN,Passat Saloon,1.4 TSI (122ps),M6,1390,Petrol,8.7,5.4,6.7,32.5,52.3,42.2,155,1448,72.0,246.9,34.9,26.2,,,
VOLKSWAGEN,Tiguan,1.4 TSI (150ps) BlueMotion Technology,M6,1390,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1448,72.0,437.0,45.0,35.0,,,
VOLKSWAGEN,Golf,1.6 (102ps) SRE 7speed DSG,D7,1595,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,157,1448,70.0,351.5,35.4,24.4,,,
VOLKSWAGEN,Passat Saloon,2.0 TDI (140ps) DSG,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,133.8,0.170,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (140ps) 4MOTION,QM6,1968,Diesel,7.9,4.9,6.0,35.8,57.6,47.1,158,1309,71.0,402.5,,141.7,174.0,0.290,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (140ps) DSG with DPF,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,133.8,0.170,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) DSG,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,130.2,0.170,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) DSG GT,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,130.2,0.170,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) DSG with DPF ,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,130.2,0.170,
VOLKSWAGEN,Passat CC,2.0 CR TDI (140ps) DSG GT with DPF,D6,1968,Diesel,7.8,5.0,6.0,36.2,56.5,47.1,158,1309,68.0,189.4,,116.8,130.2,0.170,
VOLKSWAGEN,Passat Estate,1.4 TSI (122ps),M6,1390,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,158,1472,72.0,246.9,34.9,26.2,,,
VOLKSWAGEN,Eos,2.0 CR TDI (140ps) DSG with DPF ,D6,1968,Diesel,7.9,5.0,6.1,35.8,56.5,46.3,159,1331,69.0,115.6,,129.3,145.5,1.540,
VOLKSWAGEN,Passat Saloon,2.0 TDI (170ps) DSG SEL with DPF,D6,1968,Diesel,7.8,5.1,6.1,36.2,55.4,46.3,159,1331,69.0,118.1,,158.9,172.5,0.000,
VOLKSWAGEN,Passat Saloon,2.0 CR TDI (170ps) DSG,D6,1968,Diesel,7.8,5.1,6.1,36.2,55.4,46.3,159,1331,69.0,118.1,,158.9,172.5,0.000,
VOLKSWAGEN,Passat Estate,2.0 TDI (140ps) DSG,D6,1968,Diesel,7.9,5.0,6.1,35.8,56.5,46.3,159,1331,68.0,189.4,,116.8,133.8,0.170,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (140ps) DSG with DPF,D6,1968,Diesel,7.9,5.0,6.1,35.8,56.5,46.3,159,1331,68.0,189.4,,116.8,133.8,0.170,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (140ps) 4MOTION,QM6,1968,Diesel,7.7,5.1,6.1,36.7,55.4,46.3,159,1331,71.0,402.5,,141.7,174.0,0.290,
VOLKSWAGEN,Passat CC,2.0 CR TDI (170ps) DSG GT,D6,1968,Diesel,7.8,5.1,6.1,36.2,55.4,46.3,159,1331,69.0,118.1,,158.9,172.5,0.000,
VOLKSWAGEN,Passat CC,2.0 TDI CR (170ps) DSG GT with DPF,D6,1968,Diesel,7.8,5.1,6.1,36.2,55.4,46.3,159,1331,69.0,118.1,,158.9,172.5,0.000,
VOLKSWAGEN,Eos,1.4 TSI (160ps),M6,1390,Petrol,8.6,5.7,6.8,32.8,49.6,41.5,159,1472,72.0,295.9,35.8,29.2,,,
VOLKSWAGEN,Touran,1.4 TSI (140ps) DSG,D7,1390,Petrol,8.4,6.0,6.9,33.6,47.1,40.9,159,1494,70.0,376.7,54.8,46.7,,,
VOLKSWAGEN,Passat Estate,2.0 CR TDI (170ps) DSG,D6,1968,Diesel,8.0,5.2,6.2,35.3,54.6,45.6,163,1352,69.0,118.1,,158.9,172.5,0.000,
VOLKSWAGEN,Passat Estate,2.0 TDI CR (170ps) DSG with DPF,D6,1968,Diesel,8.0,5.2,6.2,35.3,54.3,45.6,163,1352,69.0,118.1,,158.9,172.5,0.000,
