Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
SEAT,Leon,1.6 16V (105 PS),M5,1598,Petrol,9.4,5.6,7.0,30.1,50.4,40.4,168,486,IV,71.0,0.3,,0.1,0.0,,29 May 2003,
SEAT,Leon,1.4 16V (75 PS) up to December 2002,M5,1390,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,163,473,IV,72.0,0.1,,0.0,0.1,,29 May 2003,
SEAT,Leon,1.6 16V (105 PS) up to December 2002,M5,1598,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,170,493,IV,71.0,0.4,,0.1,0.0,,29 May 2003,
SEAT,Leon,1.8 Cupra 20V T (180 PS),M6,1781,Petrol,11.8,6.6,8.5,23.9,42.8,33.2,204,592,IV,73.0,0.7,,0.1,0.0,,29 May 2003,
SEAT,Toledo,V5 (170 PS),M5,2324,Petrol,12.5,6.7,8.8,22.6,42.2,32.1,211,612,IV,73.0,0.5,,0.1,0.0,,29 May 2003,
SEAT,Toledo,1.8 20V T (180 PS),M6,1781,Petrol,11.8,6.6,8.5,23.9,42.8,33.2,204,592,IV,73.0,0.7,,0.1,0.0,,22 May 2003,
SEAT,Alhambra,2.0 (115 PS),M6,1984,Petrol,13.0,7.6,9.6,21.7,37.2,29.4,230,668,IV,74.0,0.8,,0.1,0.1,,29 May 2003,
SEAT,Alhambra,1.8 20V Turbo (150 PS),M6,1781,Petrol,13.3,7.6,9.7,21.2,37.2,29.1,233,675,IV,74.0,0.5,,0.1,0.0,,29 May 2003,
SEAT,Alhambra,1.8 20V Turbo Tiptronic (150 PS),A5,1781,Petrol,14.5,8.4,10.6,19.5,33.6,26.6,254,738,IV,70.0,0.3,,0.1,0.1,,29 May 2003,
SEAT,Alhambra,2.8 V6 Sport (204 PS),M6,2792,Petrol,14.8,8.5,10.8,19.1,33.2,26.2,259,750,IV,73.0,0.3,,0.1,0.1,,29 May 2003,
SKODA,Fabia Estate,Comfort 1.4 MPI (68 bhp),M5,1397,Petrol,9.8,5.6,7.2,28.8,50.4,39.2,173,501,IV,72.0,0.8,,0.1,0.0,,09 April 2002,
SKODA,Fabia Estate,Comfort 1.4 16V (75 bhp),A4,1390,Petrol,10.4,6.0,7.6,27.2,47.1,37.2,182,528,IV,72.0,0.2,,0.1,0.1,,09 April 2002,
SKODA,Fabia Estate,Elegance 2.0 MPI (115 bhp),M5,1984,Petrol,11.0,6.0,7.8,25.7,47.1,36.2,187,543,IV,73.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Estate,Elegance 1.4 16V (100 bhp),M5,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,170,493,IV,73.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Estate,Classic 1.4 MPI (68 bhp),M5,1397,Petrol,9.8,5.6,7.2,28.8,50.4,39.2,173,501,IV,72.0,0.8,,0.1,0.0,,09 April 2002,
SKODA,Fabia Estate,Comfort 1.4 16V (100 bhp),M5,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,170,493,IV,73.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Estate,Elegance 1.4 16V (75 bhp),A4,1390,Petrol,10.4,6.0,7.6,27.2,47.1,37.2,182,528,IV,72.0,0.2,,0.1,0.1,,09 April 2002,
SKODA,Fabia Estate,Classic 1.2 12V (64 bhp),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,74.0,0.1,,0.1,0.0,,21 May 2003,
SKODA,Fabia Estate,Comfort 1.2 12V (64 bhp),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,74.0,0.1,,0.1,0.0,,21 May 2003,
SKODA,Fabia Hatch,Classic 1.4 16V (75 bhp),A4,1390,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,521,IV,72.0,0.2,,0.1,0.1,,21 May 2003,
SKODA,Fabia Hatch,Comfort 1.2 12V (64 bhp),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,74.0,0.1,,0.1,0.0,,21 May 2003,
SKODA,Fabia Hatch,Classic 1.2 (54 bhp),M5,1198,Petrol,7.9,4.8,6.0,35.8,58.9,47.1,144,417,IV,71.0,0.5,,0.0,0.0,,21 May 2003,
SKODA,Fabia Hatch,Classic 1.2 12V (64 bhp),M5,1198,Petrol,7.7,5.1,6.0,36.7,55.4,47.1,144,417,IV,74.0,0.1,,0.1,0.0,,21 May 2003,
SKODA,Fabia Hatch,Comfort 1.4 16V  (100 bhp),M5,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,170,493,IV,73.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Hatch,Comfort 1.4 16V (75 bhp),A4,1390,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,521,IV,72.0,0.2,,0.1,0.1,,09 April 2002,
SKODA,Fabia Hatch,Elegance 1.4 16V (75 bhp),A4,1390,Petrol,10.3,5.9,7.5,27.4,47.9,37.7,180,521,IV,72.0,0.2,,0.1,0.1,,09 April 2002,
SKODA,Fabia Hatch,Elegance 1.4 16V (100 bhp),M5,1390,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,170,493,IV,73.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Hatch,Elegance 2.0 MPI (115 bhp),M5,1984,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,185,535,IV,74.0,0.6,,0.1,0.0,,09 April 2002,
SKODA,Fabia Saloon,1.4 16V (100 bhp) (From September 2002),M5,1390,Petrol,9.0,5.4,6.7,31.4,52.3,42.2,161,465,IV,73.0,0.3,,0.1,0.0,,29 May 2003,
SKODA,Octavia Estate,vRS 1.8 20V Turbo (180 bhp),M5,1781,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,192,556,IV,72.0,0.8,,0.1,0.0,,21 May 2003,
SKODA,Octavia Estate,Elegance 1.8 20V Turbo (150 bhp),A4,1781,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,71.0,0.8,,0.1,0.0,,19 March 2003,
SKODA,Octavia Estate,Ambiente 1.6 MPI (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,173,501,IV,72.0,0.7,,0.1,0.0,,10 February 2003,
SKODA,Octavia Estate,Laurin & Klement 1.8 20V Turbo (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.7,,0.1,0.0,,21 May 2003,
SKODA,Octavia Estate,Elegance 1.8 20V Turbo (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.7,,0.1,0.0,,19 March 2003,
SKODA,Octavia Estate,Classic 1.6 MPI (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,173,501,IV,72.0,0.7,,0.1,0.0,,09 April 2002,
SKODA,Octavia Estate,Ambiente 2.0 MPI (115 bhp)(From Jan 02),A4,1984,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,72.0,0.4,,0.0,0.0,,09 April 2002,
SKODA,Octavia Estate,Elegance 2.0 MPI (115 bhp)(From Jan 02),A4,1984,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,72.0,0.4,,0.0,0.0,,09 April 2002,
SKODA,Octavia Estate,Ambiente 2.0 MPI (115 bhp)(From Jan 02),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.2,,0.0,0.0,,09 April 2002,
SKODA,Octavia Estate,Elegance 2.0 MPI (115 bhp)(From Jan 02),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.2,,0.0,0.0,,09 April 2002,
SKODA,Octavia Estate,Laurin & Klement 1.8 20V Turbo (150 bhp),A4,1781,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,71.0,0.8,,0.1,0.0,,21 May 2003,
SKODA,Octavia Hatch,Classic 1.6 MPI (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,173,501,IV,72.0,0.7,,0.1,0.0,,10 February 2003,
SKODA,Octavia Hatch,Elegance 2.0 MPI (115 bhp)(From Jan 02),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.2,,0.0,0.0,,09 April 2002,
SKODA,Octavia Hatch,Elegance 1.8 20V Turbo (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.7,,0.1,0.0,,19 March 2003,
SKODA,Octavia Hatch,Elegance 2.0 MPI (115 bhp)(From Jan 02),A4,1984,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,221,640,IV,72.0,0.4,,0.0,0.0,,09 April 2002,
SKODA,Octavia Hatch,Laurin & Klement 1.8 20V Turbo (150 bhp),M5,1781,Petrol,10.8,6.3,8.0,26.2,44.8,35.3,192,556,IV,71.0,0.7,,0.1,0.0,,19 March 2003,
SKODA,Octavia Hatch,Laurin & Klement 1.8 20V Turbo (150 bhp),A4,1781,Petrol,12.9,7.0,9.1,21.9,40.4,31.0,218,634,IV,71.0,0.8,,0.1,0.0,,19 March 2003,
SKODA,Octavia Hatch,Classic 1.4 MPI 16V (75 bhp)(available from Jan 02),M5,1390,Petrol,9.1,5.5,6.8,31.0,51.4,41.5,163,473,IV,71.0,0.2,,0.1,0.1,,10 February 2003,
SKODA,Octavia Hatch,Ambiente 1.6 MPI (102 bhp),M5,1595,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,173,501,IV,72.0,0.7,,0.1,0.0,,10 February 2003,
SKODA,Octavia Hatch,Elegance 1.8 20V Turbo (150 bhp),A4,1781,Petrol,12.9,7.0,9.1,21.9,40.4,31.0,218,634,IV,71.0,0.8,,0.1,0.0,,19 March 2003,
SKODA,Octavia Hatch,vRS 1.8 20V Turbo (180 bhp),M5,1781,Petrol,10.8,6.4,8.0,26.2,44.1,35.3,192,556,IV,72.0,0.8,,0.1,0.0,,21 May 2003,
SKODA,Octavia Hatch,Ambiente 2.0 MPI (115 bhp)(available from Jan 02),M5,1984,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,194,563,IV,72.0,0.2,,0.0,0.0,,10 February 2003,
SKODA,Superb,Elegance 2.8 V6 (193 bhp) (From May 2002),M5,2771,Petrol,14.1,7.2,9.7,20.0,39.2,29.1,233,675,IV,73.0,0.4,,0.0,0.0,,21 February 2003,
SKODA,Superb,Elegance 2.8 V6 (193 bhp) (From May 2002),A5,2771,Petrol,15.6,7.4,10.4,18.1,38.2,27.2,250,722,IV,73.0,0.4,,0.0,0.0,,21 February 2003,
SKODA,Superb,Classic 2.0 115 (bhp) ,M5,1984,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,206,599,IV,73.0,0.3,,0.0,0.0,,09 April 2002,
SKODA,Superb,Comfort 1.8 T 150 (bhp) ,M5,1781,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,199,578,IV,72.0,0.4,,0.0,0.0,,20 February 2003,
SKODA,Superb,Classic 1.8 T (150 bhp),M5,1781,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,199,578,IV,72.0,0.4,,0.0,0.0,,21 May 2003,
TOYOTA,Yaris,1.5 VVT-i 3 door,M5,1497,Petrol,8.7,5.7,6.8,32.5,49.6,41.4,162,474,IV,72.7,0.6,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.5 VVT-i 5 door,M5,1497,Petrol,8.9,5.8,7.0,31.7,48.7,40.4,165,486,IV,72.7,0.6,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.3 VVT-i Except T-Spirit,M5,1299,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,133,390,IV,70.8,0.7,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.3 VVT-i,A4,1299,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,150,438,IV,70.2,0.7,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,Verso 1.3 VVT-i,M5,1299,Petrol,8.0,5.5,6.4,35.3,51.4,44.1,154,445,IV,69.4,0.4,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,Verso 1.3 VVT-i,A4,1299,Petrol,8.9,5.8,6.9,31.7,48.7,40.9,165,480,IV,68.9,0.2,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.0 VVT-i,M5,998,Petrol,6.8,4.9,5.6,41.5,57.6,50.4,134,390,IV,69.8,0.3,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.0 VVT-i,SAT5,998,Petrol,6.4,4.9,5.4,44.1,57.6,52.3,129,376,IV,69.6,0.5,,0.1,0.0,,08 April 2003,
TOYOTA,Yaris,1.3 VVT-i T-Spirit,M5,1299,Petrol,7.2,5.0,5.8,39.2,56.5,48.7,138,403,IV,70.8,0.8,,0.1,0.0,,08 April 2003,
TOYOTA,Corolla,1.4 VVT-i 3 & 5 door,M5,1398,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,159,465,IV,70.0,0.5,0.2,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,1.6 VVT-i 3 & 5 door,M5,1598,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,168,486,IV,71.0,0.6,0.2,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,1.6 VVT-i 3 & 5 door,A4,1598,Petrol,10.6,6.4,7.9,26.6,44.1,35.8,190,549,IV,70.0,0.5,0.2,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,1.8 VVT-i 3 & 5 door,M6,1796,Petrol,11.1,6.7,8.3,25.4,42.2,34.0,198,578,IV,72.0,1.2,,0.1,0.1,,13 January 2003,
TOYOTA,Corolla,1.4 VVT-i 4-door,M5,1398,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,159,465,IV,70.0,0.5,0.2,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,1.6 VVT-i 4-door,M5,1598,Petrol,9.0,5.9,7.0,31.4,47.9,40.4,168,486,IV,70.0,0.6,0.2,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,1.6 VVT-i 4-door,A4,1598,Petrol,10.5,6.3,7.8,26.9,44.8,36.2,188,543,IV,70.0,0.5,0.5,0.1,0.0,0.0,10 April 2002,
TOYOTA,Corolla,1.6 VVT-i Estate,M5,1598,Petrol,9.2,6.0,7.2,30.7,47.1,39.2,172,501,IV,71.0,0.6,,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,Verso 1.6 VVT-i,M5,1598,Petrol,9.4,6.2,7.3,30.1,45.6,38.7,174,507,IV,70.0,0.6,,0.1,0.0,,10 April 2002,
TOYOTA,Corolla,Verso 1.8 VVT-i,M5,1796,Petrol,10.0,6.3,7.6,28.2,44.8,37.2,181,528,IV,72.0,0.7,,0.1,0.1,,10 April 2002,
TOYOTA,Corolla,Verso 1.8 VVT-i,A4,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,195,571,IV,69.0,0.7,,0.2,0.1,,10 April 2002,
TOYOTA,Prius,1.5 VVT-i Hybrid,Electric,1497,Pet Hybrid,5.9,4.6,5.1,47.9,61.4,55.4,120,0,IV,71.0,0.6,,0.1,0.1,,25 April 2002,
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,M5,1794,Petrol,9.4,5.8,7.2,30.1,48.7,39.2,171,501,IV,73.0,0.5,,0.0,0.1,,13 January 2003,
TOYOTA,Avensis,1.8 VVT-i Saloon/Hatchback,A4,1794,Petrol,10.3,6.3,7.7,27.4,44.8,36.7,187,535,IV,71.0,0.5,,0.0,0.0,,13 January 2003,
TOYOTA,Avensis,1.8 VVT-i Tourer,M5,1794,Petrol,9.4,5.8,7.2,30.1,48.7,39.2,172,501,IV,73.0,0.5,,0.0,0.1,,20 February 2003,
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,M5,1998,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,191,563,IV,72.0,0.5,,0.1,0.0,,13 January 2003,
TOYOTA,Avensis,2.0 VVT-i Saloon/Hatchback,A4,1998,Petrol,12.8,7.2,9.2,22.1,39.2,30.7,221,640,IV,71.0,0.4,,0.1,0.0,,13 January 2003,
TOYOTA,Avensis,2.0 VVT-i Tourer,M5,1998,Petrol,10.7,6.6,8.1,26.4,42.8,34.9,193,563,IV,72.0,0.5,,0.1,0.0,,20 February 2003,
TOYOTA,Avensis,2.0 VVT-i Tourer,A4,1998,Petrol,12.9,7.3,9.4,21.9,38.7,30.1,224,652,IV,71.0,0.4,,0.1,0.0,,20 February 2003,
TOYOTA,Avensis,2.0 D4-D Saloon/Hatchback,M5,1995,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,155,420,IV,72.0,0.1,0.2,,0.2,0.0,17 January 2003,
TOYOTA,Avensis,2.0 D4-D Tourer,M5,1995,Diesel,7.7,5.1,6.0,36.7,55.4,47.1,158,434,IV,72.0,0.1,0.2,,0.2,0.0,20 February 2003,
TOYOTA,Previa,2.4 VVT-i ,M5,2362,Petrol,12.1,7.9,9.4,23.3,35.8,30.1,226,652,IV,73.5,0.3,,0.0,0.0,,23 May 2003,
TOYOTA,Previa,2.4 VVT-i ,A4,2362,Petrol,14.5,8.7,10.8,19.5,32.5,26.2,259,750,IV,74.0,0.1,,0.0,0.0,,23 May 2003,
VAUXHALL,"Agila, Model Year 2001",1.0i 12v,M5,973,Petrol,7.5,5.6,6.3,37.7,50.4,44.8,151,438,IV,72.0,0.4,0.1,0.1,0.1,,01 July 2001,
VAUXHALL,"Agila, Model Year 2001",1.2i 16v,M5,1199,Petrol,8.0,5.7,6.5,35.3,49.6,43.5,156,451,IV,73.0,0.3,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i Hatch/Saloon,M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.7,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i 3 door Hatch,A4,1598,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,195,563,IV,71.0,0.4,0.1,0.0,0.0,,11 December 2002,
VAUXHALL,"Astra, Model Year 2001",1.6i 5 door Hatch/Saloon,A4,1598,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,197,571,IV,71.0,0.4,0.1,0.0,0.0,,11 December 2002,
VAUXHALL,"Astra, Model Year 2001",1.6i Estate,M5,1598,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,175,507,IV,72.0,0.7,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i Estate,A4,1598,Petrol,11.4,6.6,8.4,24.8,42.8,33.6,201,584,IV,71.0,0.4,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.4i 16v Hatch,M5,1389,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,173,501,IV,73.0,0.2,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.4i 16v Estate,M5,1389,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,180,521,IV,73.0,0.2,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i 16v 3 door Hatch,M5,1598,Petrol,9.5,5.5,7.0,29.7,51.4,40.4,168,486,IV,72.0,0.5,0.1,0.0,0.0,,11 December 2002,
VAUXHALL,"Astra, Model Year 2001",1.6i 16v 5 door Hatch/Saloon,M5,1598,Petrol,9.6,5.6,7.1,29.4,50.4,39.8,171,493,IV,72.0,0.7,0.1,0.1,0.0,,11 December 2002,
VAUXHALL,"Astra, Model Year 2001",1.6i 16v Hatch/Saloon,A4,1598,Petrol,10.6,6.0,7.7,26.6,47.1,36.7,185,535,IV,72.0,0.3,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i 16v Estate,M5,1598,Petrol,9.7,5.8,7.2,29.1,48.7,39.2,172,501,IV,72.0,0.2,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.6i 16v Estate,A4,1598,Petrol,10.7,6.2,7.9,26.4,45.6,35.8,190,549,IV,72.0,0.3,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.8i 16v Hatch/Saloon,M5,1796,Petrol,11.0,6.0,7.8,25.7,47.1,36.2,187,543,IV,73.0,0.6,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.8i 16v Hatch/Saloon,A4,1796,Petrol,12.0,6.6,8.6,23.5,42.8,32.8,207,599,IV,71.0,0.5,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.8i 16v Estate,M5,1796,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,73.0,0.6,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",1.8i 16v Estate,A4,1796,Petrol,12.1,6.8,8.8,23.3,41.5,32.1,211,612,IV,71.0,0.5,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra, Model Year 2001",2.2i 16v Hatch,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.8,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra Coupé, Model Year 2001",1.8i 16v,M5,1796,Petrol,11.0,6.0,7.8,25.7,47.1,36.2,187,543,IV,73.0,0.6,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra Coupé, Model Year 2001",2.0i 16v turbo,M5,1998,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,620,IV,74.0,0.6,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra Coupé, Model Year 2001",2.2i 16v,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.8,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Astra Coupé, Model Year 2001",2.2i 16v,A4,2198,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,207,599,IV,73.0,0.5,0.1,0.1,0.1,,01 July 2001,
VAUXHALL,"Omega, Model Year 2001",2.2i 16v Saloon,M5,2198,Petrol,14.0,7.1,9.6,20.2,39.8,29.4,231,668,IV,74.0,0.4,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Omega, Model Year 2001",2.2i 16v Estate,M5,2198,Petrol,14.1,7.3,9.8,20.0,38.7,28.8,236,682,IV,74.0,0.4,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.6i 16v Hatch/Saloon,M5,1598,Petrol,9.8,5.6,7.1,28.8,50.4,39.8,171,493,IV,72.0,0.3,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.6i 16v Hatch/Saloon,A4,1598,Petrol,11.3,6.2,8.1,25.0,45.6,34.9,195,563,IV,71.0,0.4,0.1,0.0,0.1,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Hatch/Saloon (exc. SXi/SRi),M5,1798,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,183,528,IV,72.0,0.8,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Hatch/Saloon SXi/SRi,M5,1798,Petrol,11.0,6.0,7.8,25.7,47.1,36.2,187,543,IV,72.0,0.5,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Hatch/Saloon,A4,1798,Petrol,12.1,6.6,8.6,23.3,42.8,32.8,207,599,IV,72.0,0.7,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate  (exc. SXi/SRi),M5,1798,Petrol,10.8,6.0,7.8,26.2,47.1,36.2,187,543,IV,72.0,0.8,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate SXi/SRi,M5,1798,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,72.0,0.5,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",1.8i 16v Estate,A4,1798,Petrol,12.2,6.8,8.8,23.2,41.5,32.1,211,612,IV,72.0,0.7,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,73.0,0.9,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Hatch/Saloon,A4,2198,Petrol,13.1,6.8,9.1,21.6,41.5,31.8,219,618,IV,73.0,0.4,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,M5,2198,Petrol,12.1,6.5,8.6,23.3,43.5,32.8,207,599,IV,73.0,0.9,0.1,0.1,0.0,,01 July 2001,
VAUXHALL,"Vectra, Model Year 2001",2.2i 16v Estate,A4,2198,Petrol,13.2,7.0,9.3,21.4,40.4,30.4,224,646,IV,73.0,0.5,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"VX220, Model Year 2001",VX220,M5,2198,Petrol,12.3,6.4,8.5,23.0,44.0,33.3,205,590,IV,74.0,0.4,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,M5,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,74.0,0.8,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Zafira, Model Year 2001",2.2i 16v,A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,661,IV,73.0,0.6,0.1,0.1,0.1,,01 July 2001,
VAUXHALL,"Zafira, Model Year 2001",1.6i 16v,M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,549,IV,73.0,0.2,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,599,IV,73.0,0.6,0.0,0.0,0.0,,01 July 2001,
VAUXHALL,"Zafira, Model Year 2001",1.8i 16v,A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,0.1,0.0,0.0,,01 July 2001,
VAUXHALL,"VX220, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.3,6.4,8.5,23.0,44.1,33.2,205,592,IV,73.0,0.4,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Coupe, Model Year 2002",1.8i 16v,M5,1796,Petrol,11.0,6.1,7.9,25.7,46.3,35.8,190,549,IV,73.0,0.6,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Coupe, Model Year 2002",2.0i 16v turbo,M5,1998,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,620,IV,73.0,0.2,,0.1,0.0,,29 April 2002,
VAUXHALL,"Astra Coupe, Model Year 2002",2.2i 16v,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.8,,0.0,0.0,,29 April 2002,
VAUXHALL,"Astra Coupe, Model Year 2002",2.2i 16v,A4,2198,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,207,599,IV,73.0,0.6,,0.1,0.1,,29 April 2002,
