Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates,Date of change,
VAUXHALL,"Astra, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0TGF4835127271,A4,1796,Petrol,11.7,6.3,8.3,24.1,44.8,34.0,199,578,IV,71.0,0.5,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Hatchback From VIN: W0L0TGF4835000000,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra, Model Year 2003",2.2 16v 5 Door Hatchback From VIN:W0L0TGF4835000000,A4,2198,Petrol,11.7,6.6,8.5,24.1,42.8,33.2,204,592,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Zafira, Model Year 2003",1.6 16v 5 Door Estate,M5,1598,LPG,13.5,8.9,10.6,20.9,31.7,26.7,172,368,IV,73.0,0.4,,0.0,0.0,,19 March 2003,
VAUXHALL,"Zafira, Model Year 2003",1.8 16v 5 Door Estate,M5,1796,LPG,15.4,9.1,11.4,18.4,31.1,24.8,184,396,IV,73.0,0.9,,0.0,0.0,,19 March 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Design 5 Door Estate, From VIN: W0L0TGF7532157402",A4,1796,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,208,604,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Elegance 5 Door Estate, From VIN: W0L0TGF7532000000",A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.0 16v GSI 5 Door Estate, From VIN: W0L0TGF7532157402",M5,1998,Petrol,13.1,7.2,9.4,21.6,39.2,30.1,225,652,IV,74.0,0.4,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.0 16v 5 Door Estate, From VIN: W0L0TGF7532000000",M5,1998,Petrol,13.8,7.9,10.1,20.5,35.8,28.0,243,701,IV,74.0,0.4,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.2 16v 5 Door Estate, From VIN: W0L0TGF7532000000",A4,2198,Petrol,13.1,7.4,9.5,21.6,38.2,29.7,228,661,IV,73.0,0.3,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.6 16v 5 Door Estate, From VIN: W0L0TGF7532000000",M5,1598,Petrol,10.3,6.5,7.9,27.4,43.5,35.8,190,549,IV,73.0,0.2,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.6 16v 5 Door Estate, From VIN: W0L0TGF7532157402",M5,1598,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,180,521,IV,73.0,0.2,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Club 5 Door Estate, From VIN: W0L0TGF7532000000",A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Club 5 Door Estate, From VIN: W0L0TGF7532157402",A4,1796,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,208,604,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Design 5 Door Estate, From VIN: W0L0TGF7532000000",A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Elegance 5 Door Estate, From VIN: W0L0TGF7532157402",A4,1796,Petrol,11.9,6.8,8.7,23.7,41.5,32.5,208,604,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v Com 5 Door Estate, From VIN: W0L0TGF7532000000",A4,1796,Petrol,12.4,7.2,9.1,22.8,39.2,31.0,219,634,IV,71.0,0.5,0.1,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v 5 Door Estate, From VIN: W0L0TGF7532000000",M5,1796,Petrol,11.4,6.9,8.6,24.8,40.9,32.8,207,599,IV,73.0,0.6,0.0,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v 5 Door Estate, From VIN: W0L0TGF7532157402",M5,1796,Petrol,11.0,6.5,8.2,25.7,43.5,34.4,196,571,IV,73.0,0.6,0.0,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","1.8 16v 5 Door Estate, From VIN: W0L0TGF7532157402",M5,1796,Petrol,11.0,6.5,8.2,25.7,43.5,34.4,196,571,IV,73.0,0.6,0.0,0.0,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.0 16v GSI 5 Door Estate, From VIN: W0L0TGF7532000000",M5,1998,Petrol,13.8,7.9,10.1,20.5,35.8,38.0,243,517,IV,74.0,0.4,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.2 16v 5 Door Estate, From VIN: W0L0TGF7532157402",A4,2198,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,620,IV,73.0,0.3,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.2 16v 5 Door Estate, From VIN: W0L0TGF7532000000",M5,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,74.0,0.5,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Zafira, Model Year 2003","2.2 16v  5 Door Estate, From VIN: W0L0TGF7532157402",M5,2198,Petrol,11.8,6.6,8.5,23.9,42.8,33.2,204,592,IV,74.0,0.5,0.1,0.1,0.0,,08 May 2003,
VAUXHALL,"Agila, Model Year 2003","1.0 12v 5 Door MPC, From VIN: W0L0HAF683000001",M5,973,Petrol,7.7,5.6,6.4,36.7,50.4,44.1,154,445,IV,72.0,0.4,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Agila, Model Year 2003","1.0 12v 5 Door MPC, From VIN: W0L0HAF683G031960",M5,973,Petrol,7.3,5.2,6.0,38.7,54.3,47.1,144,417,IV,72.0,0.4,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Agila, Model Year 2003","1.2 16v 5 Door MPC, From VIN: W0L0HAF683G000001",M5,1199,Petrol,8.0,5.7,6.5,35.3,49.6,43.5,156,451,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Agila, Model Year 2003","1.2 16v 5 Door MPC, From VIN: W0L0HAF683G031960",M5,1199,Petrol,7.8,5.5,6.3,36.2,51.4,44.8,151,438,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,1199,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,424,IV,72.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v GLS 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,1199,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,151,438,IV,71.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,973,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,135,390,IV,71.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 3 Door Hatchback From VIN: W0L0XCF0834139396,M5,973,Petrol,7.1,4.6,5.5,39.8,61.4,51.4,131,382,IV,71.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 5 Door Hatchback From VIN: W0L0XCF6834000001,M5,973,Petrol,7.2,4.7,5.6,39.2,60.1,50.4,135,390,IV,71.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,973,Petrol,7.1,4.6,5.5,39.8,61.4,51.4,131,382,IV,71.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v Eco 3 Door Hatchback From VIN: W0L0XCF0834000001,MTA,973,Petrol,6.5,4.0,4.9,43.5,70.6,57.6,118,341,IV,71.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 3 Door Hatchback From VIN: W0L0XCF0834000001,MTA,973,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,132,382,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 3 Door Hatchback From VIN: W0L0XCF0834139396,MTA,973,Petrol,6.8,4.6,5.4,41.5,61.4,52.3,129,376,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 5 Door Hatchback From VIN: W0L0XCF6834000001,MTA,973,Petrol,6.9,4.7,5.5,40.9,60.1,51.4,132,382,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.0 12v 5 Door Hatchback From VIN: W0L0XCF6834139399,MTA,973,Petrol,6.8,4.6,5.4,41.5,61.4,52.3,129,376,IV,72.0,0.4,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,1199,Petrol,8.4,5.3,6.4,33.6,53.3,44.1,154,445,IV,72.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 5 Door Hatchback From VIN: W0L0XCF6834000001,M5,1199,Petrol,8.4,5.3,6.4,33.6,53.3,44.1,154,445,IV,72.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v GLS 3 Door Hatchback From VIN: W0L0XCF0834139396,M5,1199,Petrol,7.9,4.9,6.0,35.8,57.6,47.1,143,417,IV,71.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 3 Door Hatchback From VIN: W0L0XCF0834000001,MTA,1199,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,149,431,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 5 Door Hatchback From VIN: W0L0XCF6834139399,MTA,1199,Petrol,7.8,5.0,6.0,36.2,56.5,47.1,144,417,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 3 Door Hatchback From VIN: W0L0XCF0834000001,A4,1389,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,188,543,IV,72.0,0.3,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0XCF6834000001,A4,1389,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,190,549,IV,72.0,0.3,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,1389,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,501,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v SRI 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,1389,Petrol,9.6,5.5,7.0,29.4,51.4,40.4,168,486,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.8 16v 3 Door Hatchback From VIN: W0L0XCF0834139396,M5,1796,Petrol,11.0,5.8,7.7,25.7,48.7,36.7,185,535,IV,74.0,0.7,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0XCF6834000001,M5,1796,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,190,549,IV,74.0,0.7,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v GLS 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,1199,Petrol,7.9,4.9,6.0,35.8,57.6,47.1,143,417,IV,71.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 3 Door Hatchback From VIN: W0L0XCF0834139396,A4,1389,Petrol,10.3,5.7,7.4,27.4,49.6,38.2,178,514,IV,72.0,0.3,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v GLS 5 Door Hatchback From VIN: W0L0XCF6834000001,M5,1199,Petrol,8.2,5.2,6.3,34.4,54.3,44.8,151,438,IV,71.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 5 Door Hatchback Form VIN: W0L0XCF6834000001,MTA,1199,Petrol,8.0,5.2,6.2,35.3,54.3,45.6,149,431,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0XCF6834139399,A4,1389,Petrol,10.4,5.8,7.5,27.2,48.7,37.7,180,521,IV,72.0,0.3,0.1,0.1,0.1,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 3 Door Hatchback From VIN: W0L0XCF0834139396,M5,1389,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,163,473,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0XCF6834000001,M5,1389,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,173,501,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,1389,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,163,473,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.4 16v SRI 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,1389,Petrol,9.6,5.5,7.0,29.4,51.4,40.4,168,486,IV,72.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.8 16v 3 Door Hatchback From VIN: W0L0XCF0834000001,M5,1796,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,190,549,IV,74.0,0.7,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.8 16v 5 Door Hatchback From VIN: W0L0XCF6834139399,M5,1796,Petrol,11.0,5.8,7.7,25.7,48.7,36.7,185,535,IV,74.0,0.7,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 3 Door Hatchback From VIN: W0L0XCF0834139396,M5,1199,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,146,424,IV,72.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Corsa, Model Year 2003",1.2 16v 3 Door Hatchback From VIN: W0L0XCF0834139396,MTA,1199,Petrol,7.8,5.0,6.0,36.2,56.5,47.1,144,417,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",1.8 16v 2 Door From VIN: W0L0TGF673B000001,M5,1796,Petrol,11.1,6.2,8.0,25.4,45.6,35.3,192,556,IV,73.0,0.6,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",1.8 16v 2 Door From VIN: W0L0TGF673B007562,M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,73.0,0.5,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.0 16v 2 Door From VIN: W0L0TGF673B000001,M5,1998,Petrol,12.8,7.0,9.1,22.1,40.4,31.0,219,634,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.0 16v 2 Door From VIN: W0L0TGF673B007562,M5,1998,Petrol,12.5,6.8,8.9,22.6,41.5,31.7,214,620,IV,73.0,0.2,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.2 16v 2 Door From VIN: W0L0TGF673B007562,A4,2198,Petrol,12.0,6.8,8.7,23.5,41.5,32.5,209,604,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.2 16v Bertone 2 Door From VIN: W0L0TGF673B000001,M5,2198,Petrol,12.0,6.3,8.4,23.5,44.8,33.6,202,584,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003","2.2 16v Linea Rossa 2 Door, From VIN: W0L0TGF673B000001",M5,2198,Petrol,12.3,6.6,8.7,23.0,42.8,32.5,209,604,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.2 16v Edition 100 2 Door From VIN: W0L0TGF673B007562,M5,2198,Petrol,11.8,6.1,8.2,23.9,46.3,34.4,187,571,IV,74.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Astra Convertible, Model Year 2003",2.2 16v 2 Door From VIN: W0L0TGF673B000001,A4,2198,Petrol,12.2,7.0,8.9,23.2,40.4,31.7,214,620,IV,73.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"VX220, Model Year 2003","2.0 16v 2 Door Convertible, From VIN: W0L0EBR973N000001",M5,1998,Petrol,11.9,6.5,8.5,23.7,43.5,33.2,202,592,IV,75.0,0.3,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF68380000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v SRI 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838056497 ",M5,2198,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,571,IV,73.0,0.5,0.1,0.1,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,2198,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,599,IV,73.0,0.5,0.1,0.1,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v Elegance 5 Door Hatchback, From VIN: W0L0ZCF6838056497 ",M5,2198,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,571,IV,73.0,0.5,0.1,0.1,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003"," 2.2 16v SRI 5 Door Hatchback, From VIN: W0L0ZCF6838056497 ",M5,2198,Petrol,11.5,6.3,5.2,24.6,44.8,34.3,197,573,IV,73.0,0.5,0.1,0.1,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838056497",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838056497",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838056497",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v SXI 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v LS 5 Door Hatchback, From VIN: W0L0ZCF6838056497",M5,2198,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,571,IV,73.0,0.5,0.5,0.5,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 4 Door Saloon, From VIN: W0L0ZCF6931077952",M5,2198,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,571,IV,73.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v LS 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v LS 5 Door Hatchback, From VIN: W0L0ZCF6838056497",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elegance 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v SRI 5 Door Hatchback, From VIN: W0L0ZCF6838000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elegance 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,2198,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,599,IV,73.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v LS 4 Door Saloon, From VIN: W0L0ZCF6931077952",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v SXI 4 Door Saloon, From VIN: W0L0ZCF6931077952",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 4 Door Saloon, From VIN: W0L0ZCF6931000000",A5,2198,Petrol,13.6,6.9,9.4,20.8,40.9,30.1,226,652,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 4 Door Saloon, From VIN: W0L0ZCF6931077952",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elegance 4 Door Saloon, From VIN: W0L0ZCF6931077952",M5,2198,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,197,571,IV,73.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elite 4 Door Saloon, From VIN: W0L0ZCF6931000000",M5,2198,Petrol,11.9,6.7,8.6,23.7,42.2,32.8,206,599,IV,73.0,0.5,0.1,0.1,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v LS 5 Door Hatchback, From VIN: W0L0ZCF6838056497",M5,1796,Petrol,10.4,5.6,7.4,27.2,50.4,38.2,177,514,IV,72.0,0.2,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v Elegance 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,72.0,0.2,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v Elite 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,72.0,0.2,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v SXI 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,1796,Petrol,11.1,6.1,7.9,25.4,46.3,35.8,190,549,IV,72.0,0.6,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v SXI 5 Door Hatchback, From VIN: W0L0ZCF6838056497",M5,1796,Petrol,10.7,5.8,7.6,26.4,48.7,37.2,182,528,IV,72.0,0.6,0.0,0.0,0.0,,09 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v LS 4 Door Saloon, From VIN: W0L0ZCF6931000000",M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,72.0,0.2,0.0,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v LS 4 Door Saloon, From VIN: W0L0ZCF6931077952",M5,1796,Petrol,10.4,5.6,7.4,27.2,50.4,38.2,177,514,IV,72.0,0.2,0.0,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v SRI 5 Door Hatchback, From VIN: W0L0ZCF6838000000",M5,1796,Petrol,11.1,6.1,7.9,25.4,46.3,35.8,190,549,IV,72.0,0.7,0.0,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v Club 4 Door Saloon, From VIN: W0L0ZCF6931000000",M5,1796,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,184,535,IV,72.0,0.2,0.0,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","1.8 16v Club 4 Door Saloon, From VIN: W0L0ZCF6931077952",M5,1796,Petrol,10.4,5.6,7.4,27.2,50.4,38.2,177,514,IV,72.0,0.2,0.0,0.0,0.0,,12 May 2003,
VAUXHALL,"Vectra, Model Year 2003","2.2 16v Elegance 4 Door Saloon, From VIN: W0L0ZCF6931077952",A5,2198,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,223,646,IV,71.0,0.4,0.1,0.0,0.0,,12 May 2003,
