Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
MERCEDES-BENZ,C Class Saloon (F/Lift),C320CDi up to 245 Tyres,M6,2987,Diesel,10.1,5.5,7.2,28,51.4,39.2,190,1308,73,0.216,,0.22,0.252,0.018
MERCEDES-BENZ,C Class Saloon (F/Lift),C320CDi up to 225 Tyres,A7,2987,Diesel,10.1,5.7,7.3,28,49.6,38.7,192,1325,72,0.171,,0.219,0.251,0.02
MERCEDES-BENZ,C Class Saloon (F/Lift),C320CDi up to 245 Tyres,A7,2987,Diesel,10.5,5.9,7.6,26.9,47.9,37.2,201,1378,72,0.171,,0.219,0.251,0.02
MERCEDES-BENZ,C Class Saloon (F/Lift),C350 up to 225 Tyres,M6,3498,Petrol,13.7,7,9.5,20.6,40.4,29.7,227,1653,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Saloon (F/Lift),C350 up to 245 Tyres,M6,3498,Petrol,14,7.3,9.8,20.2,38.7,28.8,234,1705,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Saloon (F/Lift),C350 up to 225 Tyres,A7,3498,Petrol,13.9,7.3,9.7,20.3,38.7,29.1,232,1687,73,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Saloon (F/Lift),C350 up to 245 Tyres,A7,3498,Petrol,14.2,7.6,10,19.9,37.2,28.2,239,1741,73,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Saloon (F/Lift),C55 AMG,A5,5439,Petrol,17.3,8.8,11.9,16.3,32.1,23.7,286,2072,74,0.366,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Estate (F/Lift),C180 Kompressor up to 225 Tyres,M6,1796,Petrol,10.7,6.3,7.9,26.4,44.8,35.8,190,1371,73,0.238,0.037,0.021,0.058,
MERCEDES-BENZ,C Class Estate (F/Lift),C180 Kompressor 245 Tyres,M6,1796,Petrol,11,6.4,8.1,25.7,44.1,34.9,195,1407,73,0.238,0.037,0.021,0.058,
MERCEDES-BENZ,C Class Estate (F/Lift),C180 Kompressor up to 225 Tyres,A5,1796,Petrol,12,6.6,8.5,23.5,42.8,33.2,203,1479,74,0.479,0.059,0.011,0.07,
MERCEDES-BENZ,C Class Estate (F/Lift),C180 Kompressor 245 Tyres,A5,1796,Petrol,12.1,6.7,8.7,23.3,42.2,32.5,206,1511,74,0.479,0.059,0.011,0.07,
MERCEDES-BENZ,C Class Estate (F/Lift),C200 Kompressor up to 225 Tyres,M6,1796,Petrol,10.6,6.4,8,26.7,44.1,35.3,192,1391,74,0.238,0.037,0.021,0.058,
MERCEDES-BENZ,C Class Estate (F/Lift),C200 Kompressor 245 Tyres,M6,1796,Petrol,10.8,6.6,8.2,26.2,42.8,34.4,197,1427,74,0.238,0.037,0.021,0.058,
MERCEDES-BENZ,C Class Estate (F/Lift),C200 Kompressor up to 225 Tyres,A5,1796,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,206,1511,74,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Estate (F/Lift),C200 Kompressor 245 Tyres,A5,1796,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,213,1549,74,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Estate (F/Lift),C200 CDI up to 225 Tyres,M6,2148,Diesel,9.1,5.6,6.8,31,50.4,41.5,180,1236,71,0.043,,0.237,0.251,0.019
MERCEDES-BENZ,C Class Estate (F/Lift),C200 CDI 245 Tyres,M6,2148,Diesel,9.2,5.6,6.9,30.7,50.4,40.9,183,1254,71,0.043,,0.237,0.251,0.019
MERCEDES-BENZ,C Class Estate (F/Lift),C200 CDI up to 225 Tyres,A5,2148,Diesel,9.3,5.9,7.1,30.4,47.9,39.8,188,1288,70,0.091,,0.224,0.243,0.017
MERCEDES-BENZ,C Class Estate (F/Lift),C200 CDI 245 Tyres,A5,2148,Diesel,9.5,6,7.2,29.7,47.1,39.2,190,1308,70,0.091,,0.224,0.243,0.017
MERCEDES-BENZ,C Class Estate (F/Lift),C220 CDI up to 225 Tyres,M6,2148,Diesel,9.2,5.5,6.9,30.7,51.4,40.9,180,1254,73,0.041,,0.243,0.257,0.02
MERCEDES-BENZ,C Class Estate (F/Lift),C220 CDI 245 Tyres,M6,2148,Diesel,9.3,5.6,7,30.4,50.4,40.4,183,1269,73,0.041,,0.243,0.257,0.02
MERCEDES-BENZ,C Class Estate (F/Lift),C220 CDI up to 225 Tyres,A5,2148,Diesel,9.4,6,7.2,30.1,47.1,39.2,190,1308,71,0.076,,0.22,0.236,0.021
MERCEDES-BENZ,C Class Estate (F/Lift),C220 CDI 245 Tyres,A5,2148,Diesel,9.7,6.1,7.3,29.1,46.3,38.7,194,1325,71,0.076,,0.22,0.236,0.021
MERCEDES-BENZ,C Class Estate (F/Lift),C230 up to 225 Tyres,M6,2497,Petrol,13.6,7.2,9.6,20.8,39.2,29.4,229,1670,74,0.335,0.028,0.01,0.038,
MERCEDES-BENZ,C Class Estate (F/Lift),C230 245 Tyres,M6,2497,Petrol,13.9,7.5,9.9,20.3,37.7,28.5,237,1723,74,0.335,0.028,0.01,0.038,
MERCEDES-BENZ,C Class Estate (F/Lift),C230 up to 225 Tyres,A7,2497,Petrol,13.4,7.3,9.5,21.1,38.7,29.7,226,1653,72,0.282,0.058,0.018,0.076,
MERCEDES-BENZ,C Class Estate (F/Lift),C230 245 Tyres,A7,2497,Petrol,13.7,7.6,9.8,20.6,37.2,28.8,233,1705,72,0.282,0.058,0.018,0.076,
MERCEDES-BENZ,C Class Estate (F/Lift),C280 up to 225 Tyres,M6,2997,Petrol,13.8,7.4,9.7,20.5,38.2,29.1,232,1687,73,0.372,0.024,0.012,0.036,
MERCEDES-BENZ,C Class Estate (F/Lift),C280 up to 245 Tyres,M6,2997,Petrol,14.1,7.7,10,20,36.7,28.2,239,1741,73,0.372,0.024,0.012,0.036,
MERCEDES-BENZ,C Class Estate (F/Lift),C280 up to 225 Tyres,A7,2997,Petrol,13.2,7.4,9.6,21.4,28.2,29.4,229,1670,70,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,C Class Estate (F/Lift),C280 up to 245 Tyres,A7,2997,Petrol,13.5,7.7,9.9,20.9,36.7,28.5,236,1723,70,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,C Class Estate (F/Lift),C320CDi up to 225 Tyres,M6,2987,Diesel,10,5.8,7.4,28.2,48.7,38.2,193,1342,73,0.216,,0.22,0.252,0.018
MERCEDES-BENZ,C Class Estate (F/Lift),C320CDi up to 245 Tyres,M6,2987,Diesel,11.1,6.4,8.1,25.5,44.1,34.9,214,1469,73,0.216,,0.22,0.252,0.018
MERCEDES-BENZ,C Class Estate (F/Lift),C320CDi up to 225 Tyres,A7,2987,Diesel,10.5,5.9,7.6,26.9,47.9,37.2,199,1378,72,0.171,,0.219,0.251,0.02
MERCEDES-BENZ,C Class Estate (F/Lift),C320CDi up to 245 Tyres,A7,2987,Diesel,10.9,6.1,7.9,25.9,46.3,35.8,208,1432,72,0.171,,0.219,0.251,0.02
MERCEDES-BENZ,C Class Estate (F/Lift),C350 up to 225 Tyres,M6,3498,Petrol,14,7.4,9.8,20.2,38.2,28.8,234,1705,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Estate (F/Lift),C350 up to 245 Tyres,M6,3498,Petrol,14.3,7.7,10.1,19.8,36.7,28,241,1753,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Estate (F/Lift),C350 up to 225 Tyres,A7,3498,Petrol,14.2,7.8,10.2,19.9,36.2,27.7,245,1772,73,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Estate (F/Lift),C350 up to 245 Tyres,A7,3498,Petrol,14.5,8.1,10.5,19.5,34.9,26.9,252,1825,73,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Estate (F/Lift),C55 AMG,A5,5439,Petrol,17.8,9.2,12.3,15.9,30.7,23,293,2135,72,0.366,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C160K up to 225 Tyres,M6,1796,Petrol,10.5,6,7.6,26.9,47.1,37.2,183,1320,74,0.33,0.044,0.03,0.074,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C160K up to 245 Tyres,M6,1796,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,188,1356,74,0.33,0.044,0.03,0.074,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C160K up to 225 Tyres,A5,1796,Petrol,11.7,6.1,8.2,24.1,46.3,34.4,193,1427,73,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C160K up to 245 Tyres,A5,1796,Petrol,11.9,6.3,8.4,23.7,44.8,33.6,200,1461,73,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C180 Kompressor up to 225 Tyres,M6,1796,Petrol,10.5,6,7.6,26.9,47.1,37.2,183,1320,74,0.453,0.047,0.027,0.074,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C180 Kompressor 245 Tyres,M6,1796,Petrol,10.7,6.1,7.8,26.4,46.3,36.2,188,1356,74,0.453,0.047,0.027,0.074,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C180 Kompressor up to 225 Tyres,A5,1796,Petrol,11.7,6.1,8.2,24.1,46.3,34.4,193,1427,73,0.479,0.059,0.011,0.07,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C180 Kompressor 245 Tyres,A5,1796,Petrol,11.9,6.3,8.4,23.7,44.8,33.6,200,1461,73,0.479,0.059,0.011,0.07,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 Kompressor up to 225 Tyres,M6,1796,Petrol,10.9,6.3,8,25.9,44.8,35.3,192,1391,74,0.286,0.044,0.025,0.069,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 Kompressor 245 Tyres,M6,1796,Petrol,11,6.5,8.2,25.7,43.5,34.4,197,1427,74,0.286,0.044,0.025,0.069,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 Kompressor up to 225 Tyres,A5,1796,Petrol,12.1,6.5,8.5,23.3,43.5,33.2,202,1479,73,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 Kompressor 245 Tyres,A5,1796,Petrol,12.3,6.6,8.7,23,42.8,32.5,208,1511,73,0.445,0.067,0.018,0.085,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 CDI up to 225 Tyres,M6,2148,Diesel,8.6,5.3,6.5,32.8,53.3,43.5,172,1179,72,0.043,,0.237,0.251,0.019
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 CDI 245 Tyres,M6,2148,Diesel,8.8,5.5,6.7,32.1,51.4,42.2,177,1215,72,0.043,,0.237,0.251,0.019
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 CDI up to 225 Tyres,A5,2148,Diesel,9.3,5.6,6.9,30.4,50.4,40.9,183,1254,70,0.001,,0.224,0.243,0.017
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C200 CDI 245 Tyres,A5,2148,Diesel,9.4,5.7,7,30.1,49.6,40.4,185,1269,70,0.001,,0.224,0.243,0.017
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C230 up to 225 Tyres,M6,2497,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,222,1615,75,0.335,0.028,0.01,0.038,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C230 245 Tyres,M6,2497,Petrol,13.8,7.1,9.6,20.5,39.8,29.4,229,1670,75,0.335,0.028,0.01,0.038,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C230 up to 225 Tyres,A7,2497,Petrol,13.2,7.1,9.3,21.4,39.8,30.4,222,1615,73,0.282,0.058,0.018,0.076,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C230 245 Tyres,A7,2497,Petrol,13.5,7.4,9.6,20.9,38.2,29.4,229,1670,73,0.282,0.058,0.018,0.076,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C220 CDI up to 225 Tyres,M6,2148,Diesel,8.9,5.3,6.6,31.7,53.3,42.8,174,1198,72,0.041,,0.243,0.257,0.02
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C220 CDI 245 Tyres,M6,2148,Diesel,9,5.4,6.7,31.4,52.3,42.2,176,1215,72,0.041,,0.243,0.257,0.02
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C220 CDI up to 225 Tyres,A5,2148,Diesel,9.1,5.7,6.9,31,49.6,40.9,183,1254,72,0.076,,0.22,0.236,0.021
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C220 CDI 245 Tyres,A5,2148,Diesel,9.2,5.8,7,30.7,48.7,40.4,185,1269,72,0.076,,0.22,0.236,0.021
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C350 up to 225 Tyres,M6,3498,Petrol,13.7,7,9.5,20.6,40.4,29.7,227,1653,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C350 up to 245 Tyres,M6,3498,Petrol,14,7.3,9.8,20.2,38.7,28.8,234,1705,75,0.595,0.024,0.024,0.048,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C350 up to 225 Tyres,A7,3498,Petrol,13.9,7.3,9.7,20.3,38.7,29.1,232,1687,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,C Class Sports Coupé (F/Lift),C350 up to 245 Tyres,A7,3498,Petrol,14.2,7.6,10,19.9,37.2,28.2,239,1741,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 205 Tyres at rear,M6,1798,Petrol,11.4,6.2,8.2,24.8,45.6,34.4,195,1427,73,0.258,0.029,0.022,0.051,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 225 Tyres at rear,M6,1798,Petrol,11.8,6.4,8.4,23.9,44.1,33.6,200,1461,73,0.258,0.029,0.022,0.051,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 265 Tyres at rear,M6,1798,Petrol,12.2,6.7,8.8,23.2,42.2,32.1,210,1529,73,0.258,0.029,0.022,0.051,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 205 Tyres at rear,A5,1798,Petrol,12.2,6.4,8.5,23.2,44.1,33.2,202,1479,73,0.346,0.04,0.018,0.058,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 225 Tyres at rear,A5,1798,Petrol,12.4,6.6,8.7,22.8,42.8,32.5,207,1511,73,0.346,0.04,0.018,0.058,
MERCEDES-BENZ,E Class (W211) Saloon,E200K 265 Tyres at rear,A5,1798,Petrol,12.6,6.8,8.9,22.4,41.5,31.7,212,1549,73,0.346,0.04,0.018,0.058,
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI Up to 205 Tyres at rear,M6,2148,Diesel,8.6,5.1,6.4,32.8,55.4,44.1,169,1163,73,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI Up to 245 Tyres at rear,M6,2148,Diesel,8.9,5.4,6.6,31.7,52.3,42.8,174,1198,73,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI Up to 205 Tyres at rear,A5,2148,Diesel,9.2,5.6,6.8,30.7,50.4,41.5,179,1236,74,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (W211) Saloon,E220 CDI Up to 245 Tyres at rear,A5,2148,Diesel,9.6,5.7,7.1,29.4,49.6,39.8,188,1288,74,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (W211) Saloon,E280 225 Tyres at rear,M6,2997,Petrol,13.4,6.9,9.3,21.1,40.9,30.4,222,1615,72,0.372,0.026,0.012,0.038,
MERCEDES-BENZ,E Class (W211) Saloon,E280 265 Tyres at rear,M6,2997,Petrol,13.6,7.1,9.5,20.8,39.8,29.7,227,1653,72,0.372,0.026,0.012,0.038,
MERCEDES-BENZ,E Class (W211) Saloon,E280 225 Tyres at rear,A7,2997,Petrol,13.5,7,9.4,20.9,40.4,30.1,224,1631,72,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,E Class (W211) Saloon,E280 265 Tyres at rear,A7,2997,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,232,1687,72,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,E Class (W211) Saloon,E280CDi up to 225 Tyres at rear with DPF,A7,2987,Diesel,10.1,5.6,7.2,28,50.4,39.2,191,1308,72,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E280CDi up to 245 Tyres at rear with DPF,A7,2987,Diesel,10.4,5.9,7.5,27.2,47.9,37.7,199,1360,72,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E280CDi up to 265 Tyres at rear with DPF,A7,2987,Diesel,10.4,5.9,7.5,27.2,47.9,37.7,199,1360,72,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI 225 Tyres EU4,A5,3222,Diesel,9.9,5.9,7.3,28.5,47.9,38.7,194,1325,67,0.077,,0.201,0.217,0.003
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI 265 Tyres EU4,A5,3222,Diesel,10.2,6.3,7.7,27.7,44.8,36.7,203,1397,67,0.077,,0.201,0.217,0.003
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI 225 Tyres at rear with DPF,A7,2987,Diesel,10.3,5.6,7.3,27.4,50.4,38.7,194,1325,74,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDi up to 245 Tyres at rear with DPF,A7,2987,Diesel,10.5,5.8,7.5,26.9,48.7,37.7,199,1360,72,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E320 CDI 265 Tyres at rear with DPF,A7,2987,Diesel,10.6,6,7.6,26.7,47.1,37.2,202,1378,74,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (W211) Saloon,E350 Up to 225 Tyres at rear,A5,3498,Petrol,14,7.2,9.7,20.2,39.2,29.1,231,1687,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (W211) Saloon,E350 Up to 265 Tyres at rear,A5,3498,Petrol,14.4,7.8,10.2,19.6,36.2,27.7,244,1772,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (W211) Saloon,E500 245 Tyres,A7,5461,Petrol,17.3,7.5,11.1,16.3,37.7,25.4,258,1933,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (W211) Saloon,E500 265 Tyres,A7,5461,Petrol,17.5,8.3,11.6,16.1,34,24.4,280,2012,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (W211) Saloon,E55 AMG,A5,5439,Petrol,19.1,9.3,12.9,14.8,30.4,21.9,310,2242,74,0.309,0.033,0.011,0.044,
MERCEDES-BENZ,E Class (S211) Estate,E200K up to 225 Tyres at rear,M6,1798,Petrol,12.4,6.8,8.9,22.8,41.5,31.7,212,1549,72,0.286,0.044,0.042,0.086,
MERCEDES-BENZ,E Class (S211) Estate,E200K up to 265 Tyres at rear,M6,1798,Petrol,12.6,7,9.1,22.4,40.4,31,217,1584,72,0.286,0.044,0.042,0.086,
MERCEDES-BENZ,E Class (S211) Estate,E200K up to 225 Tyres at rear,A5,1798,Petrol,12.9,7.1,9.2,21.9,39.8,30.7,219,1599,73,0.295,0.035,0.019,0.054,
MERCEDES-BENZ,E Class (S211) Estate,E200K up to 265 Tyres at rear,A5,1798,Petrol,13,7.4,9.4,21.7,38.2,30.1,224,1631,73,0.295,0.035,0.019,0.054,
MERCEDES-BENZ,E Class (S211) Estate,E220CDi with DPF,M6,2148,Diesel,9.5,5.8,7.2,29.7,48.7,39.2,190,1308,73,0.066,,0.245,0.255,0.001
MERCEDES-BENZ,E Class (S211) Estate,E220CDi with DPF,A5,2148,Diesel,9.8,6.1,7.5,28.8,46.3,37.7,197,1360,74,0.051,,0.214,0.225,0.001
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI ,M5,2148,Diesel,9.5,5.8,7.2,29.7,48.7,39.2,190,1308,73,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (S211) Estate,E220 CDI ,A5,2148,Diesel,9.8,6.1,7.5,28.8,46.3,37.7,197,1360,73,0.08,,0.174,0.191,0.023
MERCEDES-BENZ,E Class (S211) Estate,E280CDi with DPF up to 225 Tyres at rear,M6,2987,Diesel,10,5.6,7.2,28.2,50.4,39.2,191,1308,73,0.154,,0.224,0.247,0.004
MERCEDES-BENZ,E Class (S211) Estate,E280CDi with DPF up to 265 Tyres at rear,M6,2987,Diesel,10.2,5.8,7.4,27.7,48.7,38.2,196,1342,73,0.154,,0.224,0.247,0.004
MERCEDES-BENZ,E Class (S211) Estate,E280CDi with DPF up to 225 Tyres at rear,A7,2987,Diesel,10.6,5.9,7.6,26.7,47.9,37.2,202,1378,71,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (S211) Estate,E280CDi with DPF up to 265 Tyres at rear,A7,2987,Diesel,11,6.4,8.1,25.7,44.1,34.9,215,1469,71,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (S211) Estate,E280 up to 225 Tyres at rear,M6,2997,Petrol,13.7,7.2,9.6,20.6,39.2,29.4,229,1670,72,0.372,0.026,0.012,0.038,
MERCEDES-BENZ,E Class (S211) Estate,E280 up to 265 Tyres at rear,M6,2997,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,234,1705,72,0.372,0.026,0.012,0.038,
MERCEDES-BENZ,E Class (S211) Estate,E280 up to 225 Tyres at rear,A7,2997,Petrol,13.8,7.3,9.7,20.5,38.7,29.1,232,1687,72,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,E Class (S211) Estate,E280 up to 265 Tyres at rear,A7,2997,Petrol,14.1,7.6,10,20,37.2,28.2,239,1741,72,0.312,0.032,0.008,0.04,
MERCEDES-BENZ,E Class (S211) Estate,E320 CDI 225 Tyres EU4,A5,3222,Diesel,10.2,6.2,7.6,27.7,45.6,37.2,201,1378,69,0.127,,0.197,0.216,0.002
MERCEDES-BENZ,E Class (S211) Estate,E320 CDI 265 Tyres EU4,A5,3222,Diesel,10.7,6.7,8.1,26.4,42.2,34.9,214,1469,69,0.127,,0.197,0.216,0.002
MERCEDES-BENZ,E Class (S211) Estate,E320 CDi with DPF up to 225 Tyres at rear,A7,2987,Diesel,10.6,5.9,7.6,26.7,47.9,37.2,202,1378,71,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (S211) Estate,E320 CDi with DPF up to 265 Tyres at rear,A7,2987,Diesel,11,6.4,8.1,25.7,44.1,34.9,215,1469,71,0.03,,0.203,0.221,0.004
MERCEDES-BENZ,E Class (S211) Estate,E350 up to 225 Tyres at rear,A5,3498,Petrol,14.1,7.5,9.9,20,37.7,28.5,236,1723,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (S211) Estate,E350 up to 265 Tyres at rear,A5,3498,Petrol,14.6,8,10.4,19.3,35.3,27.2,248,1805,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (S211) Estate,E350 up to 225 Tyres at rear,A7,3498,Petrol,14.1,7.5,9.9,20,37.7,28.5,236,1723,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (S211) Estate,E350 up to 265 Tyres at rear,A7,3498,Petrol,14.6,8,10.4,19.3,35.3,27.2,248,1805,71,0.21,0.026,0.011,0.037,
MERCEDES-BENZ,E Class (S211) Estate,E500 up to 245 Tyres at rear,A7,5461,Petrol,17.3,8.4,11.6,16.3,33.6,24.4,276,2012,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (S211) Estate,E500 up to 265 Tyres at rear,A7,5461,Petrol,17.6,8.6,11.9,16,32.8,23.7,284,2072,71,0.264,0.044,0.016,0.06,
MERCEDES-BENZ,E Class (S211) Estate,E55AMG,A5,5439,Petrol,20,9.8,13.6,14.1,28.8,20.8,326,2360,74,0.312,0.032,0.024,0.06,
MERCEDES-BENZ,S-Class (W220) Saloon,S320 CDI EU4,A5,3222,Diesel,10.6,6.4,7.9,26.6,44.1,35.8,209,1432,69,0.069,,0.228,0.24,0.003
MERCEDES-BENZ,S-Class (V220) Limousine,S320 CDI EU4,A5,3222,Diesel,10.6,6.4,7.9,26.6,44.1,35.8,209,1432,69,0.069,,0.228,0.24,0.003
MERCEDES-BENZ,M-Class (W164) Estate,ML 280CDi Up to 235 Tyres at rear axle,A7,2987,Diesel,12.7,7.5,9.4,22.2,37.7,30.1,249,1704,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 280CDi 285 Tyres at rear axle,A7,2987,Diesel,12.8,7.8,9.6,22.1,36.2,29.4,254,1744,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 280CDi 295 Tyres at rear axle,A7,2987,Diesel,12.9,8,9.8,21.9,35.3,28.8,260,1781,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 320CDi Up to 235 Tyres at rear axle,A7,2987,Diesel,12.7,7.5,9.4,22.2,37.7,30.1,249,1704,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 320CDi 285 Tyres at rear axle,A7,2987,Diesel,12.8,7.8,9.6,22.1,36.2,29.4,254,1744,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 320CDi 295 Tyres at rear axle,A7,2987,Diesel,12.9,8,9.8,21.9,35.3,28.8,260,1781,74,0.02,,0.314,0.328,0.029
MERCEDES-BENZ,M-Class (W164) Estate,ML 350 Up to 235 Tyres at rear axle,A7,3498,Petrol,15.2,9.4,11.5,18.6,30.1,24.6,275,1996,75,0.26,0.023,0.011,0.034,
MERCEDES-BENZ,M-Class (W164) Estate,ML 350 Up to 295 Tyres at rear axle,A7,3498,Petrol,15.4,9.6,11.7,18.3,29.4,24.1,279,2037,75,0.26,0.023,0.011,0.034,
MERCEDES-BENZ,M-Class (W164) Estate,ML 500 Up to 295 Tyres at rear axle,A7,4966,Petrol,18.6,10.4,13.4,15.2,27.2,21.1,319,2327,75,0.27,0.033,0.017,0.04,
MERCEDES-BENZ,CLK (C209) Coupé,"CLK 200 Kompressor (16"" Wheels)",M6,1796,Petrol,11.9,6.2,8.3,23.7,45.6,34,198,1444,73,0.464,0.062,0.029,0.091,
MERCEDES-BENZ,CLK (C209) Coupé,"CLK 200 Kompressor (17/18"" Wheels)",M6,1796,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,207,1511,73,0.464,0.062,0.029,0.091,
MERCEDES-BENZ,CLK (C209) Coupé,"CLK 200 Kompressor (16"" Wheels)",A5,1796,Petrol,12.1,6.2,8.4,23.3,45.6,33.6,200,1461,74,0.448,0.067,0.022,0.089,
MERCEDES-BENZ,CLK (C209) Coupé,"CLK 200 Kompressor (17/18"" Wheels)",A5,1796,Petrol,12.6,6.5,8.7,22.4,43.5,32.5,207,1511,74,0.448,0.067,0.022,0.089,
MERCEDES-BENZ,CLK (C209) Coupé,"CLK 220CDi (16"" Wheels)",M6,2148,Diesel,8.6,5.1,6.4,32.8,55.4,44.1,169,1163,73,0.041,,0.243,0.257,0.02
