,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
VAUXHALL,"Astra, MY2004",2.0CDTI POLICE 5 Door Estate From VIN: W0L0TGF3542109415 ,A4,1995,Diesel,9.0,5.6,6.9,31.4,50.4,40.9,186,1120,73.0,0.167,,0.297,0.326,0.032
VAUXHALL,"Frontera, MY2004",2.2DTI 16v RS 3 Door Sport From VIN: W0L06BF664V500165 ,M5,2171,Diesel,10.6,6.9,8.3,26.6,40.9,34.0,219,1348,76.0,0.117,,0.433,0.450,0.033
VAUXHALL,"Frontera, MY2004",2.2DTI 16v Limited 5 Door Estate From VIN: W0L06BG764V500116 ,M5,2171,Diesel,10.9,7.1,8.5,25.9,39.8,33.2,224,1380,76.0,0.117,,0.433,0.450,0.033
VAUXHALL,"Frontera, MY2004",2.2DTI 16v Olympus 5 Door Estate From VIN: W0L06BG764V500101 ,M5,2171,Diesel,10.9,7.1,8.5,25.9,39.8,33.2,224,1380,76.0,0.117,,0.433,0.450,0.033
VAUXHALL,"Frontera, MY2004",2.2i 16v Olympus 3 Door Sport From VIN: W0L06BF664V500188 ,M5,2198,Petrol,15.8,8.9,11.4,17.9,31.7,24.8,273,1760,74.0,1.065,0.102,0.032,,
VAUXHALL,"Frontera, MY2004",2.2i 16v Limited 5 Door Estate From VIN: W0L06BG764V500265 ,M5,2198,Petrol,16.2,9.1,11.7,17.4,31.0,24.1,280,1811,74.0,1.065,0.102,0.032,,
VAUXHALL,"Meriva, MY2004",1.7DTI 16v Expression 5 Door From VIN: W0L0XCE7544125997 ,M5,1686,Diesel,6.9,4.5,5.4,40.9,62.8,52.3,146,876,73.0,0.416,,0.394,0.436,0.028
VAUXHALL,"Signum, MY2004",2.0DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF4841001041 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Signum, MY2004",2.0DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF4841001554 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Signum, MY2004",2.2DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF4841000329 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Signum, MY2004",2.2DTI 16v Design 5 Door Hatchback From VIN: W0L0ZCF4841000252 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Signum, MY2004",2.2DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF4841000240 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Signum, MY2004",2.2DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF4841000400 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Signum, MY2004",2.2DTI 16v Design 5 Door Hatchback From VIN: W0L0ZCF4841000288 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Signum, MY2004",2.2DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF4841000590 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Signum, MY2004",3.0CDTI V6 Elite 5 Door Hatchback From VIN: W0L0ZCF4841000666 ,M6,2959,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,197,1184,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Signum, MY2004",3.0CDTI V6 Design 5 Door Hatchback From VIN: W0L0ZCF4841000264 ,M6,2959,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,197,1184,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Signum, MY2004",3.0CDTI V6 Elite 5 Door Hatchback From VIN: W0L0ZCF4841000493 ,A5,2959,Diesel,11.0,5.8,7.7,25.7,48.7,36.7,208,1249,73.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Signum, MY2004",3.0CDTI V6 Design 5 Door Hatchback From VIN: W0L0ZCF4841000970 ,A5,2959,Diesel,11.0,5.8,7.7,25.7,48.7,36.7,208,1249,73.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Club 5 Door Hatchback From VIN: W0L0ZCF6848000381 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848040098 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848072098 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Expression 5 Door Hatchback From VIN: W0L0ZCF6848053744 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Club 4 Door Saloon From VIN: W0L0ZCF6941002563 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 4 Door Saloon From VIN: W0L0ZCF6941002393 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 4 Door Saloon From VIN: W0L0ZCF6941064844 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Energy 5 Door Hatchback From VIN: W0L0ZCF6848045424 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Active 5 Door Hatchback From VIN: W0L0ZCF6848002188 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v SXI 5 Door Hatchback From VIN: W0L0ZCF6848000335 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Active 4 Door Saloon From VIN: W0L0ZCF6941002820 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v SXI 4 Door Saloon From VIN: W0L0ZCF6941001927 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Energy 4 Door Saloon From VIN: W0L0ZCF6941076445 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF6848000333 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF6848000623 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Design 5 Door Hatchback From VIN: W0L0ZCF6848056761 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF6848054507 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elegance 4 Door Saloon From VIN: W0L0ZCF6941002516 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 4 Door Saloon From VIN: W0L0ZCF6941000437 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Design 4 Door Saloon From VIN: W0L0ZCF6941062278 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 4 Door Saloon From VIN: W0L0ZCF6941072521 ,M5,1995,Diesel,7.6,4.5,5.6,37.2,62.8,50.4,151,909,73.0,0.221,,0.417,0.437,0.027
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Club 5 Door Estate From VIN: W0L0ZCF3541004898 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0ZCF3541019343 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v LS 5 Door Estate From VIN: W0L0ZCF3541060712 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v SXI 5 Door Estate From VIN: W0L0ZCF3541004900 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Energy 5 Door Estate From VIN: W0L0ZCF3541063302 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elegance 5 Door Estate From VIN: W0L0ZCF3541019365 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541019361 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.0DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541062398 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Estate From VIN: W0L0ZCF3541020177 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Estate From VIN: W0L0ZCF3541065677 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 5 Door Estate From VIN: W0L0ZCF3541034616 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 5 Door Estate From VIN: W0L0ZCF3541020522 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541019883 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Design 5 Door Estate From VIN: W0L0ZCF3541060987 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541063643 ,A5,2172,Diesel,10.5,5.6,7.4,26.9,50.4,38.2,200,1200,73.0,0.268,,0.384,0.403,0.040
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 4 Door Saloon From VIN: W0L0ZCF6941002976 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SRI 5 Door Hatchback From VIN: W0L0ZCF6848000384 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Estate From VIN: W0L0ZCF3541019555 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 5 Door Estate From VIN: W0L0ZCF3541019621 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 5 Door Estate From VIN: W0L0ZCF3541000176 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Estate From VIN: W0L0ZCF3541019494 ,M5,2172,Diesel,8.5,5.0,6.3,33.2,56.5,44.8,170,1023,73.0,0.334,,0.315,0.342,0.042
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848000755 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848054022 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 4 Door Saloon From VIN: W0L0ZCF6941000883 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 4 Door Saloon From VIN: W0L0ZCF6941073022 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 5 Door Hatchback From VIN: W0L0ZCF6848002128 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 4 Door Saloon From VIN: W0L0ZCF6941009069 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF6848000609 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI Design 5 Door Estate From VIN: W0L0ZCF3541062054 ,M5,1995,Diesel,7.9,4.8,5.9,35.8,58.9,47.9,159,957,71.0,0.244,,0.320,0.342,0.036
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848000103 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v LS 4 Door Saloon From VIN: W0L0ZCF6941000573 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 5 Door Hatchback From VIN: W0L0ZCF6848000338 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 4 Door Saloon From VIN: W0L0ZCF6941000347 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 5 Door Hatchback From VIN: W0L0ZCF6848000345 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF6848000318 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 4 Door Saloon From VIN: W0L0ZCF6941000745 ,M5,2172,Diesel,8.2,4.7,6.0,34.4,60.1,47.1,162,973,74.0,0.291,,0.392,0.417,0.035
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF6848000347 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Design 5 Door Hatchback From VIN: W0L0ZCF6848058327 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 5 Door Hatchback From VIN: W0L0ZCF6848056084 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elegance 4 Door Saloon From VIN: W0L0ZCF6941000460 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 4 Door Saloon From VIN: W0L0ZCF6941001535 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Design 4 Door Saloon From VIN: W0L0ZCF6941093590 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v Elite 4 Door Saloon From VIN: W0L0ZCF6941067715 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SXI 5 Door Hatchback From VIN: W0L0ZCF6848063894 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",2.2DTI 16v SRI 5 Door Hatchback From VIN: W0L0ZCF6848000476 ,A5,2172,Diesel,10.3,5.4,7.2,27.4,52.3,39.2,194,1169,73.0,0.260,,0.458,0.482,0.033
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Estate From VIN: W0L0ZCF3541000087 ,M6,2959,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,197,1184,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Estate From VIN: W0L0ZCF3541060668 ,M6,2959,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,197,1184,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 4 Door Saloon From VIN: W0L0ZCF6941002494 ,A5,2959,Diesel,10.7,5.5,7.4,26.4,51.4,38.2,200,1200,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6848001617 ,A5,2959,Diesel,10.8,5.6,7.5,26.2,50.4,37.7,203,1215,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6848053346 ,A5,2959,Diesel,10.8,5.6,7.5,26.2,50.4,37.7,203,1215,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 4 Door Saloon From VIN: W0L0ZCF6941063746 ,A5,2959,Diesel,10.8,5.6,7.5,26.2,50.4,37.7,203,1215,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 4 Door Saloon From VIN: W0L0ZCF6941067891 ,A5,2959,Diesel,10.8,5.6,7.5,26.2,50.4,37.7,203,1215,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v SRI 5 Door Hatchback From VIN: W0L0ZCF6848001045 ,A5,2959,Diesel,10.8,5.6,7.5,26.2,50.4,37.7,203,1215,74.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Estate From VIN: W0L0ZCF3541000180 ,A5,2959,Diesel,11.0,5.8,7.7,25.7,48.7,36.7,208,1249,73.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Estate From VIN: W0L0ZCF3541064924 ,A5,2959,Diesel,11.0,5.8,7.7,25.7,48.7,36.7,208,1249,73.0,0.091,,0.344,0.372,0.031
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6848000468 ,M6,2959,Diesel,9.8,5.4,7.0,28.8,52.3,40.4,189,1134,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 4 Door Saloon From VIN: W0L0ZCF6941000103 ,M6,2959,Diesel,9.8,5.4,7.0,28.8,52.3,40.4,189,1134,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v SRI 5 Door Hatchback From VIN: W0L0ZCF6848000016 ,M6,2959,Diesel,9.8,5.4,7.0,28.8,52.3,40.4,189,1134,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6841095050 ,M6,2959,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,192,1151,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v SRI 5 Door Hatchback From VIN: W0L00000048054798 ,M6,2959,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,192,1151,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v Elite 5 Door Hatchback From VIN: W0L0ZCF6848042444 ,M6,2959,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,192,1151,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI V6 24v SRI 5 Door Hatchback From VIN: W0L0ZCF6848063600 ,M6,2959,Diesel,9.9,5.5,7.1,28.5,51.4,39.8,192,1151,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Vectra, MY2004",3.0CDTI SRI POLICE 5 Door Estate From VIN: W0L0ZCF3541073781 ,M6,2959,Diesel,10.1,5.7,7.3,28.0,49.6,38.7,197,1184,73.0,0.122,,0.341,0.375,0.032
VAUXHALL,"Zafira, MY2004",2.0DTI SRI 5 Door From VIN: W0L0TGF7542158471 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI 16v Club 5 Door From VIN: W0L0TGF7542000397 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI 16v Active 5 Door From VIN: W0L0TGF7542003885 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI Life 5 Door From VIN: W0L0TGF7542093101 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI POLICE 5 Door From VIN: W0L0TGF7542001710 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI 16v Design 5 Door From VIN: W0L0TGF7542000398 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI Energy 5 Door From VIN: W0L0TGF7542098616 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI 16v Elegance 5 Door From VIN: W0L0TGF7542000003 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI Elegance 5 Door From VIN: W0L0TGF7542102870 ,M5,1995,Diesel,8.0,5.3,6.3,35.3,53.3,44.8,169,1023,72.0,0.150,,0.414,0.442,0.024
VAUXHALL,"Zafira, MY2004",2.0DTI 16v Club 5 Door From VIN: W0L0TGF7542003808 ,A4,1995,Diesel,9.5,6.0,7.3,29.7,47.1,38.7,196,1184,71.0,0.074,,0.356,0.366,0.041
