,,,,,,Fuel Consumption and CO2 Emissions,,,,,,,,"Other Type Approval Emissions Data                                        (read ""How to use the list""                                                      before comparing models).",,,,,,
,,,,,,,Metric l/100km,,,Imperial mpg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Manufacturer/Model,Model,Description,Trans-mission,Engine Capacity cc,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Comb-ined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Comb-ined,CO2 g/km,Fuel Cost   of driving 12000 Miles (£'s),Noise Level dB(A) (moving),Emissions CO    (g/km),Emissions HC    (g/km),Emissions  NOx        (g/km),Emissions    HC+NOx          (g/km),Emissions        Particles              (g/km),
MERCEDES-BENZ,Vaneo ,1.7 Trend ,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1071,71.0,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.7 Family ,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1071,71.0,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.7 Ambiente ,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1071,71.0,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.9 Trend ,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Family ,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente ,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Trend ,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Family ,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente ,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1269,72.0,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Trend ,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1315,72.0,0.593,0.105,0.040,0.145,
MERCEDES-BENZ,Vaneo ,1.9 Family ,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1315,72.0,0.593,0.105,0.040,0.145,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente ,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1315,72.0,0.593,0.105,0.040,0.145,
MERCEDES-BENZ,Viano,2.0CDi  ,M6,2148,Diesel,11.3,7.0,8.6,25.0,40.4,32.8,227,1397,73.0,0.027,,0.521,0.533,0.062
MERCEDES-BENZ,Viano,2.0CDi  ,A5,2148,Diesel,11.6,7.3,8.9,24.4,38.7,31.7,235,1446,72.0,0.095,,0.542,0.550,0.060
MERCEDES-BENZ,Viano,2.2CDi ,M6,2148,Diesel,11.2,7.1,8.6,25.2,39.8,32.8,227,1397,75.0,0.088,,0.468,0.485,0.074
MERCEDES-BENZ,Viano,2.2CDi ,A5,2148,Diesel,11.4,7.2,8.8,24.8,39.2,32.1,232,1428,72.0,0.014,,0.531,0.539,0.057
MERCEDES-BENZ,Viano,2.2 SWB ,M6,2148,Diesel,11.0,6.8,8.4,25.7,41.5,31.7,222,1446,75.0,0.087,,0.468,0.485,0.073
MERCEDES-BENZ,Viano,2.2 SWB ,A5,2148,Diesel,10.9,7.0,8.5,25.9,40.4,33.2,225,1380,72.0,0.014,,0.532,0.539,0.057
MERCEDES-BENZ,Viano,2.2 LWB ,M6,2148,Diesel,11.2,7.1,8.6,25.2,39.8,32.8,227,1397,75.0,0.087,,0.468,0.485,0.073
MERCEDES-BENZ,Viano,2.2 LWB ,A5,2148,Diesel,11.4,7.2,8.8,24.8,39.2,32.1,232,1428,72.0,0.014,,0.532,0.539,0.057
METROCAB,Taxi TTT,2.4 Turbo ,A4,2446,Diesel,12.5,9.8,10.8,22.6,28.9,26.2,284,1749,74.0,0.032,,0.695,0.700,0.081
METROCAB,Taxi TTT,2.4 Turbo ,M5,2446,Diesel,11.2,8.9,9.8,25.3,31.9,29.0,257,1580,73.0,0.086,,0.658,0.676,0.042
MG ROVER GROUP ,MG TF,115,M5,1588,Petrol,9.7,5.6,7.1,29.2,50.4,39.8,169,1097,74.0,0.548,0.119,0.071,,
MG ROVER GROUP ,MG TF,120 Stepspeed (from VIN RD617721) ,CVT,1796,Petrol,11.4,6.2,8.1,24.8,45.3,34.7,194,1258,73.0,0.900,0.120,0.040,,
MG ROVER GROUP ,MG TF,135 (from VIN RD617391) ,M5,1796,Petrol,10.8,6.0,7.7,26.2,47.4,36.6,184,1192,73.0,1.175,0.170,0.060,,
MG ROVER GROUP ,MG TF,160,M5,1796,Petrol,10.6,5.7,7.5,26.7,49.6,37.6,179,1161,74.0,0.948,0.142,0.093,,
MG ROVER GROUP ,MG ZR,105,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1057,73.0,0.410,0.091,0.040,,
MG ROVER GROUP ,MG ZR,120 (from VIN RF686033) ,M5,1796,Petrol,9.7,5.5,7.1,29.0,51.1,39.8,169,1097,72.0,0.367,0.060,0.031,,
MG ROVER GROUP ,MG ZR,120 Stepspeed (from VIN RF686033) ,CVT,1796,Petrol,11.5,6.2,8.1,24.5,45.9,34.7,194,1258,72.0,0.487,0.108,0.045,,
MG ROVER GROUP ,MG ZR,160,M5,1796,Petrol,10.4,5.8,7.5,27.1,48.7,37.6,179,1161,74.0,1.060,0.150,0.075,,
MG ROVER GROUP ,MG ZR,Turbo Diesel - 74kW ,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,852,74.0,0.038,,0.375,0.390,0.029
MG ROVER GROUP ,MG ZR,Turbo Diesel - 83kW ,M5,1994,Diesel,7.7,4.2,5.5,36.7,67.3,51.5,150,890,75.0,0.150,,0.360,0.395,0.025
MG ROVER GROUP ,MG ZS,110,M5,1588,Petrol,9.4,5.6,7.0,30.1,50.1,40.2,168,1086,74.0,0.346,0.061,0.024,,
MG ROVER GROUP ,MG ZS,120,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,1122,73.0,0.342,0.060,0.028,,
MG ROVER GROUP ,MG ZS,120 Stepspeed ,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,1311,72.0,0.569,0.082,0.037,,
MG ROVER GROUP ,MG ZS,180,M5,2497,Petrol,14.1,6.8,9.5,20.0,41.4,29.7,227,1469,74.0,0.779,0.088,0.062,,
MG ROVER GROUP ,MG ZS,CDTi - 74kW ,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,870,72.0,0.027,,0.370,0.377,0.030
MG ROVER GROUP ,MG ZS,CDTi - 83kW ,M5,1994,Diesel,7.8,4.3,5.6,36.2,65.7,50.5,150,907,72.0,0.490,,0.395,0.460,0.020
MG ROVER GROUP ,MG ZT,120,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1206,74.0,0.512,0.059,0.077,,
MG ROVER GROUP ,MG ZT,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,1250,74.0,1.836,0.127,0.055,,
MG ROVER GROUP ,MG ZT,160 (2.5 V6) ,M5,2497,Petrol,13.6,7.0,9.4,20.8,40.4,30.0,225,1455,73.0,0.463,0.046,0.110,,
MG ROVER GROUP ,MG ZT,180 Sports Auto ,A5,2497,Petrol,16.0,7.9,10.9,17.7,35.9,26.0,259,1679,74.0,0.846,0.101,0.045,,
MG ROVER GROUP ,MG ZT,190 (from VIN RJ279558) ,M5,2497,Petrol,14.4,7.4,9.9,19.6,38.4,28.4,239,1537,74.0,0.950,0.100,0.065,,
MG ROVER GROUP ,MG ZT,CDTi - 85kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,71.0,0.030,,0.472,0.486,0.045
MG ROVER GROUP ,MG ZT,CDTi - 85kW ,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,939,74.0,0.218,,0.415,0.460,0.050
MG ROVER GROUP ,MG ZT,CDTi - 96kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,73.0,0.043,,0.340,0.357,0.040
MG ROVER GROUP ,MG ZT,CDTi - 96kW ,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,939,73.0,0.230,,0.330,0.375,0.030
MG ROVER GROUP ,MG ZT,260,M5,4601,Petrol,17.9,10.4,13.2,15.8,27.2,21.5,314,2030,75.0,0.723,0.092,0.027,,
MG ROVER GROUP ,MG ZT-T,120,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1206,74.0,0.512,0.059,0.077,,
MG ROVER GROUP ,MG ZT-T,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,1250,74.0,1.836,0.127,0.055,,
MG ROVER GROUP ,MG ZT-T,160 (2.5 V6) ,M5,2497,Petrol,13.6,7.0,9.4,20.8,40.4,30.0,225,1455,73.0,0.463,0.046,0.110,,
MG ROVER GROUP ,MG ZT-T,180 Sports Auto ,A5,2497,Petrol,16.2,8.1,11.1,17.5,35.0,25.5,264,1711,74.0,0.846,0.101,0.045,,
MG ROVER GROUP ,MG ZT-T,190 (from VIN RJ279558) ,M5,2497,Petrol,14.4,7.4,9.9,19.6,38.4,28.4,235,1537,74.0,0.950,0.100,0.065,,
MG ROVER GROUP ,MG ZT-T,CDTi - 85kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,71.0,0.030,,0.472,0.486,0.045
MG ROVER GROUP ,MG ZT-T,CDTi - 85kW ,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,939,74.0,0.218,,0.415,0.460,0.050
MG ROVER GROUP ,MG ZT-T,CDTi - 96kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,73.0,0.043,,0.340,0.357,0.040
MG ROVER GROUP ,MG ZT-T,CDTi - 96kW ,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,939,73.0,0.230,,0.330,0.375,0.030
MG ROVER GROUP ,MG ZT-T,260,M5,4601,Petrol,17.9,10.4,13.2,15.8,27.2,21.5,314,2030,75.0,0.723,0.092,0.027,,
MG ROVER GROUP ,CityRover,Solo / Sprite / Select / Style ,M5,1405,Petrol,10.0,6.1,7.4,28.5,46.6,37.9,167,1151,72.5,1.264,0.126,0.052,,
MG ROVER GROUP ,Streetwise,1.4,M5,1396,Petrol,9.4,6.1,7.3,30.0,46.6,38.7,174,1128,72.0,0.588,0.138,0.049,,
MG ROVER GROUP ,Streetwise,1.6,M5,1598,Petrol,9.4,6.3,7.5,30.0,44.7,37.9,179,1151,72.0,0.590,0.090,0.030,,
MG ROVER GROUP ,Streetwise,1.8,CVT,1796,Petrol,11.2,4.9,6.0,35.6,58.1,47.1,199,927,72.0,0.570,0.090,0.050,,
MG ROVER GROUP ,Streetwise,2.0,M5,1994,Diesel,7.9,4.9,6.0,35.6,58.1,47.1,159,973,73.0,0.205,,0.477,0.517,0.024
MG ROVER GROUP ,Rover 25,1.1 (from VIN RF637299) ,M5,1119,Petrol,9.0,5.6,6.8,31.3,50.8,41.3,164,1057,73.0,0.815,0.151,0.073,,
MG ROVER GROUP ,Rover 25,1.4 (84 PS) ,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1057,70.0,0.372,0.092,0.047,,
MG ROVER GROUP ,Rover 25,1.4 (103 PS) ,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1057,73.0,0.372,0.092,0.047,,
MG ROVER GROUP ,Rover 25,1.6 (from VIN RF611800) ,M5,1588,Petrol,9.2,5.4,6.8,30.8,51.9,41.3,164,1057,71.0,0.265,0.061,0.028,,
MG ROVER GROUP ,Rover 25,1.6 (from VIN RF637299) ,CVT,1588,Petrol,11.1,5.7,7.7,25.5,49.3,36.6,184,1192,68.0,0.628,0.080,0.029,,
MG ROVER GROUP ,Rover 25,1.8 (from VIN RF686033) ,CVT,1796,Petrol,11.5,6.2,8.1,24.5,45.9,34.7,194,1258,72.0,0.487,0.108,0.045,,
MG ROVER GROUP ,Rover 25,2.0 - 74kW ,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,852,74.0,0.038,,0.375,0.390,0.029
MG ROVER GROUP ,Rover 25,2.0 - 83kW ,M5,1994,Diesel,7.7,4.2,5.5,36.7,67.3,51.5,150,890,75.0,0.150,,0.360,0.395,0.025
MG ROVER GROUP ,Rover 45,1.4,M5,1396,Petrol,9.3,5.7,7.0,30.4,49.9,40.3,168,1083,73.0,0.258,0.080,0.033,,
MG ROVER GROUP ,Rover 45,1.6 (from VIN RT559464) ,M5,1588,Petrol,9.4,5.6,7.0,30.1,50.1,40.2,168,1086,73.0,0.346,0.061,0.024,,
MG ROVER GROUP ,Rover 45,1.8,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,1122,74.0,0.342,0.060,0.028,,
MG ROVER GROUP ,Rover 45,1.8,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,1311,72.0,0.509,0.084,0.040,,
MG ROVER GROUP ,Rover 45,2.0 V6 (from VIN RT567813) ,A5,1997,Petrol,14.6,7.0,9.8,19.3,40.1,28.7,234,1521,72.0,0.375,0.118,0.069,,
MG ROVER GROUP ,Rover 45,2.0 - 74kW ,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,870,72.0,0.027,,0.370,0.377,0.030
MG ROVER GROUP ,Rover 45,2.0 - 83kW ,M5,1994,Diesel,7.8,4.3,5.6,36.2,65.7,50.5,150,907,72.0,0.490,,0.395,0.460,0.020
MG ROVER GROUP ,Rover 75 Saloon,1.8 (from VIN RJ297377) ,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1206,74.0,0.512,0.059,0.077,,
MG ROVER GROUP ,Rover 75 Saloon,1.8 (from VIN RJ255552) ,A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,1450,70.0,0.547,0.075,0.066,,
MG ROVER GROUP ,Rover 75 Saloon,1.8T ,M5,1796,Petrol,11.3,6.1,8.0,25.0,46.3,35.3,193,1236,72.0,1.759,0.155,0.047,,
MG ROVER GROUP ,Rover 75 Saloon,1.8T ,A5,1796,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,214,1377,69.0,1.576,0.189,0.084,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 (from VIN RJ255552) ,M5,1997,Petrol,13.9,7.0,9.6,20.3,40.1,29.5,228,1479,73.0,1.018,0.118,0.060,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 (from VIN RJ255552) ,A5,1997,Petrol,15.0,7.5,10.3,18.8,37.7,27.4,245,1593,69.0,0.274,0.138,0.062,,
MG ROVER GROUP ,Rover 75 Saloon,2.5 (from VIN RJ255552) ,M5,2497,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,229,1484,73.0,0.823,0.078,0.087,,
MG ROVER GROUP ,Rover 75 Saloon,2.5 (from VIN RJ255552) ,A5,2497,Petrol,15.5,7.5,10.5,18.2,37.7,26.9,249,1622,70.0,0.577,0.130,0.085,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 85kW ,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,939,74.0,0.218,,0.415,0.460,0.050
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 85kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,71.0,0.030,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 96kW ,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,939,73.0,0.230,,0.330,0.375,0.030
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 96kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,73.0,0.043,,0.340,0.357,0.040
MG ROVER GROUP ,Rover 75 Saloon,V8 ,A4,4601,Petrol,18.3,10.5,13.4,15.4,26.9,21.1,319,2068,72.0,0.978,0.096,0.051,,
MG ROVER GROUP ,Rover 75 Tourer,1.8 (from VIN RJ297377) ,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1206,74.0,0.512,0.059,0.077,,
MG ROVER GROUP ,Rover 75 Tourer,1.8 (from VIN RJ255552) ,A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,1450,70.0,0.547,0.075,0.066,,
MG ROVER GROUP ,Rover 75 Tourer,1.8T ,M5,1796,Petrol,11.3,6.1,8.0,25.0,46.3,35.3,193,1236,72.0,1.759,0.155,0.047,,
MG ROVER GROUP ,Rover 75 Tourer,1.8T ,A5,1796,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,214,1377,69.0,1.576,0.189,0.084,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 (from VIN RJ255552) ,M5,1997,Petrol,13.9,7.0,9.6,20.3,40.1,29.5,228,1479,73.0,1.018,0.118,0.060,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 (from VIN RJ255552) ,A5,1997,Petrol,15.6,7.7,10.6,18.1,36.7,26.6,254,1641,69.0,0.274,0.138,0.062,,
MG ROVER GROUP ,Rover 75 Tourer,2.5 (from VIN RJ255552) ,M5,2497,Petrol,14.0,7.0,9.6,20.2,40.4,29.4,229,1484,73.0,0.823,0.078,0.087,,
MG ROVER GROUP ,Rover 75 Tourer,2.5 (from VIN RJ255552) ,A5,2497,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,254,1641,70.0,0.577,0.130,0.085,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 85kW ,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,939,74.0,0.218,,0.415,0.460,0.050
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 85kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,71.0,0.030,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 96kW ,M5,1951,Diesel,8.1,4.4,5.8,35.0,63.6,48.8,163,939,73.0,0.230,,0.330,0.375,0.030
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 96kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,73.0,0.043,,0.340,0.357,0.040
MG ROVER GROUP ,Rover 75 Tourer,V8 ,A4,4601,Petrol,18.3,10.5,13.4,15.4,26.9,21.1,319,2068,72.0,0.978,0.096,0.051,,
MG ROVER GROUP ,Rover 75 Limousine,2.0 D - 85kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,71.0,0.030,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Limousine,2.0 D - 96kW ,A5,1951,Diesel,10.0,5.2,6.9,28.3,54.7,40.9,190,1120,73.0,0.043,,0.340,0.357,0.040
MG ROVER GROUP ,Rover 75 Limousine,2.5,A5,2497,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,254,1641,70.0,0.577,0.130,0.085,,
MINI,MINI R50 / R53,MINI One Hatchback ,M5,1598,Petrol,9.6,5.2,6.8,29.4,54.3,41.5,164,1052,74.0,0.676,0.076,0.012,,
MINI,MINI R50 / R53,MINI One Hatchback ,CVT,1598,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,187,1189,73.0,0.373,0.094,0.038,,
MINI,MINI R50 / R53,MINI One D Hatchback ,M6,1364,Diesel,5.8,4.3,4.8,48.7,65.7,58.9,129,778,70.0,0.121,,0.364,0.394,0.023
MINI,MINI R50 / R53,MINI Cooper Hatchback ,M5,1598,Petrol,9.7,5.3,6.9,29.1,53.3,40.9,166,1067,74.0,0.477,0.057,0.034,,
MINI,MINI R50 / R53,MINI Cooper Hatchback ,CVT,1598,Petrol,10.9,5.9,7.7,25.9,47.9,36.7,187,1189,73.0,0.436,0.105,0.030,,
MINI,MINI R50 / R53,MINI Cooper S Hatchback ,M6,1598,Petrol,11.8,6.8,8.6,23.9,41.5,32.8,207,1331,74.0,0.699,0.041,0.037,,
MINI,MINI R52,MINI One Convertible ,M5,1598,Petrol,10.0,5.7,7.2,28.2,49.6,39.2,173,1113,74.0,0.676,0.076,0.012,,
MINI,MINI R52,MINI Cooper Convertible ,M5,1598,Petrol,10.1,5.7,7.3,28.0,49.6,38.7,175,1128,74.0,0.477,0.057,0.034,,
MINI,MINI R52,MINI Cooper Convertible ,CVT,1598,Petrol,11.2,6.0,7.9,25.2,47.1,35.8,189,1219,73.0,0.436,0.105,0.030,,
MINI,MINI R52,MINI Cooper S Convertible ,M6,1598,Petrol,11.8,7.1,8.8,23.9,39.8,32.1,211,1360,74.0,0.699,0.041,0.037,,
MITSUBISHI,Space Star,1.9,M5,1870,Diesel,7.2,4.6,5.5,39.2,61.4,51.4,146,892,71.0,0.253,,0.431,0.439,0.021
MITSUBISHI,Space Star,1.9 S ,M5,1870,Diesel,7.1,4.6,5.5,39.8,61.4,51.4,146,892,73.0,0.191,,0.374,0.390,0.035
MITSUBISHI,Shogun Pinin,1.8,M5,1800,Petrol,11.7,8.3,9.5,23.2,34.0,29.7,225,1469,74.0,0.875,0.067,0.023,,
MITSUBISHI,Shogun Pinin,1.8,A4,1800,Petrol,12.2,8.3,9.7,23.2,34.0,29.1,230,1500,72.0,0.631,0.088,0.037,,
MITSUBISHI,Shogun Pinin,1.8 MPI SWB  ,M5,1834,Petrol,11.7,8.3,9.5,24.1,34.0,29.7,225,1469,74.0,0.875,0.067,0.023,,
MITSUBISHI,Shogun Pinin,1.8 MPI LWB  ,M5,1834,Petrol,11.7,8.3,9.5,24.1,34.0,29.7,225,1469,74.0,0.875,0.067,0.023,,
MITSUBISHI,Shogun Pinin,1.8 MPI LWB  ,A4,1834,Petrol,12.4,8.6,10.0,22.8,32.8,28.2,237,1548,72.0,0.631,0.088,0.037,,
MITSUBISHI,Shogun Pinin,2.0 ELEGANCE SWB ,M5,1999,Petrol,12.1,7.9,9.4,23.3,35.8,30.1,225,1450,73.0,0.229,0.108,0.083,,
MITSUBISHI,Shogun Pinin,2.0 ELEGANCE SWB ,A4,1999,Petrol,12.5,8.3,9.8,22.6,32.8,28.8,235,1515,72.0,0.250,0.125,0.090,,
MITSUBISHI,Shogun Pinin,2.0 GDI LWB ,M5,1999,Petrol,12.2,8.0,9.5,23.2,35.3,29.7,227,1469,73.0,0.229,0.108,0.083,,
MITSUBISHI,Shogun Pinin,2.0 GDI LWB ,A4,1999,Petrol,12.6,8.4,9.9,22.4,33.6,28.5,237,1531,72.0,0.250,0.125,0.090,,
MITSUBISHI,Shogun Sport,3.0 V6  ,A4,2972,Petrol,17.1,11.2,13.4,16.5,25.2,21.1,319,2068,71.0,0.313,0.089,0.024,,
MITSUBISHI,Shogun Sport,3.0 V6  ,M5,2972,Petrol,16.9,9.9,12.5,12.7,28.5,22.6,296,1931,74.0,0.164,0.055,0.036,,
MITSUBISHI,Shogun Sport,2.5,M5,2500,Diesel,13.1,9.0,10.5,21.6,31.4,26.9,275,1703,74.0,0.104,,0.560,0.574,0.060
MITSUBISHI,Shogun Sport,3.0 V6 BI-FUEL ,A4,2972,LPG,22.6,13.5,16.8,12.5,21.0,16.7,272,1274,72.0,0.650,0.068,0.038,,
MITSUBISHI,Shogun,3.5 SWB ,A5,3497,Petrol,19.5,11.1,14.2,14.2,25.4,19.9,339,2193,74.0,0.253,0.091,0.109,,
MITSUBISHI,Shogun,3.5 LWB ,A5,3497,Petrol,19.5,11.1,14.2,14.2,25.4,19.9,339,2193,74.0,0.235,0.091,0.109,,
MITSUBISHI,Shogun,3.2 SWB ,A5,3200,Diesel,13.3,8.8,10.5,21.2,32.1,26.9,278,1703,73.0,0.175,,0.583,0.604,0.072
MITSUBISHI,Shogun,3.2 LWB ,M5,3200,Diesel,12.1,7.9,9.5,23.3,35.8,29.7,251,1543,76.0,0.249,,0.583,0.604,0.034
MITSUBISHI,Shogun,3.2 LWB ,A5,3200,Diesel,13.3,8.8,10.5,21.2,32.1,26.9,278,1703,74.0,0.175,,0.583,0.604,0.072
MITSUBISHI,Lancer Evolution 8,260,M5,1997,Petrol,10.9,8.3,15.4,25.9,34.0,18.3,258,2385,71.0,1.578,0.128,0.033,,
MORGAN MOTOR COMPANY,Aero 8,Aero 8 ,M6,4398,Petrol,18.4,8.9,12.4,15.3,31.7,22.8,295,1914,74.0,0.528,0.045,0.046,0.091,
NISSAN,Micra ,1.0 3/5 door   ,M5,998,Petrol,7.1,5.1,5.8,39.8,55.4,48.7,141,896,71.0,0.490,0.102,0.104,,
NISSAN,Micra ,1.2 3/5 door  ,M5,1240,Petrol,7.4,5.1,5.9,38.2,55.4,47.9,143,911,72.0,0.793,0.070,0.042,,
NISSAN,Micra ,1.2 3/5 door  ,A4,1240,Petrol,8.2,5.7,6.6,34.4,49.6,42.8,161,1020,71.0,0.860,0.070,0.053,,
NISSAN,Micra ,1.4 3/5 door   ,M5,1386,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,154,974,72.0,0.726,0.044,0.026,,
NISSAN,Micra ,1.4 3/5 door  ,A4,1386,Petrol,8.6,5.8,6.8,32.8,48.7,41.5,163,1052,71.0,0.505,0.055,0.041,,
NISSAN,Micra ,1.5 3/5 door (65 PS) ,M5,1461,Diesel,5.6,4.0,4.6,50.4,70.6,61.4,122,746,71.0,0.133,,0.409,0.435,0.033
NISSAN,Micra ,1.5 3/5 door (82 PS) ,M5,1461,Diesel,5.4,4.0,4.5,52.3,70.6,62.3,119,736,72.0,0.193,,0.314,0.324,0.030
NISSAN,Almera,1.5 3/5 door  ,M5,1498,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,160,1034,70.0,0.684,0.052,0.028,,
NISSAN,Almera,1.8 3/5 door ,M5,1769,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,1158,73.0,0.589,0.024,0.020,,
NISSAN,Almera,1.8 4 door ,M5,1769,Petrol,10.4,6.0,7.6,27.2,47.1,37.2,183,1173,73.0,0.589,0.024,0.020,,
NISSAN,Almera,1.8 3/4/5 door  ,A4,1769,Petrol,10.6,6.2,7.8,26.6,45.6,36.2,187,1206,71.0,0.512,0.027,0.031,,
NISSAN,Almera,2.2 (112 PS)  ,M5,2184,Diesel,8.0,4.7,5.9,35.3,60.1,47.9,161,957,75.0,0.490,,0.378,0.428,0.030
NISSAN,Almera,2.2 dCi (136 PS)  ,M6,2184,Diesel,7.9,4.8,5.9,35.8,58.8,47.9,161,957,75.0,0.305,,0.454,0.513,0.042
NISSAN,Almera Tino ,1.8,MT,1769,Petrol,10.0,6.3,7.7,28.2,44.8,36.7,183,1189,72.0,0.449,0.035,0.010,,
NISSAN,Almera Tino ,1.8,AT,1769,Petrol,11.0,6.6,8.2,25.7,42.8,34.4,199,1269,68.0,0.746,0.071,0.082,,
NISSAN,Almera Tino ,2.2 dCi (136 PS) ,MT,2184,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,181,1071,71.0,0.206,,0.387,0.498,0.049
NISSAN,Almera Tino ,2.2 dCi (112 PS) ,MT,2184,Diesel,8.1,5.2,6.2,34.9,54.3,45.6,170,1005,72.0,0.336,,0.378,0.426,0.042
