Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
NISSAN,Almera,2.2 3/4/5 door,M5,2184,Diesel,7.9,4.7,5.9,35.8,60.1,47.9,157,427,III,73.0,0.020,0.410,,0.360,0.040
NISSAN,Almera,1.5 4 door,M5,1498,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,160,465,III,70.0,0.684,,0.052,0.028,
NISSAN,Primera - P12 Series,1.8 4 door ,5MT,1769,Petrol,9.6,6.1,7.4,29.4,46.3,38.2,177,514,III,71.0,0.640,,0.050,0.010,
NISSAN,Primera - P12 Series,1.8 4 door,4AT,1769,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,192,556,III,70.0,0.600,,0.070,0.070,
NISSAN,Primera - P12 Series,2.0 4 door ,A6,1998,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,612,III,67.0,0.580,,0.050,0.020,
NISSAN,Primera - P12 Series,2.2TD  4 door,M6,2184,Diesel,7.7,4.9,5.9,36.7,57.6,47.9,159,427,III,73.0,0.373,0.440,,0.393,0.035
NISSAN,Primera - P12 Series,1.8 Estate,5MT,1769,Petrol,9.6,6.1,7.4,29.4,46.3,38.2,177,514,III,71.0,0.640,,0.050,0.010,
NISSAN,Primera - P12 Series,1.8 Estate,4AT,1769,Petrol,10.4,6.6,8.0,27.2,42.8,35.3,192,556,III,70.0,0.600,,0.070,0.070,
NISSAN,Primera - P12 Series,2.0 Estate,A6,1998,Petrol,11.9,7.0,8.8,23.7,40.4,32.1,209,612,III,67.0,0.580,,0.050,0.020,
NISSAN,Primera - P12 Series,2.2TD Estate,M6,2184,Diesel,7.9,5.1,6.1,35.8,55.4,46.3,161,442,III,73.0,0.336,0.449,,0.406,0.042
NISSAN,Almera Tino,1.8,MT,1769,Petrol,10.3,6.3,7.8,27.4,44.8,36.2,186,543,III,73.0,0.355,,0.036,0.024,
NISSAN,Almera Tino,2.0,CVT,1998,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,223,646,III,70.4,0.653,,0.121,0.043,
NISSAN,Almera Tino,2.2,MT,2184,Diesel,8.3,5.3,6.4,34.0,53.3,44.1,168,464,III,75.0,0.212,0.438,,0.396,0.027
NISSAN,Maxima QX,2.0 V6,MT,1995,Petrol,12.3,7.3,9.2,23.0,38.7,30.7,220,640,III,70.0,0.664,,0.144,0.056,
NISSAN,Maxima QX,2.0 V6  ,AT,1995,Petrol,13.5,7.5,9.7,20.9,37.7,29.1,232,675,III,70.4,0.323,,0.138,0.072,
NISSAN,Maxima QX,3.0 V6,AT,2988,Petrol,15.1,7.8,10.5,18.7,36.2,26.9,252,730,III,69.5,0.421,,0.122,0.050,
NISSAN,X-TRAIL,2.2TD 4x4,M6,2184,Diesel,9.2,6.0,7.2,30.7,47.0,39.2,190,522,III,72.8,0.430,0.490,,0.450,0.040
NISSAN,X-TRAIL,2.0 4x4,MT,1998,Petrol,12.0,7.7,9.3,23.5,36.7,30.4,221,646,III,71.7,0.307,0.047,0.036,0.011,
NISSAN,X-TRAIL,2.0 4x4 Auto,AT,1998,Petrol,13.2,8.1,10.0,21.4,34.9,28.3,237,694,III,70.0,0.287,0.057,0.050,0.007,
NISSAN,Terrano II,2.7 Turbo Diesel 3 door,M5,2664,Diesel,11.8,8.6,9.8,23.9,32.8,28.8,260,710,III,73.0,0.747,0.748,,0.632,0.063
NISSAN,Terrano II,2.7 Turbo Diesel 5 door,M5,2664,Diesel,11.9,8.7,9.9,23.7,32.5,28.5,263,718,III,73.0,0.747,0.748,,0.632,0.063
NISSAN,Terrano II,3.0 Turbo Diesel 3 door,M5,2953,Diesel,11.3,7.4,8.8,25.0,38.2,32.1,232,637,III,74.0,0.537,0.720,,0.616,0.033
NISSAN,Terrano II,3.0 Turbo Diesel 5 door,M5,2953,Diesel,11.8,7.6,9.1,23.9,37.2,31.0,240,660,III,74.0,0.537,0.720,,0.616,0.033
NISSAN,Terrano II,3.0 Turbo Diesel 5 door,A4,2953,Diesel,12.8,8.3,9.9,22.1,34.0,28.5,262,718,III,73.0,0.180,0.718,,0.662,0.046
NISSAN,Patrol GR - Y61 Series,3.0 TDI 3/5 door,MT,2953,Diesel,14.3,8.8,10.8,19.8,32.1,26.0,288,787,III,73.9,0.490,0.710,,0.620,0.060
NISSAN,Patrol GR - Y61 Series,3.0 TDI 5 door,AT,2953,Diesel,14.1,9.0,10.8,20.0,31.0,26.0,287,787,III,72.2,0.510,0.640,,0.550,0.080
PERODUA,Perodua Kenari,GX Kenari,M5,989,Petrol,6.7,5.0,5.6,42.2,56.5,50.4,136,390,III,70.3,0.708,,0.059,0.022,
PERODUA,Perodua Kenari,EZ Kenari,A3,989,Petrol,8.0,6.1,6.8,35.3,46.3,41.5,165,473,III,70.0,0.808,,0.065,0.014,
PERODUA,Perodua Kelisa,EX Kelisa,M5,989,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,121,354,III,70.8,0.534,,0.052,0.008,
PERODUA,Perodua Kelisa,GX Kelisa,M5,989,Petrol,6.4,4.4,5.1,44.1,64.2,55.4,121,354,III,70.8,0.534,,0.052,0.008,
PERODUA,Perodua Kelisa,EZ Kelisa,A3,989,Petrol,7.7,5.8,6.5,36.7,48.7,43.5,153,451,III,70.0,0.996,,0.065,0.019,
PEUGEOT,106,1.1 (60 bhp),M5,1124,Petrol,8.0,5.0,6.1,35.3,56.5,46.3,145,424,III,74.0,0.379,,0.118,0.020,
PEUGEOT,106,1.4 (75 bhp),M5,1360,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,152,445,III,73.0,0.256,,0.058,0.030,
PEUGEOT,106,1.6 (120 bhp),M5,1587,Petrol,12.6,6.2,8.5,22.4,45.6,33.2,201,592,III,73.1,1.418,0.114,0.068,0.046,
PEUGEOT,106,1.5 D (58 bhp),M5,1527,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,138,377,III,72.6,0.344,0.403,,0.360,0.023
PEUGEOT,206,1.1 (60 bhp),M5,1124,Petrol,8.2,5.0,6.2,34.5,56.5,45.6,148,431,III,73.5,0.828,,0.092,0.022,
PEUGEOT,206,1.4 (75 bhp),M5,1360,Petrol,8.4,5.0,6.3,33.6,56.5,44.8,149,438,III,71.7,0.467,,0.078,0.016,
PEUGEOT,206,1.4 (75 bhp),A4,1360,Petrol,9.5,5.4,6.9,29.7,52.3,40.9,165,480,III,71.4,0.503,,0.100,0.024,
PEUGEOT,206,1.6 (110 bhp),M5,1587,Petrol,8.6,5.1,6.4,32.9,55.4,44.1,153,445,III,73.1,0.200,,0.055,0.008,
PEUGEOT,206,1.6 (110 bhp),A4,1587,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,171,493,III,73.0,0.253,,0.037,0.048,
PEUGEOT,206,1.6 (110 bhp) XSi,M5,1587,Petrol,8.7,5.7,6.8,32.5,49.6,41.5,161,473,III,73.1,0.120,,0.034,0.019,
PEUGEOT,206,2.0 (138 bhp),M5,1997,Petrol,10.7,6.1,7.7,26.4,46.3,36.7,185,535,III,73.7,1.190,,0.119,0.053,
PEUGEOT,206,1.9 D (70 bhp),M5,1868,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,144,398,III,71.8,0.307,0.449,,0.387,0.035
PEUGEOT,206,2.0 HDi (90 bhp),M5,1997,Diesel,6.6,4.1,5.0,42.8,68.9,56.5,136,362,III,72.1,0.224,0.482,,0.452,0.026
PEUGEOT,206,2.0 HDi Sport (90 bhp),M5,1997,Diesel,6.9,4.4,5.3,40.9,64.2,53.3,144,384,III,72.1,0.349,0.466,,,0.038
PEUGEOT,206,2.0 HDi (90 bhp) ECO,M5,1997,Diesel,5.8,3.8,4.5,48.7,74.4,62.8,120,326,III,73.2,0.331,0.459,,0.413,0.029
PEUGEOT,206,1.6 (110 bhp) Coupé/Cabriolet,M5,1587,Petrol,9.5,5.7,7.0,29.7,49.6,40.4,166,486,III,71.5,1.058,,0.108,0.034,
PEUGEOT,206,1.6 (110 bhp) Coupé/Cabriolet,A4,1587,Petrol,10.6,6.0,7.7,26.7,47.1,36.7,183,535,III,71.0,0.318,,0.062,0.076,
PEUGEOT,206,2.0 (138 bhp) Coupé/Cabriolet,M5,1997,Petrol,11.2,6.2,8.0,25.2,45.6,35.3,191,556,III,73.7,1.204,,0.113,0.054,
PEUGEOT,206,1.4 HDi (70 bhp),M5,1398,Diesel,5.5,3.6,4.3,51.4,78.5,65.7,113,311,III,71.0,0.517,0.346,,0.283,0.030
PEUGEOT,306,1.4 (75 bhp),M5,1360,Petrol,8.6,5.5,6.6,32.9,51.4,42.8,156,459,III,72.5,0.547,,0.103,0.013,
PEUGEOT,306,1.6 (100 bhp),M5,1587,Petrol,9.1,5.6,6.9,31.0,50.5,40.9,165,480,III,73.8,0.437,,0.067,0.025,
PEUGEOT,306,1.6 (100 bhp),A4,1587,Petrol,11.0,6.0,7.8,25.7,47.1,36.2,185,543,III,72.1,0.632,,0.074,0.014,
PEUGEOT,306,1.8 (112 bhp),M5,1761,Petrol,11.8,6.5,8.4,23.9,43.5,33.6,196,584,III,73.2,0.265,,0.028,0.020,
PEUGEOT,306,1.9 D (70 bhp),M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,449,III,73.6,0.040,0.395,,,0.042
PEUGEOT,306,2.0 HDi (90 bhp),M5,1997,Diesel,7.2,4.3,5.4,39.2,65.7,52.3,141,391,III,73.3,0.548,0.461,,0.408,0.036
PEUGEOT,306,2.0 HDi Sport (90 bhp),M5,1997,Diesel,7.5,4.5,5.6,37.7,62.8,50.5,146,405,III,73.3,0.548,0.461,,0.408,0.036
PEUGEOT,306,1.6 (100 bhp) Cabriolet,A4,1587,Petrol,11.1,6.2,8.0,25.5,45.6,35.3,189,556,III,72.1,0.786,,0.090,0.014,
PEUGEOT,306,1.8 (112 bhp) Cabriolet,M5,1761,Petrol,11.9,6.6,8.5,23.7,42.8,33.2,198,592,III,73.2,0.265,,0.028,0.020,
PEUGEOT,307,1.4 (75 bhp),M5,1360,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,159,465,III,71.7,1.117,,0.096,0.025,
PEUGEOT,307,1.6 (110 bhp),M5,1587,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,169,501,III,72.4,0.258,,0.059,0.042,
PEUGEOT,307,1.6 (110 bhp),A4,1587,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,189,549,III,72.9,0.962,,0.114,0.118,
PEUGEOT,307,2.0 (138 bhp),M5,1997,Petrol,10.9,6.2,7.9,25.9,45.6,35.8,188,549,III,72.8,1.068,,0.164,0.127,
PEUGEOT,307,1.4 HDi (70 bhp),M5,1398,Diesel,5.5,4.0,4.5,51.3,70.5,62.7,120,326,III,71.8,0.264,0.397,,0.355,0.038
PEUGEOT,307,2.0 HDi (90 bhp),M5,1997,Diesel,6.9,4.3,5.2,40.9,65.7,54.3,138,377,III,72.8,0.542,0.416,,,0.025
PEUGEOT,307,2.0 HDi FAP (110 bhp),M5,1997,Diesel,7.0,4.2,5.2,40.4,67.3,54.1,138,378,III,74.0,0.100,0.370,0.030,0.339,0.003
PEUGEOT,307,2.0 (138 bhp),A4,1997,Petrol,12.4,6.0,8.3,22.8,47.1,34.0,198,578,III,73.7,0.976,,0.098,0.037,
PEUGEOT,406 Saloon,1.8 (116 bhp),M5,1749,Petrol,10.6,6.0,7.7,26.7,47.1,36.7,182,535,III,72.4,0.376,,0.061,0.066,
PEUGEOT,406 Saloon,2.0 (138 bhp),M5,1997,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,197,578,III,74.0,0.523,0.113,0.065,0.048,
PEUGEOT,406 Saloon,2.0 (138 bhp),A4,1997,Petrol,12.3,6.5,8.6,23.0,43.5,32.9,206,597,III,72.4,0.727,,0.198,0.137,
PEUGEOT,406 Saloon,3.0 V6 (210 bhp),M5,2946,Petrol,13.7,7.2,9.6,20.6,39.2,29.4,229,668,III,74.0,0.126,0.090,0.053,0.037,
PEUGEOT,406 Saloon,3.0 V6 (210 bhp),A4,2946,Petrol,14.3,7.5,10.0,19.8,37.7,28.3,238,694,III,73.5,0.161,0.076,0.061,0.014,
PEUGEOT,406 Saloon,2.0 HDi (90 bhp),M5,1997,Diesel,7.4,4.4,5.5,38.2,64.2,51.4,148,398,III,72.5,0.065,0.423,,0.409,0.040
PEUGEOT,406 Saloon,2.0 HDi (110 bhp),M5,1997,Diesel,7.5,4.5,5.6,37.7,62.8,50.5,147,405,III,72.9,0.384,0.421,,0.388,0.030
PEUGEOT,406 Saloon,2.2 HDi FAP (136 bhp),M5,2179,Diesel,8.8,4.9,6.4,32.1,57.7,44.1,168,464,III,73.1,0.197,0.348,,0.321,0.001
PEUGEOT,406 Saloon,2.0 HDi (110 bhp),A4,1997,Diesel,8.9,5.1,6.5,31.7,55.4,43.5,173,470,III,72.2,0.177,0.470,,0.439,0.025
PEUGEOT,406 Saloon,2.2 (160 bhp),M5,2230,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,210,612,III,74.0,1.106,,0.115,0.086,
PEUGEOT,406 Saloon,2.0 HPi (143 bhp),M5,1997,Petrol,10.3,6.0,7.5,27.4,47.1,37.7,177,521,III,73.7,0.337,,0.124,0.138,
PEUGEOT,406 Coupé,2.0 (138 bhp),M5,1997,Petrol,11.5,6.5,8.3,24.6,43.5,34.0,197,578,III,74.0,0.625,0.131,0.073,0.058,
PEUGEOT,406 Coupé,2.0 (138 bhp),A4,1997,Petrol,12.3,6.5,8.6,23.0,43.5,32.9,206,597,III,72.4,0.655,,0.190,0.122,
PEUGEOT,406 Coupé,3.0 V6 (210 bhp),M5,2946,Petrol,14.4,7.4,10.0,19.6,38.2,28.3,238,694,III,71.0,0.148,0.078,0.053,0.025,
PEUGEOT,406 Coupé,3.0 V6 (210 bhp),A4,2946,Petrol,14.7,7.8,10.4,19.2,36.2,27.2,248,722,III,73.5,0.190,0.086,0.072,0.014,
PEUGEOT,406 Coupé,2.2 HDi FAP (136 bhp),M5,2179,Diesel,8.8,4.9,6.4,32.1,57.7,44.1,168,464,III,73.4,0.163,0.377,,0.352,0.002
PEUGEOT,406 Estate,1.8 (116 bhp),M5,1749,Petrol,10.8,6.2,7.9,26.2,45.6,35.8,187,549,III,72.4,0.415,,0.070,0.066,
PEUGEOT,406 Estate,2.0 (138 bhp),M5,1997,Petrol,11.5,6.6,8.4,24.6,42.8,33.6,200,584,III,74.0,0.486,0.134,0.077,0.058,
PEUGEOT,406 Estate,2.0 (138 bhp),A4,1997,Petrol,12.3,6.6,8.7,23.0,42.8,32.5,208,604,III,72.4,0.631,,0.174,0.100,
PEUGEOT,406 Estate,3.0 V6 (210 bhp),M5,2946,Petrol,13.9,7.4,9.8,20.3,38.2,28.8,234,682,III,74.0,0.132,0.091,0.052,0.040,
PEUGEOT,406 Estate,3.0 V6 (210 bhp),A4,2946,Petrol,14.5,7.7,10.2,19.5,36.7,27.7,243,709,III,73.5,0.140,0.084,0.062,0.022,
PEUGEOT,406 Estate,2.0 HDi (90 bhp),M5,1997,Diesel,7.5,4.6,5.7,37.7,61.4,49.6,151,412,III,72.5,0.064,0.445,,0.433,0.044
PEUGEOT,406 Estate,2.0 HDi (110 bhp),M5,1997,Diesel,7.5,4.6,5.7,37.7,61.4,49.6,149,412,III,72.9,0.409,0.443,,0.404,0.032
PEUGEOT,406 Estate,2.2 HDi FAP (136 bhp),M5,2179,Diesel,8.8,5.1,6.5,32.1,55.4,43.5,170,470,III,73.1,0.141,0.388,,0.364,0.001
PEUGEOT,406 Estate,2.2 (160 bhp),M5,2230,Petrol,12.8,6.7,8.9,22.1,42.2,31.7,212,620,III,74.0,1.154,,0.127,0.173,
PEUGEOT,406 Estate,2.0 HPi (143 bhp),M5,1997,Petrol,10.4,6.2,7.7,27.2,45.6,36.7,185,535,III,73.7,0.362,,0.113,0.042,
PEUGEOT,607,2.0 (138 bhp),M5,1997,Petrol,12.3,6.6,8.6,23.0,42.8,32.9,205,597,III,74.0,0.378,,0.125,0.110,
PEUGEOT,607,2.2 (160 bhp),M5,2230,Petrol,12.7,7.2,9.2,22.2,39.2,30.7,219,640,III,73.6,1.175,,0.100,0.072,
PEUGEOT,607,2.2 (160 bhp),A4,2230,Petrol,13.4,7.1,9.4,21.1,39.8,30.1,225,652,III,72.3,0.851,,0.131,0.103,
PEUGEOT,607,3.0 V6 (210 bhp),M5,2946,Petrol,14.0,7.4,9.8,20.2,38.2,28.8,234,682,III,73.8,0.590,,0.124,0.037,
PEUGEOT,607,3.0 V6 (210 bhp),A4,2946,Petrol,14.4,7.8,10.2,19.6,36.2,27.7,245,709,III,72.9,0.596,,0.132,0.016,
PEUGEOT,607,2.2 HDi FAP (136 bhp),M5,2179,Diesel,8.9,5.5,6.7,31.7,51.4,42.2,178,485,III,72.7,0.258,0.403,,0.331,0.006
PEUGEOT,607,2.2 HDi FAP (136 bhp),A4,2179,Diesel,9.8,5.8,7.2,28.8,48.7,39.2,193,522,III,71.6,0.094,0.487,,0.465,0.001
PEUGEOT,607,2.0 HDi FAP (110 bhp),M5,1997,Diesel,8.0,4.8,6.0,35.3,58.9,47.1,160,434,III,73.9,0.073,0.331,,0.318,0.001
PEUGEOT,806,2.0 (139 bhp),M5,1997,Petrol,12.3,7.4,9.2,23.0,38.2,30.7,221,640,III,72.3,0.259,,0.032,0.037,
PEUGEOT,806,2.0 (139 bhp),A4,1997,Petrol,13.6,7.6,9.7,20.8,37.2,29.1,232,675,III,73.6,0.497,,0.079,0.035,
PEUGEOT,806,2.0 HDi 16v (110 bhp),M5,1997,Diesel,8.8,5.9,6.9,32.1,47.9,40.9,184,500,III,74.7,0.367,0.493,,0.444,0.044
PEUGEOT,Expert Combi,2.0 HDi 16v (110 bhp),M5,1997,Diesel,8.9,6.0,7.0,31.7,47.1,40.4,186,506,III,74.7,0.321,0.513,,0.470,0.031
PEUGEOT,Partner Combi,1.4 (75 bhp),M5,1360,Petrol,8.9,6.0,7.1,31.7,47.1,39.8,168,493,III,73.2,0.742,,0.121,0.019,
PEUGEOT,Partner Combi,1.9 D (70 bhp),M5,1868,Diesel,8.7,5.8,6.9,32.5,48.7,40.9,181,500,III,72.7,0.198,0.411,,0.394,0.040
PEUGEOT,307 Estate / SW,1.4 (75 bhp),M5,1360,Petrol,9.0,5.6,6.9,31.4,50.5,40.9,163,480,III,73.8,0.631,,0.089,0.030,
PEUGEOT,307 Estate / SW,1.6 (110 bhp),M5,1587,Petrol,9.9,6.3,7.7,28.5,44.8,36.7,178,535,III,72.8,0.366,,0.050,0.146,
PEUGEOT,307 Estate / SW,1.6 (110 bhp),A4,1587,Petrol,11.2,6.4,8.3,25.2,44.1,34.0,194,578,III,72.9,0.862,,0.094,0.110,
PEUGEOT,307 Estate / SW,2.0 (138 bhp),M5,1997,Petrol,11.5,6.3,8.3,24.6,44.8,34.0,194,578,III,73.0,0.470,,0.076,0.056,
PEUGEOT,307 Estate / SW,1.4 HDi (70 bhp),M5,1398,Diesel,5.7,4.2,4.7,49.6,67.3,60.1,124,340,III,71.8,0.233,0.419,,0.384,0.038
PEUGEOT,307 Estate / SW,2.0 HDi (90 bhp),M5,1997,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,143,391,III,72.8,0.160,0.438,,0.409,0.037
PEUGEOT,307 Estate / SW,2.0 HDi FAP (110 bhp),M5,1997,Diesel,7.2,4.4,5.4,39.2,64.2,52.3,143,391,III,74.0,0.096,0.389,,0.360,0.001
PORSCHE,All Models,911 Carrera Coupé,M6,3596,Petrol,16.1,8.1,11.1,17.5,34.8,25.4,269,773,III,75.0,0.229,0.091,0.061,0.030,
PORSCHE,All Models,911 Carrera Coupé Tiptronic S,A5,3596,Petrol,16.9,8.1,11.3,16.7,34.8,25.0,274,786,III,74.0,0.626,0.124,0.096,0.028,
PORSCHE,All Models,911 Carrera 4 Coupé,M6,3596,Petrol,16.3,8.3,11.3,17.3,34.0,25.0,274,786,III,75.0,0.394,0.090,0.069,0.021,
PORSCHE,All Models,911 Carrera 4 Coupé Tiptronic S,A5,3596,Petrol,18.1,8.7,11.9,15.6,32.4,23.7,289,829,III,74.0,0.966,0.132,0.101,0.031,
PORSCHE,All Models,911 Carrera Cabriolet,M6,3596,Petrol,16.1,8.1,11.1,17.5,34.8,25.4,269,773,III,75.0,0.229,0.091,0.061,0.030,
PORSCHE,All Models,911 Carrera Cabriolet Tiptronic S,A5,3596,Petrol,16.9,8.1,11.3,16.7,34.8,25.0,274,786,III,74.0,0.626,0.124,0.096,0.028,
PORSCHE,All Models,911 Carrera 4 Cabriolet,M6,3596,Petrol,16.3,8.3,11.3,17.3,34.0,25.0,274,786,III,75.0,0.394,0.090,0.069,0.021,
PORSCHE,All Models,911 Carrera 4 Cabriolet Tiptronic S,A5,3596,Petrol,18.1,8.7,11.9,15.6,32.4,23.7,289,829,III,74.0,0.966,0.132,0.101,0.031,
PORSCHE,All Models,911 Carrera 4S,M6,3596,Petrol,16.3,8.5,11.4,17.3,33.2,24.7,277,795,III,75.0,0.347,0.084,0.064,0.020,
PORSCHE,All Models,911 Carrera 4S Tiptronic S,A5,3596,Petrol,18.2,8.9,12.1,15.5,31.7,23.3,294,843,III,74.0,0.876,0.124,0.095,0.029,
PORSCHE,All Models,911 Turbo,M6,3600,Petrol,18.9,9.2,12.9,14.9,30.7,21.9,309,897,III,75.0,0.303,0.073,0.054,0.019,
PORSCHE,All Models,911 Turbo Tiptronic S,A5,3600,Petrol,21.9,9.6,13.9,12.9,29.4,20.3,339,967,III,73.0,0.404,0.120,0.088,0.032
PORSCHE,All Models,Boxster,M5,2687,Petrol,14.6,7.4,9.9,19.3,38.1,28.5,245,689,III,75.0,0.798,,0.107,0.055
PORSCHE,All Models,Boxster Tiptronic S,A5,2687,Petrol,15.9,8.0,10.9,17.9,35.3,25.9,264,758,III,74.0,1.252,,0.199,0.077
PORSCHE,All Models,Boxster S,M6,3179,Petrol,15.7,8.0,10.7,18.0,35.3,26.4,265,744,III,75.0,0.613,,0.088,0.048
PORSCHE,All Models,Boxster S Tiptronic S,A5,3179,Petrol,17.2,8.2,11.3,16.4,34.4,25.0,280,786,III,74.0,1.223,,0.149,0.047
PORSCHE,Porsche 911 GT2,911 GT2,M6,3600,Petrol,18.9,9.3,12.9,14.9,30.3,21.9,309,897,III,74.0,0.431,0.092,0.063,0.029
PORSCHE,911 Targa,911 Targa Tiptronic S,A5,3596,Petrol,16.9,8.1,11.3,16.7,34.8,25.0,274,786,III,74.0,0.626,0.124,0.096,0.028
PORSCHE,911 Targa,911 Targa,M6,3596,Petrol,16.1,8.1,11.1,17.5,34.8,25.4,269,773,III,75.0,0.229,0.091,0.061,0.030
PROTON,Satria,1300 3 Door Hatchback,M5,1299,Petrol,11.7,6.4,8.4,24.1,44.3,33.7,200,583,III,73.7,0.450,,0.180,0.050
PROTON,Satria,1500 3 Door Hatchback,M5,1468,Petrol,12.4,6.7,8.8,22.8,42.2,32.7,211,601,III,71.6,0.410,,0.150,0.040
PROTON,Satria,1500 3 Door Hatchback,A3,1468,Petrol,11.7,6.6,8.5,24.1,42.8,33.4,202,588,III,71.5,0.580,,0.180,0.090
PROTON,Satria,1600 3 Door Hatchback,M5,1597,Petrol,15.3,6.7,9.9,18.4,42.2,28.5,236,689,III,73.4,0.880,,0.110,0.050
PROTON,Satria,1800 DOHC,M5,1834,Petrol,14.0,6.9,9.5,20.2,41.1,29.8,227,659,III,72.6,0.710,,0.170,0.440
PROTON,Wira,1300 4 Door Saloon,M5,1299,Petrol,11.7,6.4,8.4,24.1,44.3,33.7,200,583,III,69.0,0.450,,0.180,0.050
PROTON,Wira,1300 5 Door Hatchback,M5,1299,Petrol,11.7,6.4,8.4,24.1,44.3,33.7,200,583,III,69.0,0.450,,0.180,0.050
PROTON,Wira,1500 4 Door Saloon,M5,1468,Petrol,12.4,6.7,8.8,22.8,42.2,32.1,211,612,III,72.4,0.410,,0.150,0.040
PROTON,Wira,1500 4 Door Saloon,A3,1468,Petrol,11.7,6.6,8.5,24.1,42.8,33.4,202,588,III,71.4,0.580,,0.180,0.090,
PROTON,Wira,1500 5 Door Hatchback,M5,1468,Petrol,12.4,6.7,8.8,22.8,42.2,32.1,211,612,III,72.4,0.410,,0.150,0.040,
PROTON,Wira,1500 5 Door Hatchback,A3,1468,Petrol,11.7,6.6,8.5,24.1,42.8,33.4,202,588,III,71.4,0.580,,0.180,0.090,
PROTON,Wira,1600 4 Door Saloon,M3,1597,Petrol,15.3,6.7,9.9,18.4,42.2,28.5,236,689,III,73.4,0.880,,0.110,0.050,
PROTON,Wira,1600 4 Door Saloon,A3,1597,Petrol,14.4,7.0,9.7,19.6,40.6,29.1,232,675,III,71.8,0.710,,0.180,0.110,
PROTON,Wira,1600 5 Door Hatchback,M5,1597,Petrol,15.3,6.7,9.9,18.4,42.2,28.5,236,689,III,73.3,0.880,,0.110,0.050,
PROTON,Wira,1600 5 Door Hatchback,A4,1597,Petrol,14.4,7.0,9.7,19.6,40.6,29.1,232,675,III,71.8,0.710,,0.180,0.110,
PROTON,Wira,1800 4 Door DOHC,M5,1834,Petrol,14.0,6.9,9.5,20.2,41.1,29.8,227,659,III,73.7,0.710,,0.170,0.440,
PROTON,Wira,1800 5 Door DOHC,M5,1834,Petrol,14.0,6.9,9.5,20.2,41.1,29.9,227,657,III,73.3,0.710,,0.170,0.440,
PROTON,Putra,1300 2 Door Saloon,M5,1299,Petrol,11.7,6.4,8.4,24.1,44.3,33.7,200,583,III,73.7,0.450,,0.180,0.050,
PROTON,Putra,1800 DOHC,M5,1834,Petrol,14.0,6.9,9.5,20.2,41.1,29.8,227,659,III,72.6,0.710,,0.170,0.440,
PROTON,Impian,1600 X,A4,1584,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,215,625,III,73.0,0.940,,0.102,0.010,
PROTON,Impian,1600,A4,1584,Petrol,12.2,7.1,9.0,23.2,39.8,31.4,215,625,III,73.0,0.940,,0.102,0.010,
RENAULT,Clio (all versions and trim levels),1.9 dTi From VIN C/BB0V0F,M5,1870,Diesel,6.7,4.3,5.2,42.2,65.7,54.3,139,377,III,74.8,0.098,0.376,,0.366,0.030
RENAULT,Clio (all versions and trim levels),3.0 V6 24V From VIN C61A06,M6,2946,Petrol,14.9,8.9,11.2,19.0,31.7,25.2,267,779,III,75.0,1.260,,0.171,0.099,
RENAULT,New Clio (all versions and trim levels),1.2 From VIN C/BB0FCF,M5,1149,Petrol,7.9,4.9,6.0,35.8,57.6,47.1,143,417,III,70.6,0.844,,0.070,0.017,
RENAULT,New Clio (all versions and trim levels),1.2 16V From VIN C/BB05CF,M5,1149,Petrol,7.8,4.9,5.9,36.2,57.6,47.9,139,410,III,73.0,0.268,,0.091,0.072,
RENAULT,New Clio (all versions and trim levels),1.4 16V From VIN C/BB0P0G,M5,1390,Petrol,9.2,5.3,6.7,30.7,53.3,42.2,160,465,III,73.4,0.378,,0.071,0.034,
RENAULT,New Clio (all versions and trim levels),1.6 16V From VIN C/BB1D0F,M5,1598,Petrol,9.5,5.9,7.2,29.7,47.9,39.2,170,501,III,74.0,0.778,,0.089,0.023,
RENAULT,New Clio (all versions and trim levels),2.0  16V From VIN C/CB1T0F,M5,1998,Petrol,11.2,6.3,8.1,25.2,44.8,34.9,194,563,III,73.6,0.788,,0.076,0.034,
