Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
VAUXHALL,"New Zafira, MY2006",1.9CDTi 120PS 5 Door MPV,M6,1910,Diesel,7.7,5.2,6.1,36.6,54.3,46.3,165,1108,III,74,0.056,,0.161,0.183,0.042
VAUXHALL,"New Zafira, MY2006",1.9CDTi 150PS 5 Door MPV,M6,1910,Diesel,7.8,5.3,6.2,36.2,53.2,45.5,167,1127,III,73,0.035,,0.283,0.301,0.022
VAUXHALL,"New Zafira, MY2006",1.9CDTi 150PS 5 Door MPV,M6,1910,Diesel,7.8,5.3,6.2,36.2,53.2,45.5,167,1127,III,75,0.114,,0.221,0.237,0
VAUXHALL,"New Zafira, MY2006",1.9CDTi 150PS 5 Door MPV,A6,1910,Diesel,9.8,5.7,7.2,28.8,49.5,39.2,194,1308,III,75,0.016,,0.217,0.225,0.001
VOLKSWAGEN,Lupo,1.4 (75 PS),M5,1422,Diesel,5.7,3.6,4.4,49.6,78.5,64.2,119,799,III,73,0.095,,0.428,0.447,0.017
VOLKSWAGEN,Lupo,1.7 (60 PS),M5,1716,Diesel,5.9,3.6,4.4,47.9,78.5,64.2,119,799,III,73,0.333,,0.332,0.385,0.024
VOLKSWAGEN,Polo,1.9 TDI PD (100 PS),M5,1896,Diesel,6.5,4.1,5,43.5,68.9,56.5,135,908,III,74,0.067,,0.32,0.33,0.027
VOLKSWAGEN,Bora,1.9 TDI PD Tiptronic (100 PS),A5,1896,Diesel,8.8,5.3,6.6,32.1,53.3,42.8,178,1198,III,69,0.115,,0.432,0.456,0.028
VOLKSWAGEN,Bora,1.9 TDI PD (100 PS),M5,1896,Diesel,6.8,4.4,5.3,41.5,64.2,53.3,143,962,III,74,0.073,,0.33,0.355,0.025
VOLKSWAGEN,Bora,1.9 TDI (130 PS),M6,1896,Diesel,7.2,4.6,5.5,39.2,61.4,51.4,149,998,III,72,0.081,,0.376,0.392,0.029
VOLKSWAGEN,Bora,1.9 TDI Tiptronic (130 PS),A5,1896,Diesel,9.1,5.2,6.6,31,54.3,42.8,178,1198,III,72,0.033,,0.45,0.462,0.027
VOLKSWAGEN,Passat Saloon,1.9 TDI PD (100 PS),A4,1896,Diesel,9.6,5.4,6.9,29.4,52.3,40.9,186,1254,III,72,0.16,,0.422,0.465,0.033
VOLKSWAGEN,Passat Saloon,1.9 TDI PD (100 PS),M5,1896,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,151,1017,III,72,0.137,,0.42,0.454,0.03
VOLKSWAGEN,Passat Saloon,1.9 TDI PD (130 PS),M5,1896,Diesel,7.8,4.7,5.8,36.2,60.1,48.7,154,1053,III,72,0.151,,0.382,0.412,0.023
VOLKSWAGEN,Passat Saloon,1.9 TDI PD (130 PS),M6,1896,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,157,1053,III,74,0.181,,0.313,0.34,0.04
VOLKSWAGEN,Passat Saloon,1.9 TDI PD Tiptronic (130 PS),A5,1896,Diesel,10.1,5.6,7.2,28,50.4,39.2,194,1308,III,70,0.131,,0.412,0.44,0.032
VOLKSWAGEN,Passat Saloon,1.9 TDI PD 4MOTION  (130 PS),QM6,1896,Diesel,8.5,5.3,6.5,33.2,53.3,43.5,176,1179,III,74,0.129,,0.461,0.487,0.027
VOLKSWAGEN,Passat Estate,1.9 TDI PD (100 PS),A4,1896,Diesel,9.7,5.5,7,29.1,51.4,40.4,189,1269,III,72,0.16,,0.422,0.465,0.033
VOLKSWAGEN,Passat Estate,1.9 TDI PD (100 PS),M5,1896,Diesel,7.3,4.8,5.7,38.7,58.9,49.6,154,1034,III,72,0.137,,0.42,0.454,0.03
VOLKSWAGEN,Passat Estate,1.9 TDI PD (130 PS),M5,1896,Diesel,7.8,4.8,5.9,36.2,58.9,47.9,159,1071,III,72,0.151,,0.382,0.412,0.023
VOLKSWAGEN,Passat Estate,1.9 TDI PD (130 PS),M6,1896,Diesel,7.7,5,6,36.7,56.5,47.1,162,1089,III,74,0.181,,0.313,0.34,0.04
VOLKSWAGEN,Passat Estate,1.9 TDI PD Tiptronic (130 PS),A5,1896,Diesel,10.2,5.8,7.3,27.7,48.7,38.7,197,1325,III,70,0.131,,0.412,0.44,0.032
VOLKSWAGEN,Passat Estate,1.9 TDI PD 4MOTION (130 PS),QM6,1896,Diesel,8.6,5.5,6.6,32.8,51.4,42.8,178,1198,III,74,0.129,,0.461,0.487,0.027
VOLKSWAGEN,Touareg,2.5 TDI (174 PS),M6,2461,Diesel,13.2,7.8,9.8,21.4,36.2,28.8,265,1781,III,76,0.119,,0.425,0.593,0.06
VOLKSWAGEN,Touareg,2.5 TDI (174 PS),A6,2461,Diesel,13.6,8.1,10.1,20.8,34.9,28,273,1831,III,74,0.109,,0.546,0.561,0.061
VOLKSWAGEN,Touareg,5.0 V10 TDI (313 PS) ,A6,4921,Diesel,17.1,9.8,12.3,16.5,28.8,23,332,2230,III,72,0.261,,0.525,0.56,0.07
VOLKSWAGEN,Phaeton,5.0 V10 TDI 4MOTION (312 PS),QA6,4921,Diesel,16.5,8.5,11.4,17.1,33.2,24.8,308,2068,III,70,0.382,,0.342,0.401,0.033
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",104 PS TDI PD 1.9,M5,1896,Diesel,9.5,6.7,7.7,29.7,42.2,36.7,208,1397,III,72,0.133,,0.628,0.652,0.07
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",130 PS TDI PD 2.5,M6,2461,Diesel,11.2,7,8.5,25.2,40.4,33.2,230,1545,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",130 PS TDI PD 2.5,A6,2461,Diesel,12.3,7.6,9.3,23,37.2,30.4,251,1687,III,73,0.029,,0.608,0.617,0.064
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",174 PS TDI PD 2.5,M6,2461,Diesel,11,6.8,8.3,25.7,41.5,34,224,1508,III,74,0.045,,0.642,0.654,0.057
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",174 PS TDI PD 2.5,A6,2461,Diesel,12.1,7.4,9.1,23.3,38.2,31,246,1654,III,74,0.026,,0.556,0.565,0.066
VOLKSWAGEN C.V.,"Caravelle (SE,Executive) ",174 PS TDI PD 2.5 4MOTION,QM6,2461,Diesel,12.4,7.6,9.4,22.8,37.2,30.1,254,1704,III,74,0.109,,0.711,0.727,0.079
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30 (85 PS) TDI PD 1.9ltr,M5,1896,Diesel,9.5,6.7,7.7,29.7,42.2,36.7,208,1397,III,73,0.088,,0.604,0.617,0.056
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30/T32 (104 PS) TDI PD 1.9ltr,M5,1896,Diesel,10,7,8.1,28.2,40.4,34.9,219,1469,III,75,0.074,,0.605,0.622,0.06
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30/T32 (130 PS) TDI PD 2.5ltr,M6,2461,Diesel,11.2,7,8.5,25.2,40.4,33.2,230,1545,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30 (130 PS) TDI PD 2.5ltr,A6,2461,Diesel,12.3,7.6,9.3,23,37.2,30.4,251,1687,III,73,0.029,,0.608,0.617,0.064
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30/T32 (174 PS) TDI PD 2.5ltr,M6,2461,Diesel,11,6.8,8.3,25.7,41.5,34,224,1508,III,74,0.045,,0.642,0.654,0.057
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB Low Roof  ,T30 (130 PS) TDI PD 2.5ltr 4MOTION,QM6,2461,Diesel,12.4,7.6,9.4,22.8,37.2,30.1,254,1704,III,75,0.065,,0.687,0.7,0.051
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30 (85 PS) TDI PD 1.9ltr,M5,1896,Diesel,9.5,6.7,7.7,29.7,42.2,36.7,208,1397,III,73,0.088,,0.604,0.617,0.056
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30/T32 (104 PS) TDI PD 1.9ltr,M5,1896,Diesel,10,7.1,8.2,28.2,39.8,34.4,221,1491,III,75,0.074,,0.605,0.622,0.06
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30/T32 (130 PS) TDI PD 2.5ltr,M6,2461,Diesel,11.2,7.1,8.6,25.2,39.8,32.8,232,1563,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30 (130 PS) TDI PD 2.5ltr,A6,2461,Diesel,12.3,7.7,9.4,23,36.7,30.1,254,1704,III,73,0.029,,0.608,0.617,0.064
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30/T32 (174 PS) TDI PD 2.5ltr,M6,2461,Diesel,11,6.9,8.4,25.7,40.9,33.6,227,1526,III,74,0.045,,0.642,0.654,0.057
VOLKSWAGEN C.V.,Transporter Window Van SWB & LWB  Medium Roof ,T30 (130 PS) TDI PD 2.5ltr 4MOTION,QM6,2461,Diesel,12.4,7.6,9.4,22.8,37.2,30.1,254,1704,III,75,0.065,,0.687,0.7,0.051
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,T30/T32 (104 PS) TDI PD 1.9ltr,M5,1896,Diesel,10.1,7.3,8.3,28,38.7,34,224,1508,III,75,0.074,,0.605,0.622,0.06
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,T32 (130 PS) TDI PD 2.5ltr,M6,2461,Diesel,11.2,7.4,8.8,25.2,38.2,32.1,238,1597,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,Transporter Window Van LWB Highroof ,T30/T32 (174 PS) TDI PD 2.5ltr,M6,2461,Diesel,11.2,7.2,8.6,25.2,39.2,32.8,238,1563,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (85 PS) TDI PD 1.9ltr,M5,1896,Diesel,9.5,6.7,7.7,29.7,42.2,36.7,208,1397,III,73,0.088,,0.604,0.617,0.056
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (104 PS) TDI PD 1.9ltr,M5,1896,Diesel,9.5,6.7,7.7,29.7,42.2,36.7,208,1397,III,72,0.133,,0.628,0.652,0.07
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (130 PS) TDI PD 2.5ltr,M6,2461,Diesel,11.2,6.8,8.5,25.2,41.5,33.2,230,1545,III,74,0.089,,0.747,0.761,0.043
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (130 PS) TDI PD 2.5ltr,A6,2461,Diesel,12.3,7.6,9.3,23,37.2,30.4,251,1687,III,73,0.029,,0.608,0.617,0.064
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (174 PS) TDI PD 2.5ltr,M6,2461,Diesel,11,6.8,8.3,25.7,41.5,34,224,1508,III,74,0.045,,0.642,0.654,0.057
VOLKSWAGEN C.V.,"Transporter Shuttle SWB & LWB (S, SE)",T30 (130 PS) TDI PD 2.5ltr 4MOTION,QM6,2461,Diesel,12.4,7.6,9.4,22.8,37.2,30.1,254,1704,III,75,0.065,,0.687,0.7,0.051
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,83 PS TDI 2.5 Axle Ratio 4.111,M5,2461,Diesel,12.4,8.1,9.5,22.8,34.9,29.7,257,1727,III,74,0.212,,0.661,0.713,0.069
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,83 PS TDI 2.5 Axle Ratio 4.375,M5,2461,Diesel,12.7,8.3,9.7,22.2,34,29.1,262,1762,III,74,0.212,,0.661,0.713,0.069
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,95 PS TDI 2.5 Axle Ratio 3.455 Option,M5,2461,Diesel,11.1,7.8,9,25.4,36.2,31.4,243,1633,III,74,0.204,,0.703,0.75,0.078
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,95 PS TDI 2.5 Axle Ratio 3.727,M5,2461,Diesel,11.9,8,9.3,23.7,35.3,30.4,251,1687,III,74,0.204,,0.703,0.75,0.078
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,95 PS TDI 2.5 Axle Ratio 4.111 Option,M5,2461,Diesel,12.6,8.2,9.7,22.4,34.4,29.1,262,1762,III,74,0.209,,0.691,0.744,0.075
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,109 PS TDI 2.5 Axle Ratio 3.455,M5,2461,Diesel,11.3,7.6,9,25,37.2,31.4,243,1633,III,74,0.434,,0.763,0.855,0.065
VOLKSWAGEN C.V.,LT 28 Window Van SWB Low Roof,109 PS TDI 2.5 Axle Ratio 3.727 Option,M5,2461,Diesel,12.1,7.8,9.3,23.3,36.2,30.4,251,1687,III,74,0.434,,0.763,0.855,0.065
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,83 PS TDI 2.5 Axle Ratio 4.375,M5,2461,Diesel,12.4,8.1,9.5,22.8,34.9,29.7,257,1727,III,74,0.212,,0.661,0.713,0.069
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,95 PS TDI 2.5 Axle Ratio 4.111,M5,2461,Diesel,12.1,8,9.4,23.3,35.3,30.1,254,1704,III,74,0.209,,0.691,0.744,0.075
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,95 PS TDI 2.5 Axle Ratio 4.375 Option,M5,2461,Diesel,12.6,8.2,9.7,22.4,34.4,29.1,262,1762,III,74,0.209,,0.691,0.744,0.075
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,109 PS TDI 2.5 Axle Ratio 4.111,M5,2461,Diesel,12.3,7.8,9.4,23,36.2,30.1,254,1704,III,74,0.306,,0.693,0.772,0.077
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,109 PS TDI 2.5 Axle Ratio 3.727 Option,M5,2461,Diesel,11.3,7.6,9,25,37.2,31.4,243,1633,III,74,0.434,,0.763,0.855,0.065
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,109 PS TDI 2.5 Axle Ratio 4.375 Option,M5,2461,Diesel,12.8,8,9.7,22.1,35.3,29.1,262,1762,III,74,0.308,,0.693,0.772,0.077
VOLKSWAGEN C.V.,LT 35 Window Van MWB Low Roof,158 PS TDI 2.8 Axle Ratio 3.727,M5,2799,Diesel,13.3,8.3,10.2,21.2,34,27.7,275,1851,III,75,0.538,,0.527,0.602,0.065
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,83 PS TDI 2.5 Axle Ratio 4.375,M5,2461,Diesel,12.4,8.1,9.5,22.8,34.9,29.7,257,1727,III,74,0.212,,0.661,0.713,0.069
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,95 PS TDI 2.5 Axle Ratio 4.111,M5,2461,Diesel,12.1,8,9.4,23.3,35.3,30.1,254,1704,III,74,0.209,,0.691,0.744,0.075
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,95 PS TDI 2.5 Axle Ratio 4.375 Option,M5,2461,Diesel,12.6,8.2,9.7,22.4,34.4,29.1,262,1762,III,74,0.209,,0.691,0.744,0.075
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,109 PS TDI 2.5 Axle Ratio 4.375 Option,M5,2461,Diesel,12.8,8,9.7,22.1,35.3,29.1,262,1762,III,74,0.308,,0.693,0.772,0.077
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,109 PS TDI 2.5 Axle Ratio 3.727 Option,M5,2461,Diesel,11.3,7.6,9,25,37.2,31.4,243,1633,III,74,0.434,,0.763,0.855,0.065
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,109 PS TDI 2.5 Axle Ratio 4.111,M5,2461,Diesel,12.3,7.8,9.4,23,36.2,30.1,254,1704,III,74,0.308,,0.693,0.772,0.077
VOLKSWAGEN C.V.,LT 35 Window Van MWB + LWB High Roof,158 PS TDI 2.8 Axle Ratio 3.727,M5,2799,Diesel,13.3,8.3,10.2,21.2,34,27.7,275,1851,III,75,0.538,,0.527,0.602,0.065
VOLKSWAGEN C.V.,California Motor Home,2.5 TDI 130PS,M6,2461,Diesel,11.2,7,8.5,25.2,40.4,33.2,230,1545,III,74,0.086,,0.747,0.761,0.043
VOLKSWAGEN C.V.,California Motor Home,2.5 TDI 130PS Tiptronic,A6,2461,Diesel,12.1,7.4,9.1,23.3,38.2,31,246,1654,III,74,0.026,,0.556,0.565,0.066
VOLKSWAGEN C.V.,California Motor Home,2.5 TDI 174PS,M6,2461,Diesel,11,6.8,8.3,25.7,41.5,34,224,1508,III,74,0.045,,0.642,0.654,0.057
VOLKSWAGEN C.V.,California Motor Home,2.5 TDI 174PS 4MOTION,QM6,2461,Diesel,12.4,7.6,9.4,22.8,37.2,30.1,254,1704,III,75,0.109,,0.711,0.727,0.079
VOLKSWAGEN C.V.,California Motor Home,2.5 TDI 174PS Tiptronic,A6,2461,Diesel,12.1,7.4,9.1,23.3,38.2,31,246,1654,III,74,0.026,,0.556,0.565,0.066
