Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates
MERCEDES-BENZ,SL-Class (R230),SL55 AMG,A5,5439,Petrol,20.3,9.6,13.5,13.9,29.4,20.9,324,2349,III,74,0.657,0.052,0.012,0.067,
MERCEDES-BENZ,SL-Class (R230),SL600,A5,5513,Petrol,22.3,9.9,14.4,12.7,28.5,19.6,346,2505,III,71,0.567,0.055,0.017,0.072,
MERCEDES-BENZ,SL-Class (R230),SL65 AMG,A5,5980,Petrol,23.4,10.4,15.1,12.1,27.2,18.7,362,2625,III,74,0.498,0.066,0.015,0.081,
MERCEDES-BENZ,SLR,Coupé,SAT5,5439,Petrol,20.9,10.8,14.5,13.5,26.2,19.5,348,2518,III,74,0.654,0.064,0.036,,
MERCEDES-BENZ,Maybach,S & LWB,A5,5513,Petrol,24.5,11,15.9,11.5,25.7,17.8,383,2758,III,73,0.488,0.054,0.018,0.072,
MERCEDES-BENZ,Vaneo ,1.6 Trend,M5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Family,M5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Ambiente,M5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Trend,SAT5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Family,SAT5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Ambiente,SAT5,1598,Petrol,10.7,6.5,8,26.4,43.5,35.3,192,1391,III,73,0.526,0.122,0.042,0.164,
MERCEDES-BENZ,Vaneo ,1.6 Trend,A5,1598,Petrol,11.1,6.6,8.3,25.5,42.8,34,199,1444,III,72,0.479,0.161,0.038,0.199,
MERCEDES-BENZ,Vaneo ,1.6 Family,A5,1598,Petrol,11.1,6.6,8.3,25.5,42.8,34,199,1444,III,72,0.479,0.161,0.038,0.199,
MERCEDES-BENZ,Vaneo ,1.6 Ambiente,A5,1598,Petrol,11.1,6.6,8.3,25.5,42.8,34,199,1444,III,72,0.479,0.161,0.038,0.199,
MERCEDES-BENZ,Vaneo ,1.7 Trend,M5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Family,M5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Ambiente,M5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Trend,SAT5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Family,SAT5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Ambiente,SAT5,1689,Diesel,7.4,5.1,5.9,38.2,55.4,47.9,157,1071,III,74,0.241,,0.358,0.402,0.036
MERCEDES-BENZ,Vaneo ,1.7 Trend,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1198,III,71,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.7 Family,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1198,III,71,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.7 Ambiente,A5,1689,Diesel,8.4,5.6,6.6,33.6,50.4,42.8,174,1198,III,71,0.161,,0.374,0.399,0.029
MERCEDES-BENZ,Vaneo ,1.9 Trend,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Family,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente,M5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Trend,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Family,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente,SAT5,1898,Petrol,10.7,6.7,8.2,26.4,42.2,34.4,197,1427,III,72,0.515,0.091,0.036,0.127,
MERCEDES-BENZ,Vaneo ,1.9 Trend,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1479,III,72,0.593,0.105,0.04,0.145,
MERCEDES-BENZ,Vaneo ,1.9 Family,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1479,III,72,0.593,0.105,0.04,0.145,
MERCEDES-BENZ,Vaneo ,1.9 Ambiente,A5,1898,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,204,1479,III,72,0.593,0.105,0.04,0.145,
MERCEDES-BENZ,Viano,2.0CDi ,M6,2148,Diesel,11.3,7,8.6,25,40.4,32.8,227,1563,III,73,0.027,,0.521,0.533,0.062
MERCEDES-BENZ,Viano,2.0CDi ,A5,2148,Diesel,11.6,7.3,8.9,24.4,38.7,31.7,235,1618,III,72,0.095,,0.542,0.55,0.06
MERCEDES-BENZ,Viano,2.2CDi,M6,2148,Diesel,11.2,7.1,8.6,25.2,39.8,32.8,227,1563,III,75,0.088,,0.468,0.485,0.074
MERCEDES-BENZ,Viano,2.2 SWB,M6,2148,Diesel,11,6.8,8.4,25.7,41.5,31.7,222,1618,III,75,0.087,,0.468,0.485,0.073
MERCEDES-BENZ,Viano,2.2 LWB,M6,2148,Diesel,11.2,7.1,8.6,25.2,39.8,32.8,227,1563,III,75,0.087,,0.468,0.485,0.073
MERCEDES-BENZ,Viano,2.2CDi,A5,2148,Diesel,11.4,7.2,8.8,24.8,39.2,32.1,232,1597,III,72,0.014,,0.531,0.539,0.057
MERCEDES-BENZ,Viano,2.2 SWB,A5,2148,Diesel,10.9,7,8.5,25.9,40.4,33.2,225,1545,III,72,0.014,,0.532,0.539,0.057
MERCEDES-BENZ,Viano,2.2 LWB,A5,2148,Diesel,11.4,7.2,8.8,24.8,39.2,32.1,232,1597,III,72,0.014,,0.532,0.539,0.057
METROCAB,Taxi TTT,2.4 Turbo,A4,2446,Diesel,12.5,9.8,10.8,22.6,28.9,26.2,284,1957,III,74,0.032,,0.695,0.7,0.081
METROCAB,Taxi TTT,2.4 Turbo,M5,2446,Diesel,11.2,8.9,9.8,25.3,31.9,29,257,1768,III,73,0.086,,0.658,0.676,0.042
MG ROVER GROUP ,MG TF,115,M5,1588,Petrol,9.7,5.6,7.1,29.2,50.4,39.8,169,1234,III,74,0.548,0.119,0.071,,
MG ROVER GROUP ,MG TF,120 Stepspeed (from VIN RD617721),CVT,1796,Petrol,11.4,6.2,8.1,24.8,45.3,34.7,194,1415,III,73,0.9,0.12,0.04,,
MG ROVER GROUP ,MG TF,135 (from VIN RD617391),M5,1796,Petrol,10.8,6,7.7,26.2,47.4,36.6,184,1341,III,73,1.175,0.17,0.06,,
MG ROVER GROUP ,MG TF,160,M5,1796,Petrol,10.6,5.7,7.5,26.7,49.6,37.6,179,1306,III,74,0.948,0.142,0.093,,
MG ROVER GROUP ,MG ZR,105,M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1189,III,73,0.41,0.091,0.04,,
MG ROVER GROUP ,MG ZR,120 (from VIN RF686033),M5,1796,Petrol,9.7,5.5,7.1,29,51.1,39.8,169,1234,III,72,0.367,0.06,0.031,,
MG ROVER GROUP ,MG ZR,120 Stepspeed (from VIN RF686033),CVT,1796,Petrol,11.5,6.2,8.1,24.5,45.9,34.7,194,1415,III,72,0.487,0.108,0.045,,
MG ROVER GROUP ,MG ZR,160,M5,1796,Petrol,10.4,5.8,7.5,27.1,48.7,37.6,179,1306,III,74,1.06,0.15,0.075,,
MG ROVER GROUP ,MG ZR,Turbo Diesel - 74kW,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,953,III,74,0.038,,0.375,0.39,0.029
MG ROVER GROUP ,MG ZR,Turbo Diesel - 83kW,M5,1994,Diesel,7.7,4.2,5.5,36.7,67.3,51.5,150,996,III,75,0.15,,0.36,0.395,0.025
MG ROVER GROUP ,MG ZS,110,M5,1588,Petrol,9.4,5.6,7,30.1,50.1,40.2,168,1221,III,74,0.346,0.061,0.024,,
MG ROVER GROUP ,MG ZS,120,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,1262,III,73,0.342,0.06,0.028,,
MG ROVER GROUP ,MG ZS,120 Stepspeed,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,1474,III,72,0.569,0.082,0.037,,
MG ROVER GROUP ,MG ZS,180,M5,2497,Petrol,14.1,6.8,9.5,20,41.4,29.7,227,1653,III,74,0.779,0.088,0.062,,
MG ROVER GROUP ,MG ZS,CDTi - 74kW,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,973,III,72,0.027,,0.37,0.377,0.03
MG ROVER GROUP ,MG ZS,CDTi - 83kW,M5,1994,Diesel,7.8,4.3,5.6,36.2,65.7,50.5,150,1015,III,72,0.49,,0.395,0.46,0.02
MG ROVER GROUP ,MG ZT,120,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1356,III,74,0.512,0.059,0.077,,
MG ROVER GROUP ,MG ZT,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,1407,III,74,1.836,0.127,0.055,,
MG ROVER GROUP ,MG ZT,160 (2.5 V6),M5,2497,Petrol,13.6,7,9.4,20.8,40.4,30,225,1637,III,73,0.463,0.046,0.11,,
MG ROVER GROUP ,MG ZT,180 Sports Auto,A5,2497,Petrol,16,7.9,10.9,17.7,35.9,26,259,1888,III,74,0.846,0.101,0.045,,
MG ROVER GROUP ,MG ZT,190 (from VIN RJ279558),M5,2497,Petrol,14.4,7.4,9.9,19.6,38.4,28.4,239,1729,III,74,0.95,0.1,0.065,,
MG ROVER GROUP ,MG ZT,CDTi - 85kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,71,0.03,,0.472,0.486,0.045
MG ROVER GROUP ,MG ZT,CDTi - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,1051,III,74,0.218,,0.415,0.46,0.05
MG ROVER GROUP ,MG ZT,CDTi - 96kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,73,0.043,,0.34,0.357,0.04
MG ROVER GROUP ,MG ZT,CDTi - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35,63.6,48.8,163,1051,III,73,0.23,,0.33,0.375,0.03
MG ROVER GROUP ,MG ZT,260,M5,4601,Petrol,17.9,10.4,13.2,15.8,27.2,21.5,314,2284,III,75,0.723,0.092,0.027,,
MG ROVER GROUP ,MG ZT-T,120,M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1356,III,74,0.512,0.059,0.077,,
MG ROVER GROUP ,MG ZT-T,160,M5,1796,Petrol,11.4,6.2,8.1,24.8,45.6,34.9,194,1407,III,74,1.836,0.127,0.055,,
MG ROVER GROUP ,MG ZT-T,160 (2.5 V6),M5,2497,Petrol,13.6,7,9.4,20.8,40.4,30,225,1637,III,73,0.463,0.046,0.11,,
MG ROVER GROUP ,MG ZT-T,180 Sports Auto,A5,2497,Petrol,16.2,8.1,11.1,17.5,35,25.5,264,1925,III,74,0.846,0.101,0.045,,
MG ROVER GROUP ,MG ZT-T,190 (from VIN RJ279558),M5,2497,Petrol,14.4,7.4,9.9,19.6,38.4,28.4,235,1729,III,74,0.95,0.1,0.065,,
MG ROVER GROUP ,MG ZT-T,CDTi - 85kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,71,0.03,,0.472,0.486,0.045
MG ROVER GROUP ,MG ZT-T,CDTi - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,1051,III,74,0.218,,0.415,0.46,0.05
MG ROVER GROUP ,MG ZT-T,CDTi - 96kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,73,0.043,,0.34,0.357,0.04
MG ROVER GROUP ,MG ZT-T,CDTi - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35,63.6,48.8,163,1051,III,73,0.23,,0.33,0.375,0.03
MG ROVER GROUP ,MG ZT-T,260,M5,4601,Petrol,17.9,10.4,13.2,15.8,27.2,21.5,314,2284,III,75,0.723,0.092,0.027,,
MG ROVER GROUP ,CityRover,Solo / Sprite / Select / Style,M5,1405,Petrol,10,6.1,7.4,28.5,46.6,37.9,167,1295,III,72.5,1.264,0.126,0.052,,
MG ROVER GROUP ,Streetwise,1.4,M5,1396,Petrol,9.4,6.1,7.3,30,46.6,38.7,174,1269,III,72,0.588,0.138,0.049,,
MG ROVER GROUP ,Streetwise,1.6,M5,1598,Petrol,9.4,6.3,7.5,30,44.7,37.9,179,1295,III,72,0.59,0.09,0.03,,
MG ROVER GROUP ,Streetwise,1.8,CVT,1796,Petrol,11.2,4.9,6,35.6,58.1,47.1,199,1042,III,72,0.57,0.09,0.05,,
MG ROVER GROUP ,Streetwise,2,M5,1994,Diesel,7.9,4.9,6,35.6,58.1,47.1,159,1089,III,73,0.205,,0.477,0.517,0.024
MG ROVER GROUP ,Rover 25,1.1 (from VIN RF637299),M5,1119,Petrol,9,5.6,6.8,31.3,50.8,41.3,164,1189,III,73,0.815,0.151,0.073,,
MG ROVER GROUP ,Rover 25,1.4 (84 PS),M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1189,III,70,0.372,0.092,0.047,,
MG ROVER GROUP ,Rover 25,1.4 (103 PS),M5,1396,Petrol,9.1,5.5,6.8,31.1,51.1,41.3,164,1189,III,73,0.372,0.092,0.047,,
MG ROVER GROUP ,Rover 25,1.6 (from VIN RF611800),M5,1588,Petrol,9.2,5.4,6.8,30.8,51.9,41.3,164,1189,III,71,0.265,0.061,0.028,,
MG ROVER GROUP ,Rover 25,1.6 (from VIN RF637299),CVT,1588,Petrol,11.1,5.7,7.7,25.5,49.3,36.6,184,1341,III,68,0.628,0.08,0.029,,
MG ROVER GROUP ,Rover 25,1.8 (from VIN RF686033),CVT,1796,Petrol,11.5,6.2,8.1,24.5,45.9,34.7,194,1415,III,72,0.487,0.108,0.045,,
MG ROVER GROUP ,Rover 25,2.0 - 74kW,M5,1994,Diesel,7.2,4.1,5.2,39.2,68.3,53.8,150,953,III,74,0.038,,0.375,0.39,0.029
MG ROVER GROUP ,Rover 25,2.0 - 83kW,M5,1994,Diesel,7.7,4.2,5.5,36.7,67.3,51.5,150,996,III,75,0.15,,0.36,0.395,0.025
MG ROVER GROUP ,Rover 45,1.4,M5,1396,Petrol,9.3,5.7,7,30.4,49.9,40.3,168,1218,III,73,0.258,0.08,0.033,,
MG ROVER GROUP ,Rover 45,1.6 (from VIN RT559464),M5,1588,Petrol,9.4,5.6,7,30.1,50.1,40.2,168,1221,III,73,0.346,0.061,0.024,,
MG ROVER GROUP ,Rover 45,1.8,M5,1796,Petrol,9.7,5.8,7.3,29.2,48.3,38.9,174,1262,III,74,0.342,0.06,0.028,,
MG ROVER GROUP ,Rover 45,1.8,CVT,1796,Petrol,11.9,6.5,8.5,23.8,43.2,33.3,203,1474,III,72,0.509,0.084,0.04,,
MG ROVER GROUP ,Rover 45,2.0 V6 (from VIN RT567813),A5,1997,Petrol,14.6,7,9.8,19.3,40.1,28.7,234,1711,III,72,0.375,0.118,0.069,,
MG ROVER GROUP ,Rover 45,2.0 - 74kW,M5,1994,Diesel,7.3,4.3,5.4,38.7,66.4,52.7,150,973,III,72,0.027,,0.37,0.377,0.03
MG ROVER GROUP ,Rover 45,2.0 - 83kW,M5,1994,Diesel,7.8,4.3,5.6,36.2,65.7,50.5,150,1015,III,72,0.49,,0.395,0.46,0.02
MG ROVER GROUP ,Rover 75 Saloon,1.8 (from VIN RJ297377),M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1356,III,74,0.512,0.059,0.077,,
MG ROVER GROUP ,Rover 75 Saloon,1.8 (from VIN RJ255552),A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,1631,III,70,0.547,0.075,0.066,,
MG ROVER GROUP ,Rover 75 Saloon,1.8T,M5,1796,Petrol,11.3,6.1,8,25,46.3,35.3,193,1391,III,72,1.759,0.155,0.047,,
MG ROVER GROUP ,Rover 75 Saloon,1.8T,A5,1796,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,214,1549,III,69,1.576,0.189,0.084,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 (from VIN RJ255552),M5,1997,Petrol,13.9,7,9.6,20.3,40.1,29.5,228,1664,III,73,1.018,0.118,0.06,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 (from VIN RJ255552),A5,1997,Petrol,15,7.5,10.3,18.8,37.7,27.4,245,1792,III,69,0.274,0.138,0.062,,
MG ROVER GROUP ,Rover 75 Saloon,2.5 (from VIN RJ255552),M5,2497,Petrol,14,7,9.6,20.2,40.4,29.4,229,1670,III,73,0.823,0.078,0.087,,
MG ROVER GROUP ,Rover 75 Saloon,2.5 (from VIN RJ255552),A5,2497,Petrol,15.5,7.5,10.5,18.2,37.7,26.9,249,1825,III,70,0.577,0.13,0.085,,
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,1051,III,74,0.218,,0.415,0.46,0.05
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 85kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,71,0.03,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35,63.6,48.8,163,1051,III,73,0.23,,0.33,0.375,0.03
MG ROVER GROUP ,Rover 75 Saloon,2.0 D - 96kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,73,0.043,,0.34,0.357,0.04
MG ROVER GROUP ,Rover 75 Saloon,V8,A4,4601,Petrol,18.3,10.5,13.4,15.4,26.9,21.1,319,2327,III,72,0.978,0.096,0.051,,
MG ROVER GROUP ,Rover 75 Tourer,1.8 (from VIN RJ297377),M5,1796,Petrol,10.6,6.1,7.8,26.6,46.3,36.2,184,1356,III,74,0.512,0.059,0.077,,
MG ROVER GROUP ,Rover 75 Tourer,1.8 (from VIN RJ255552),A5,1796,Petrol,12.6,7.5,9.4,22.5,37.4,30.1,224,1631,III,70,0.547,0.075,0.066,,
MG ROVER GROUP ,Rover 75 Tourer,1.8T,M5,1796,Petrol,11.3,6.1,8,25,46.3,35.3,193,1391,III,72,1.759,0.155,0.047,,
MG ROVER GROUP ,Rover 75 Tourer,1.8T,A5,1796,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,214,1549,III,69,1.576,0.189,0.084,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 (from VIN RJ255552),M5,1997,Petrol,13.9,7,9.6,20.3,40.1,29.5,228,1664,III,73,1.018,0.118,0.06,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 (from VIN RJ255552),A5,1997,Petrol,15.6,7.7,10.6,18.1,36.7,26.6,254,1846,III,69,0.274,0.138,0.062,,
MG ROVER GROUP ,Rover 75 Tourer,2.5 (from VIN RJ255552),M5,2497,Petrol,14,7,9.6,20.2,40.4,29.4,229,1670,III,73,0.823,0.078,0.087,,
MG ROVER GROUP ,Rover 75 Tourer,2.5 (from VIN RJ255552),A5,2497,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,254,1846,III,70,0.577,0.13,0.085,,
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 85kW,M5,1951,Diesel,7.7,4.7,5.8,36.5,60.7,48.8,163,1051,III,74,0.218,,0.415,0.46,0.05
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 85kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,71,0.03,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 96kW,M5,1951,Diesel,8.1,4.4,5.8,35,63.6,48.8,163,1051,III,73,0.23,,0.33,0.375,0.03
MG ROVER GROUP ,Rover 75 Tourer,2.0 D - 96kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,73,0.043,,0.34,0.357,0.04
MG ROVER GROUP ,Rover 75 Tourer,V8,A4,4601,Petrol,18.3,10.5,13.4,15.4,26.9,21.1,319,2327,III,72,0.978,0.096,0.051,,
MG ROVER GROUP ,Rover 75 Limousine,2.0 D - 85kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,71,0.03,,0.472,0.486,0.045
MG ROVER GROUP ,Rover 75 Limousine,2.0 D - 96kW,A5,1951,Diesel,10,5.2,6.9,28.3,54.7,40.9,190,1254,III,73,0.043,,0.34,0.357,0.04
MG ROVER GROUP ,Rover 75 Limousine,2.5,A5,2497,Petrol,15.8,7.6,10.6,17.9,37.2,26.6,254,1846,III,70,0.577,0.13,0.085,,
MITSUBISHI,Lancer Evolution 8,260,M5,1997,Petrol,10.9,8.3,15.4,25.9,34,18.3,258,2683,III,71,1.578,0.128,0.033,,
MITSUBISHI,Shogun,3.5 SWB,A5,3497,Petrol,19.5,11.1,14.2,14.2,25.4,19.9,339,2467,III,74,0.253,0.091,0.109,,
MITSUBISHI,Shogun,3.5 LWB,A5,3497,Petrol,19.5,11.1,14.2,14.2,25.4,19.9,339,2467,III,74,0.235,0.091,0.109,,
