Manufacturers,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (cold),Metric Extra-urban,Metric Combined,Imperial (cold),Imperial Extra-urban,Imperial Combined,CO2 g/km,Fuel Cost 6000 Miles,Euro Standard,Noise Level dB(A),Emissions CO,Emissions HC+NOx,Emissions HC,Emissions NOx,Emissions Particulates
CHEVROLET,Camaro STS Model Year 2000,5.7 V8 C pack,A4,5700,Petrol,19.8,9.8,13.5,14.2,28.8,20.9,320,1044,II,75.0,0.578,0.305,0.000,0.000,0.000
CHEVROLET,Camaro STS Model Year 2000,5.7 V8 D pack,A4,5700,Petrol,17.1,9.6,12.4,16.5,29.4,22.7,294,961,II,72.0,0.620,0.256,0.000,0.000,0.000
CHRYSLER JEEP,Jeep Cherokee (00 Model Year),2.5L Turbo Diesel,M5,2499,Diesel,11.7,7.3,9.0,24.1,38.7,31.4,255,712,II,75.0,0.550,0.650,0.000,0.000,0.063
CHRYSLER JEEP,Jeep Cherokee (00 Model Year),2.5L,M5,2464,Petrol,15.7,9.4,11.7,18.0,30.1,24.1,279,905,II,75.0,1.310,0.190,0.000,0.000,0.000
CHRYSLER JEEP,Chrysler Voyager (00 Model Year),2.0L Short Wheel Base,M5,1995,Petrol,13.2,7.7,9.7,21.4,36.7,29.1,229,750,II,74.0,0.800,0.250,0.000,0.000,0.000
CHRYSLER JEEP,Chrysler Voyager (00 Model Year),2.5Td Short Wheel Base,M5,2499,Diesel,11.2,7.2,8.6,25.2,39.2,32.8,228,682,II,74.0,0.540,0.600,0.000,0.000,0.070
CHRYSLER JEEP,Chrysler Voyager (00 Model Year),2.5Td Long Wheel Base,M5,2499,Diesel,11.2,7.2,8.6,25.2,39.2,32.8,228,682,II,74.0,0.540,0.600,0.000,0.000,0.070
CHRYSLER JEEP,Chrysler Voyager (00 Model Year),3.3L Short Wheel Base,A4,3301,Petrol,17.1,9.4,12.3,16.5,30.1,23.0,287,949,II,71.0,0.670,0.160,0.000,0.000,0.000
CHRYSLER JEEP,Chrysler Voyager (00 Model Year),3.3L Long Wheel Base,A4,3301,Petrol,17.1,9.4,12.3,16.5,30.1,23.0,287,949,II,71.0,0.670,0.160,0.000,0.000,0.000
CHRYSLER JEEP,Chrysler Viper (99 Model Year),8.0L V10 GTS Coupé & RT/10 Roadster,M6,7990,Petrol,33.1,12.7,20.2,8.5,22.2,14.0,483,1559,II,74.6,0.960,0.180,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.0i,M5,954,Petrol,8.3,5.1,6.2,34.0,55.4,45.6,149,479,II,72.4,0.696,0.350,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.1i,M5,1124,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,155,502,II,73.1,0.391,0.168,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.4i,M5,1360,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,160,502,II,73.4,1.019,0.287,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.4i,A3,1360,Petrol,10.5,6.4,7.9,26.9,44.1,35.8,195,610,II,71.3,1.026,0.346,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.6i VTR,M5,1587,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,178,564,II,72.3,0.590,0.208,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.6i VTS 16v,M5,1587,Petrol,11.4,6.3,8.1,24.8,44.8,34.9,194,625,II,73.4,1.224,0.389,0.000,0.000,0.000
CITROEN,Saxo,Saxo 1.5D,M5,1527,Diesel,6.9,4.3,5.3,40.9,65.7,53.3,139,420,II,73.5,0.397,0.570,0.000,0.000,0.048
CITROEN,Berlingo Multispace,Berlingo Multispace 1.4i,M5,1360,Petrol,9.5,5.9,7.2,29.7,47.9,39.2,178,557,II,74.0,0.707,0.434,0.000,0.000,0.000
CITROEN,Berlingo Multispace,Berlingo Multispace 1.8i,M5,1761,Petrol,11.9,7.1,8.9,23.7,39.8,31.7,210,688,II,71.4,1.010,0.128,0.000,0.000,0.000
CITROEN,Berlingo Multispace,Berlingo Multispace 1.9D,M5,1868,Diesel,8.6,5.4,6.6,32.8,52.3,42.8,178,523,II,73.4,0.179,0.551,0.000,0.000,0.029
CITROEN,Xsara,Xsara 1.4i,M5,1360,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,170,534,II,71.5,0.684,0.346,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.4i Estate,M5,1360,Petrol,9.1,5.6,6.9,31.0,50.4,40.9,170,534,II,71.5,0.684,0.346,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.6i,M5,1587,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,177,564,II,73.9,0.706,0.145,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.6i Estate,M5,1587,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,177,564,II,73.9,0.706,0.145,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.6i VTR,M5,1587,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,177,564,II,73.9,0.706,0.145,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.6i,A4,1587,Petrol,10.8,6.0,7.8,26.2,47.1,36.2,185,603,II,73.8,1.703,0.344,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.6i Estate,A4,1587,Petrol,10.8,6.0,7.8,26.2,47.1,36.2,185,603,II,73.8,1.703,0.344,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.8i 16v,M5,1761,Petrol,12.0,6.3,8.3,23.5,44.8,34.0,198,642,II,71.1,0.482,0.142,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.8i 16v Estate,M5,1761,Petrol,12.1,6.4,8.4,23.3,44.1,33.6,198,649,II,71.1,0.482,0.142,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.8i 16v VTR,M5,1761,Petrol,12.1,6.5,8.5,23.3,43.5,33.2,198,657,II,71.1,0.482,0.142,0.000,0.000,0.000
CITROEN,Xsara,Xsara 2.0i 16v VTS,M5,1998,Petrol,13.6,7.1,9.4,20.8,39.8,30.1,224,725,II,73.7,0.708,0.281,0.000,0.000,0.000
CITROEN,Xsara,Xsara 1.9D,M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,490,II,73.2,0.251,0.572,0.000,0.000,0.044
CITROEN,Xsara,Xsara 1.9D Estate,M5,1868,Diesel,8.3,5.0,6.2,34.0,56.5,45.6,164,490,II,73.2,0.251,0.572,0.000,0.000,0.044
CITROEN,Xsara,Xsara 2.0 HDi 90 hp Estate,M5,1997,Diesel,6.9,4.3,5.2,40.9,65.7,54.3,141,412,II,71.3,0.584,0.488,0.000,0.000,0.053
CITROEN,Xsara,Xsara 2.0 HDi 90 hp,M5,1997,Diesel,6.9,4.3,5.2,40.9,65.7,54.3,141,412,II,71.3,0.584,0.488,0.000,0.000,0.053
CITROEN,Xsara Picasso,Picasso 1.6i (VIN Code CHNFZA),M5,1587,Petrol,10.2,6.2,7.7,27.7,45.6,36.7,187,595,II,73.0,1.117,0.402,0.000,0.000,0.000
CITROEN,Xsara Picasso,Picasso 1.8i 16v,M5,1749,Petrol,10.8,5.9,7.7,26.2,47.9,36.7,187,595,II,74.0,0.173,0.182,0.000,0.000,0.000
CITROEN,Xsara Picasso,Picasso 2.0 HDi ( VIN Code CHRHYA),M5,1997,Diesel,7.0,4.6,5.5,40.4,61.4,51.4,147,435,II,72.0,0.339,0.580,0.000,0.000,0.032
CITROEN,Xantia,Xantia 1.8i 16v,M5,1761,Petrol,12.2,6.7,8.7,23.2,42.2,32.5,209,671,II,73.7,0.512,0.179,0.000,0.000,0.000
CITROEN,Xantia,Xantia 1.8i 16v,A4,1761,Petrol,12.9,6.6,8.9,21.9,42.8,31.7,217,688,II,73.0,0.625,0.248,0.000,0.000,0.000
CITROEN,Xantia,Xantia 1.8i 16v Estate,M5,1761,Petrol,12.4,7.0,9.0,22.8,40.4,31.4,214,695,II,73.7,0.512,0.179,0.000,0.000,0.000
CITROEN,Xantia,Xantia 2.0i 16v,M5,1998,Petrol,12.9,6.9,9.1,21.9,40.9,31.0,219,704,II,73.7,0.455,0.152,0.000,0.000,0.000
CITROEN,Xantia,Xantia 2.0i 16v,A4,1998,Petrol,13.9,7.0,9.5,20.3,40.4,29.7,232,735,II,73.2,0.418,0.174,0.000,0.000,0.000
CITROEN,Xantia,Xantia 2.0i 16v Estate,M5,1998,Petrol,13.2,7.2,9.4,21.4,39.2,30.1,223,725,II,73.7,0.455,0.152,0.000,0.000,0.000
CITROEN,Xantia,Xantia 2.0i 16v Estate,A4,1998,Petrol,14.0,7.1,9.6,20.2,39.8,29.4,234,742,II,73.2,0.418,0.174,0.000,0.000,0.000
CITROEN,Xantia,Xantia Activa,M5,1998,Petrol,13.9,7.6,9.9,20.3,37.2,28.5,237,766,II,73.7,1.045,0.206,0.000,0.000,0.000
CITROEN,Xantia,Xantia Turbo CT Estate,M5,1998,Petrol,14.2,7.7,10.1,19.9,36.7,28.0,241,779,II,73.7,1.045,0.206,0.000,0.000,0.000
CITROEN,Xantia,Xantia V6 24v,A4,2946,Petrol,17.2,8.4,11.6,16.4,33.6,24.4,281,894,II,71.1,0.874,0.419,0.000,0.000,0.000
CITROEN,Xantia,Xantia 1.9 Turbo D,A4,1905,Diesel,11.5,6.0,8.0,24.6,47.1,35.3,223,634,II,74.0,0.133,0.579,0.000,0.000,0.066
CITROEN,Xantia,Xantia 1.9 Turbo D Estate,A4,1905,Diesel,11.6,6.1,8.1,24.4,46.3,34.9,225,641,II,74.0,0.133,0.579,0.000,0.000,0.066
CITROEN,Xantia,Xantia 2.0 HDi 90 hp,M5,1997,Diesel,7.4,4.7,5.6,38.2,60.1,50.4,154,444,II,70.9,0.389,0.623,0.000,0.000,0.071
CITROEN,Xantia,Xantia 2.0 HDi 90 hp Estate,M5,1997,Diesel,7.6,4.8,5.8,37.2,58.9,48.7,160,459,II,70.9,0.389,0.623,0.000,0.000,0.071
CITROEN,Xantia,Xantia 2.0 HDi 110 hp,M5,1997,Diesel,7.3,4.5,5.5,38.7,62.8,51.4,150,435,II,72.3,0.629,0.540,0.000,0.000,0.036
CITROEN,Xantia,Xantia 2.0 HDi 110 hp Estate,M5,1997,Diesel,7.5,4.7,5.7,37.7,60.1,49.6,156,451,II,72.3,0.629,0.540,0.000,0.000,0.036
CITROEN,XM,XM 2.0i 16v,M5,1998,Petrol,13.5,7.4,9.6,20.9,38.2,29.4,225,742,II,73.5,1.397,0.467,0.000,0.000,0.000
CITROEN,XM,XM 2.0i 16v,A4,1998,Petrol,15.7,7.5,10.5,18.0,37.7,26.9,255,811,II,70.0,0.916,0.487,0.000,0.000,0.000
CITROEN,XM,XM 2.0i 16v Estate,M5,1998,Petrol,13.5,7.4,9.6,20.9,38.2,29.4,225,742,II,73.5,1.397,0.467,0.000,0.000,0.000
CITROEN,XM,XM 2.0i 16v Estate,A4,1998,Petrol,15.7,7.5,10.5,18.0,37.7,26.9,255,811,II,70.0,0.916,0.487,0.000,0.000,0.000
CITROEN,XM,XM 2.0i Turbo,M5,1998,Petrol,14.5,8.0,10.4,19.5,35.3,27.2,246,802,II,73.0,1.284,0.164,0.000,0.000,0.000
CITROEN,XM,XM 2.0i Turbo,A4,1998,Petrol,16.4,8.0,11.1,17.2,35.3,25.4,258,859,II,71.3,1.584,0.229,0.000,0.000,0.000
CITROEN,XM,XM 2.0i Turbo Estate,M5,1998,Petrol,14.5,8.0,10.4,19.5,35.3,27.2,246,802,II,73.0,1.284,0.164,0.000,0.000,0.000
CITROEN,XM,XM 2.0i Turbo Estate,A4,1998,Petrol,16.4,8.0,11.1,17.2,35.3,25.4,258,859,II,71.3,1.584,0.229,0.000,0.000,0.000
CITROEN,XM,XM V6 24v,M5,2946,Petrol,15.9,8.0,10.9,17.8,35.3,25.9,260,843,II,74.0,0.499,0.420,0.000,0.000,0.000
CITROEN,XM,XM V6 24v,A4,2946,Petrol,18.0,8.4,11.9,15.7,33.6,23.7,284,921,II,73.9,0.653,0.368,0.000,0.000,0.000
CITROEN,XM,XM 2.1 Turbo D,M5,2088,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,185,562,II,74.0,0.370,0.397,0.000,0.000,0.067
CITROEN,XM,XM 2.1 Turbo D,A4,2088,Diesel,12.1,6.5,8.5,23.3,43.5,33.2,235,674,II,69.7,0.121,0.559,0.000,0.000,0.047
CITROEN,XM,XM 2.1 Turbo D Estate,M5,2088,Diesel,9.6,5.6,7.1,29.4,50.4,39.8,185,562,II,74.0,0.370,0.397,0.000,0.000,0.067
CITROEN,XM,XM 2.1 Turbo D Estate,A4,2088,Diesel,12.3,6.6,8.7,23.0,42.8,32.5,240,688,II,69.7,0.121,0.559,0.000,0.000,0.047
CITROEN,XM,XM 2.5 Turbo D,M5,2446,Diesel,10.9,5.9,7.7,25.9,47.9,36.7,204,609,II,73.7,0.457,0.580,0.000,0.000,0.064
CITROEN,XM,XM 2.5 Turbo D Estate,M5,2446,Diesel,10.9,5.9,7.7,25.9,47.9,36.7,204,609,II,73.7,0.457,0.580,0.000,0.000,0.064
CITROEN,Synergie,Synergie 2.0i,M5,1998,Petrol,13.8,8.1,10.2,20.5,34.9,27.7,252,788,II,73.6,0.833,0.443,0.000,0.000,0.000
CITROEN,Synergie,Synergie Turbo D,M5,1905,Diesel,10.6,6.7,8.1,26.6,42.2,34.9,215,641,II,73.3,0.567,0.600,0.000,0.000,0.057
CITROEN,Synergie,Synergie 2.0 HDi 110 hp,M5,1997,Diesel,8.4,5.6,6.7,33.6,50.4,42.2,182,530,II,72.2,0.174,0.772,0.000,0.000,0.059
DAEWOO CARS,Matiz,SE (SOHC),M5,796,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,161,495,II,73.7,0.780,0.320,0.000,0.000,0.000
DAEWOO CARS,Matiz,SE+ (SOHC),M5,796,Petrol,8.4,5.2,6.4,33.6,54.3,44.1,161,495,II,73.7,0.780,0.320,0.000,0.000,0.000
DAEWOO CARS,Lanos,1.4 S (SOHC),M5,1349,Petrol,11.4,5.9,7.9,24.8,47.9,35.8,214,610,II,72.3,0.380,0.320,0.000,0.000,0.000
DAEWOO CARS,Lanos,1.4 SE (SOHC),M5,1349,Petrol,11.4,5.9,7.9,24.8,47.9,35.8,214,610,II,72.3,0.380,0.320,0.000,0.000,0.000
DAEWOO CARS,Lanos,1.6 SX (DOHC),M5,1598,Petrol,12.0,6.2,8.2,23.5,45.6,34.4,206,634,II,72.9,0.400,0.290,0.000,0.000,0.000
DAEWOO CARS,Lanos,1.6 SX (DOHC),A4,1598,Petrol,12.5,6.4,8.9,22.6,44.1,31.7,249,688,II,70.0,0.170,0.410,0.000,0.000,0.000
DAEWOO CARS,Nubira,1.6 SE (DOHC),M5,1598,Petrol,10.7,6.1,7.8,26.4,36.2,36.2,206,603,II,72.7,0.720,0.310,0.000,0.000,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),M5,1998,Petrol,12.2,6.4,8.6,23.2,44.1,32.8,235,665,II,73.3,0.980,0.220,0.000,0.000,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),A4,1998,Petrol,13.6,6.8,9.3,20.8,41.5,30.4,250,718,II,71.8,1.350,0.290,0.000,0.000,0.000
DAEWOO CARS,Nubira,1.6 SE Estate (DOHC),M5,1598,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,206,603,II,72.7,0.700,0.280,0.000,0.000,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),M5,1998,Petrol,12.3,6.7,8.7,23.0,42.2,32.5,235,671,II,73.3,1.130,0.250,0.000,0.000,0.000
DAEWOO CARS,Nubira,2.0 CDX (DOHC),A4,1998,Petrol,14.6,7.0,9.8,19.3,40.4,28.8,258,758,II,71.8,1.520,0.310,0.000,0.000,0.000
DAEWOO CARS,Leganza,2.0 SX (DOHC),M5,1998,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,237,711,II,72.4,1.010,0.260,0.000,0.000,0.000
DAEWOO CARS,Leganza,2.0 SX (DOHC),A4,1998,Petrol,15.8,7.5,10.5,17.9,37.7,26.9,282,811,II,71.9,1.150,0.310,0.000,0.000,0.000
DAEWOO CARS,Leganza,2.0 CDX (DOHC),M5,1998,Petrol,13.0,7.1,9.2,21.7,39.8,30.7,237,711,II,72.4,1.010,0.260,0.000,0.000,0.000
DAEWOO CARS,Leganza,2.0 CDX (DOHC),A4,1998,Petrol,15.8,7.5,10.5,17.9,37.7,26.9,282,811,II,71.9,1.150,0.310,0.000,0.000,0.000
DAEWOO CARS,Korando,2.3 P,M5,2295,Petrol,13.8,8.2,10.2,20.5,34.4,27.7,271,788,II,73.7,0.540,0.130,0.000,0.000,0.000
DAEWOO CARS,Korando,2.3P,A4,2295,Petrol,14.8,9.9,11.6,19.1,28.5,24.3,309,898,II,72.0,0.630,0.180,0.000,0.000,0.000
DAEWOO CARS,Korando,2.9 TD,M5,2874,Diesel,12.8,8.0,9.8,22.1,35.3,28.8,258,777,II,74.3,0.800,0.660,0.000,0.000,0.130
DAEWOO CARS,Musso,2.3 P,M5,2295,Petrol,16.2,9.7,12.1,17.4,29.1,23.3,282,937,II,74.0,0.650,0.206,0.000,0.000,0.000
DAEWOO CARS,Musso,2.3 P (BTRA T/M),A4,2295,Petrol,17.4,11.3,13.5,16.2,25.0,20.9,313,1044,II,73.4,1.418,0.178,0.000,0.000,0.000
DAEWOO CARS,Musso,2.3 P (Benz T/M),A4,2295,Petrol,16.6,10.8,12.9,17.0,26.1,21.9,303,996,II,71.4,0.778,0.310,0.000,0.000,0.000
DAEWOO CARS,Musso,2.9 TD,M5,2874,Diesel,12.0,7.6,9.2,23.5,37.2,30.7,245,729,II,75.0,0.570,0.880,0.000,0.000,0.140
DAEWOO CARS,Musso,2.9 TD,A4,2874,Diesel,14.2,9.1,11.0,19.9,31.0,25.7,290,870,II,74.0,0.678,0.950,0.000,0.000,0.142
DAIHATSU,Charade,"Charade G200 Hatchback, 1.3L EFi",A4,1296,Petrol,10.2,5.9,7.5,27.7,47.9,37.7,180,579,II,69.0,1.188,0.253,0.000,0.000,0.000
DAIHATSU,Charade,"Charade G200 Hatchback, 1.3L EFi",M5,1296,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,164,526,II,71.0,1.097,0.242,0.000,0.000,0.000
DAIHATSU,Four Wheel Drive,Fourtrak LWB 2.8L Diesel Turbo,M5,2765,Diesel,10.8,8.3,9.2,26.2,34.0,30.7,244,729,II,70.0,0.640,0.985,0.000,0.000,0.122
DAIHATSU,Grand Move,Grand Move G301 1.6L EFi,M5,1590,Petrol,10.2,6.2,7.6,27.7,45.6,37.2,181,587,II,71.6,0.961,0.234,0.000,0.000,0.000
DAIHATSU,Grand Move,Grand Move G301 1.6L EFi,A4,1590,Petrol,11.2,6.5,8.2,25.2,43.4,34.4,195,634,II,71.2,0.736,0.224,0.000,0.000,0.000
DAIHATSU,Cuore,Cuore L701 1.0L EFi,M5,989,Petrol,6.5,4.6,5.3,43.5,61.4,53.3,127,409,II,70.1,0.461,0.072,0.000,0.000,0.000
DAIHATSU,Cuore,Cuore L701 1.0L EFi,A3,989,Petrol,7.9,5.9,6.6,35.7,47.9,42.8,157,510,II,70.3,0.696,0.131,0.000,0.000,0.000
DAIHATSU,Terios,Terios J100 1.3L EFi,M5,1296,Petrol,11.1,7.3,8.7,25.4,38.7,32.5,205,671,II,71.8,1.237,0.241,0.000,0.000,0.000
DAIHATSU,Terios,Terios J100 1.3L EFi,A4,1296,Petrol,11.6,8.1,9.4,24.3,34.9,30.0,222,727,II,68.5,0.986,0.176,0.000,0.000,0.000
DAIHATSU,Sirion,Sirion M100 1.0L EFi,M5,989,Petrol,6.6,4.8,5.5,42.8,58.8,51.4,132,425,II,70.9,0.269,0.045,0.000,0.000,0.000
DAIHATSU,Sirion,Sirion M100 1.0L EFi,A4,989,Petrol,7.8,5.5,6.3,36.2,51.4,44.8,151,487,II,68.6,0.697,0.103,0.000,0.000,0.000
FIAT,Seicento Range,S/SX,M5,899,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,145,471,II,74.0,0.658,0.220,0.000,0.000,0.000
FIAT,Seicento Range,Citymatic,SAT5,899,Petrol,7.9,5.1,6.1,35.8,55.4,46.3,145,471,II,74.0,0.658,0.220,0.000,0.000,0.000
FIAT,Seicento Range,Sporting,M5,1108,Petrol,8.5,4.9,6.2,33.2,57.6,45.6,148,479,II,73.0,0.814,0.209,0.000,0.000,0.000
FIAT,Seicento Range,Sporting Abarth,M5,1108,Petrol,8.7,5.0,6.4,32.5,56.5,44.1,151,495,II,74.0,1.457,0.275,0.000,0.000,0.000
FIAT, Punto Range,1.2,M5,1242,Petrol,7.3,4.8,5.7,38.7,58.9,49.6,136,440,II,71.5,0.152,0.142,0.000,0.000,0.000
FIAT, Punto Range,1.2 16v,M5,1242,Petrol,7.6,5.0,6.0,37.2,56.5,47.1,142,463,II,72.5,0.316,0.074,0.000,0.000,0.000
FIAT, Punto Range,1.2 16v Speedgear,CVT,1242,Petrol,8.4,5.5,6.5,33.6,51.4,43.5,155,502,II,70.0,0.647,0.148,0.000,0.000,0.000
FIAT, Punto Range,Sporting,M6,1242,Petrol,7.6,5.0,6.0,37.2,56.5,47.1,142,463,II,72.0,0.457,0.119,0.000,0.000,0.000
FIAT, Punto Range,Sporting Speedgear,CVT,1242,Petrol,8.7,5.6,6.7,32.5,50.4,42.2,159,517,II,72.0,0.329,0.103,0.000,0.000,0.000
FIAT, Punto Range,HGT,M5,1747,Petrol,11.5,6.4,8.3,24.6,44.1,34.0,197,642,II,72.0,0.892,0.329,0.000,0.000,0.000
